"gender","genderID","height","weight","shoeSize","schoolYear","studyHr","GPA","ACT","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity"
"Female","Female",65,160,7,"Freshman",1,3.9,27,5,1,90,100,8,30,45,53,4,"one",60
"Female","Female",67,125,8.5,"Junior",2,3.1,26,0,1,100,5,6.5,30,50,50,3,"few",50
"Female","Female",64,140,7.5,"Freshman",4,3.8,29,0,1,80,120,7,8,46,56,4,"few",90
"Male","Male",76,270,12.5,"Freshman",0.5,2.9,29,5,1,130,200,8,22,53,55,4,"one",30
"Female","Female",61,103,6.5,"Freshman",2,3.8,27,7,5,82,69,8,15,49,52,4,"few",50
"Female","Female",63,125,8.5,"Freshman",2,3.5,31,0,1,80,25,6,5,46,56,7,"few",100
"Male","Male",72,232,11,"Freshman",1.5,2.2,23,0,1,20,1000,7.5,9,44,44,1,"thousands",5
"Female","Female",66,135,10,"Freshman",8,3.8,25,2,3,65,15,5,8,53,55,2,"dozens",15
"Female","Female",63,110,7,"Freshman",3.5,3.5,30,0,1,100,200,7,15,53,53,5,"few",40
"Female","Female",59,115,7,"Freshman",2,3.9,23,3,2,90,10,9,35,43,44,6,"one",60
"Female","Female",66,165,9,"Freshman",5,3.6,25,3,6,100,38,8.5,100,48,61,7,"few",10
"Female","Female",69,130,8,"Freshman",2,3.9,32,2,1,100,51,6,30,56,64,2,"few",80
"Female","Female",68,140,9,"Freshman",2,3.5,20,2,2,70,10,7.5,11,55,57,7,"few",15
"Male","Male",71,177,11,"Freshman",0.5,3.4,29,1,2,88,7,7,4,50,50,7,"few",50
"Female","Female",65,135,7.5,"Freshman",3.5,3.5,24,1,3,0,15,7.5,12,45,56,7,"hundreds",75
"Female","Female",63,145,7,"Freshman",1,3.7,26,0,1,103,35,7.5,29,54,59,4,"thousands",80
"Female","Female",65,117,7.5,"Freshman",1.5,3.6,29,6,3,100,300,7.5,15,50,51,5,"thousands",90
"Male","Male",71,165,11,"Sophomore",3,3.9,27,1,1,110,20,7.5,8,49,50,7,"dozens",5
"Female","Female",67,175,9,"Freshman",3,3.3,27,10,2,85,130,8,12,50,56,7,"few",75
"Male","Male",74,196,13,"Freshman",3,2.9,26,2,1,106,46,8,11,52,52,4,"dozens",19
"Male","Male",63,138,8.5,"Freshman",1.5,3.6,25,2,2,90,0,4,5,45,46,8,"few",44
"Male","Male",78,225,13,"Freshman",1,3,28,0,1,70,70,7,5,53,53,7,"few",60
"Male","Male",72,155,10,"Sophomore",3,3.7,31,0,0,0,0,10,7,48,50,5,"one",10
"Male","Male",66,160,9.5,"Junior",10,3.4,25,0,0,70,20,6,1,60,60,9,"few",0
"Female","Female",63,150,8.5,"Freshman",2.5,3,24,3,3,100,0,7,14,48,48,6,"few",100
"Female","Female",62,110,6,"Freshman",1.5,3.8,26,7,2,87,50,6.5,9,42,40,2,"millions",50
"Male","Male",74,210,12,"Senior",2,3,25,0,2,140,3,6.5,6,51,50,7,"thousands",90
"Male","Male",74,236,13,"Freshman",3,2.8,27,9,2,124,35,9,15,42,39,7,"few",20
"Male","Male",67,143,10,"Sophomore",1,2.9,27,5,2,150,300,6,10,55,54,4,"dozens",70
"Female","Female",63,174,6.5,"Freshman",0.5,3.8,27,10,1,80,0,6,12,51,54,3,"few",10
"Male","Male",72,160,12,"Freshman",4,3.6,25,1,0,125,25,7,15,44,44,7,"few",50
"Female","Female",66,211,9,"Freshman",3.5,3.4,28,2,3,102,150,7.5,9,50,55,3,"few",70
"Male","Male",66,140,9.5,"Freshman",2,3.2,29,3,2,105,0,7,7,37,42,2,"few",50
"Female","Female",62,115,7.5,"Junior",4,3,30,2,1,115,49,7.5,15,57,64,7,"few",90
"Male","Male",74,220,12,"Freshman",4.5,3.8,28,1,3,0,300,8,4,51,54,1,"few",50
"Male","Male",66,164,9.5,"Sophomore",1.5,3.1,30,1,1,100,12,8.5,10,46,56,3,"none",10
"Male","Male",71,178,12.5,"Sophomore",4,3.9,27,12,2,100,200,8.5,8,58,59,2,"thousands",50
"Female","Female",62,118,7,"Sophomore",2,3.7,31,1,2,93,50,8.5,25,47,55,8,"few",60
"Female","Female",68,150,8.5,"Freshman",3,3.9,28,1,5,100,93,8,10,52,53,8,"dozens",50
"Female","Female",69,165,8,"Freshman",2,3.3,32,3,1,100,0,8,50,49,51,3,"few",100
"Male","Other",71,175,13,"Freshman",1.5,1,30,2,2,110,55,7,4,57,57,7,"few",85
"Female","Female",68,150,9.5,"Freshman",2.5,3.6,27,0,4,120,40,6.5,10,48,50,9,"few",100
"Female","Female",61,130,7,"Freshman",4,2.3,23,5,2,115,0,6.5,20,56,59,7,"few",50
"Female","Female",66,177,8.5,"Freshman",3.5,3.5,31,2,1,85,300,7,9,63,61,5,"dozens",95
"Female","Female",65,100,6.5,"Sophomore",2,2.9,28,3,2,100,60,6,10,51,54,6,"few",90
"Female","Female",65,124,7.5,"Senior",3,3.3,23,7,1,93,0,7,13,49,50,7,"millions",99
"Male","Male",71,179,11.5,"Freshman",3,2.8,23,0,0,80,2,6,13,47,51,7,"one",75
"Female","Female",63,130,8.5,"Freshman",10,3.6,28,2,2,85,200,8,8,46,54,8,"few",80
"Male","Male",66,140,9.5,"Sophomore",1,3.5,30,2,2,90,10,9.5,7,51,52,6,"hundreds",70
"Female","Female",63,130,8,"Freshman",1.5,2.8,23,6,3,90,1,6.5,10,42,41,2,"few",75
"Male","Male",75,155,8.5,"Freshman",1.5,1.6,30,5,1,0,0,4.5,14,46,44,4,"few",5
"Female","Female",69,145,8.5,"Freshman",2,3.4,27,1,3,101,60,6.5,35,54,54,3,"one",100
"Female","Female",62,166,7,"Freshman",1,1.2,23,2,1,90,500,8,26,37,39,7,"few",10
"Male","Male",69,125,10.5,"Freshman",5.5,3.7,31,0,1,0,80,6,4,44,45,9,"few",20
"Female","Female",65,125,9,"Freshman",0.5,3.8,29,2,3,95,36,7,15,49,54,8,"few",80
"Female","Female",64,170,7.5,"Sophomore",5,3.4,26,0,2,30,0,6,20,45,53,5,"one",25
"Female","Female",64,145,7.5,"Sophomore",3,3.1,25,1,1,90,0,5,15,49,56,4,"one",60
"Female","Female",64,150,7.5,"Freshman",2,3.7,24,3,2,101,45,8,12,45,50,6,"hundreds",90
"Female","Female",67,130,8.5,"Freshman",1.5,3.7,31,6,3,120,0,5,9,57,54,6,"one",90
"Female","Female",63,170,7.5,"Freshman",4,3.7,29,2,3,85,12,9,16,44,52,4,"one",80
"Female","Female",63,130,6.5,"Sophomore",4,3.5,25,4,2,90,0,6,10,53,54,4,"one",25
"Female","Female",70,172,10,"Sophomore",2,2.7,21,5,2,105,1,7,15,50,49,4,"one",100
"Female","Female",63,140,7,"Freshman",1,1.8,21,15,1,60,13,6.5,12,40,40,4,"few",20
"Female","Female",65,120,6,"Freshman",3.5,1.1,32,0,2,20,6,7,2,37,39,4,"few",3
"Female","Female",65,130,8,"Freshman",3,2.3,27,5,2,115,0,6,13,50,51,7,"few",80
"Male","Male",73,185,12,"Freshman",3,2.9,22,1,5,100,32,8,8,53,53,7,"dozens",25
"Female","Female",64,137,8,"Freshman",6,2.4,26,0,2,0,80,6,14,61,62,5,"few",75
"Female","Female",66,180,9,"Sophomore",1.5,2.8,18,0,1,50,80,7.5,15,52,54,8,"one",50
"Female","Female",69,149,10,"Freshman",2.5,3.5,25,1,2,90,48,9,15,47,48,6,"dozens",70
"Female","Female",58,104,5,"Freshman",4,3.9,28,2,2,100,50,7,20,49,49,3,"few",97
"Male","Male",73,143,10,"Freshman",4,3.6,27,1,0,93,0,7,12,48,42,5,"few",30
"Female","Female",61,115,6,"Freshman",4,3.2,27,0,1,90,12,7,8,51,48,5,"few",10
"Female","Female",63,115,6,"Freshman",4,3.4,21,2,4,60,900,7,15,37,38,7,"one",50
"Female","Female",62,115,6.5,"Junior",3,1.8,26,0,4,100,500,5,10,52,58,6,"thousands",35
"Female","Female",65,120,10,"Freshman",3.5,3.1,23,2,2,85,25,6.5,11,50,43,5,"few",10
"Female","Female",64,117,7.5,"Freshman",5,2.8,23,0,3,100,0,7,50,52,58,3,"few",30
"Female","Female",62,120,7,"Freshman",3.5,3.8,26,0,1,60,20,6.5,7,46,49,4,"few",80
"Female","Female",59,120,6,"Freshman",5,2.7,23,1,4,80,10,6,20,53,58,10,"few",75
"Female","Female",66,188,9.5,"Junior",2,3.7,25,12,3,92,7,8.5,17,60,64,2,"few",100
"Male","Male",69,135,10,"Freshman",4,3,32,0,1,125,23,5,12,48,50,7,"one",25
"Male","Male",72,160,12,"Freshman",3,3.7,25,1,1,100,100,5.5,6,49,51,4,"few",45
"Female","Female",65,122,7,"Freshman",6,4,33,0,2,0,33,7,10,39,43,3,"few",40
"Female","Female",65,130,9,"Freshman",5,2.5,27,0,1,150,60,7,10,50,54,4,"one",100
"Female","Female",64,135,8,"Freshman",4,3.3,23,2,3,100,40,6,20,52,48,8,"few",50
"Female","Female",66,114,7.5,"Freshman",1,3.8,30,0,1,70,0,9,9,45,53,5,"hundreds",80
"Female","Female",63,105,7,"Freshman",6,3.8,28,1,0,95,300,7,25,37,39,7,"few",100
"Female","Female",62,129,6.5,"Freshman",3,3.9,24,5,2,0,150,7,5,49,57,2,"one",100
"Female","Female",64,156,9,"Freshman",2,3.7,25,1,2,0,30,4.5,20,47,46,7,"few",65
"Female","Female",66,115,8.5,"Sophomore",4,3.5,25,4,2,70,100,7,25,52,65,4,"few",20
"Female","Female",68,137,9.5,"Sophomore",4,3.6,25,1,2,90,120,7.5,20,43,48,5,"one",45
"Female","Female",64,155,7.5,"Sophomore",2,2.7,30,1,2,95,0,8,10,52,50,8,"few",50
"Male","Male",70,182,10.5,"Freshman",2,3.7,32,0,1,80,0,7,7,56,53,3,"few",50
"Male","Male",68,240,11,"Sophomore",6,2.8,26,1,0,0,2,8,6,50,44,10,"dozens",50
"Female","Female",62,128,7.5,"Freshman",2,3.7,30,1,1,95,8,8,36,51,54,3,"few",50
"Female","Female",64,153,8.5,"Sophomore",2,3.8,31,3,1,90,100,7,20,54,57,4,"dozens",50
"Female","Female",68,140,9,"Freshman",2,3.9,27,3,1,90,10,9,20,50,51,7,"one",8
"Male","Male",73,91,8,"Junior",4,3.3,28,5,0,80,72,8,5,46,49,3,"one",15
"Male","Male",72,199,10.5,"Senior",4,3.5,26,3,1,93,60,6,3,57,57,9,"one",50
"Male","Male",72,135,12,"Senior",10,3.8,34,0,0,110,0,8,6,45,45,3,"one",75
"Female","Female",69,137,9,"Sophomore",1.5,3.5,33,4,1,106,15,8,14,49,55,3,"few",70
"Female","Other",66,108,7.5,"Freshman",3,2.3,25,4,1,70,120,7,12,46,48,4,"few",45
"Male","Male",69,140,9.5,"Senior",4,3.4,29,5,1,110,14,7,14,56,63,7,"few",25
"Female","Female",63,140,6.5,"Freshman",2,1.8,23,3,1,80,50,6.5,6,36,37,6,"few",50
"Female","Female",65,132,7.5,"Junior",2,3,30,1,2,50,6,9,53,53,58,3,"one",15
"Female","Female",62,98,6,"Freshman",2.5,3.5,29,3,2,80,24,8,10,54,54,3,"one",60
"Female","Female",67,170,9,"Freshman",3,3,21,1,0,80,0,6,7,51,59,7,"none",30
"Male","Male",72,215,12,"Freshman",0,3.7,22,6,1,117,120,8,8,45,48,10,"few",60
"Female","Female",69,165,11,"Sophomore",4,3,22,1,1,100,25,7,100,53,52,6,"few",50
"Female","Female",65,135,8,"Freshman",5,3.1,29,0,1,108,105,6,20,45,48,4,"few",100
"Female","Female",66,120,8.5,"Freshman",2,3.9,24,4,1,76,60,6.5,13,52,50,7,"dozens",98
"Male","Male",73,90,9.5,"Freshman",2,3.5,28,0,0,0,1,8,7,43,50,2,"few",20
"Female","Other",64,111,7,"Senior",1.5,3.4,28,1,4,110,100,6.5,5,50,58,6,"few",70
"Female","Female",59,116,6,"Freshman",2,3.2,29,1,4,125,130,6.5,40,39,39,7,"one",50
"Female","Female",63,160,7,"Freshman",3,3.7,28,0,1,100,66,6,5,49,57,9,"dozens",95
"Male","Male",72,195,9.5,"Freshman",3.5,3.9,29,15,1,0,50,7,6,44,44,10,"millions",85
"Female","Female",66,138,8,"Freshman",4,3.8,30,1,1,102,10,5.5,12,52,53,8,"few",65
"Male","Male",67,120,14,"Freshman",2,2.8,29,3,2,74,23,8.5,8,45,50,3,"few",25
"Female","Female",67,157,8.5,"Freshman",3,3.7,25,10,3,0,13,7,22,54,47,7,"hundreds",100
"Female","Female",67,243,10.5,"Freshman",2,3.4,21,2,5,0,0,7,3,37,40,7,"few",10
"Female","Female",67,111,7,"Freshman",3.5,4,30,0,0,0,70,8,19,45,47,6,"few",50
"Male","Male",72,205,12,"Sophomore",4,2.8,27,0,0,113,300,4.5,6,57,52,7,"few",75
"Female","Female",63,100,6.5,"Sophomore",4,3.3,27,0,1,90,10,8,15,54,55,4,"few",80
"Female","Female",68,175,10,"Sophomore",2.5,3.4,32,24,4,105,6,6,12,42,40,4,"few",65
"Female","Female",63,136,6.5,"Junior",2,3.2,28,3,1,115,100,6,6,58,65,7,"few",30
"Female","Female",64,135,8.5,"Freshman",2,3.1,27,4,0,91,60,8.5,8,55,53,7,"few",65
"Female","Female",68,168,10.5,"Sophomore",2,2.8,29,7,3,65,20,7,5,58,58,8,"one",5
"Male","Male",73,180,13,"Sophomore",2,2.8,30,1,3,110,0,5,6,52,52,4,"few",50
"Male","Male",71,141,9,"Freshman",4,3,27,1,2,110,3,7.5,7,43,61,8,"dozens",80
"Male","Male",71,158,10,"Freshman",3.5,3.7,32,0,0,110,70,8,5,44,49,1,"few",20
"Female","Female",68,145,9.5,"Sophomore",3,3.5,25,1,2,70,20,5,50,48,52,6,"few",80
"Female","Female",64,158,6.5,"Freshman",3,3.3,21,0,2,75,0,5,5,48,50,10,"few",85
"Female","Female",80,84,7,"Junior",3.5,3.6,30,27,1,0,200,7.5,14,51,51,5,"none",4
"Female","Female",68,138,9,"Junior",2.5,2.9,27,2,2,95,150,7.5,11,47,50,3,"few",55
"Male","Male",68,164,8,"Sophomore",5,3,32,0,1,110,100,7,12,55,60,6,"dozens",18
"Male","Male",73,205,10.5,"Senior",2,2.9,33,1,1,100,10,9,3,55,58,7,"one",30
"Female","Female",64,125,6.5,"Sophomore",3,3.2,29,0,1,105,40,6.5,13,50,55,3,"few",80
"Female","Female",64,135,8.5,"Freshman",2,4,31,0,1,90,50,7.5,6,50,50,2,"dozens",90
"Female","Female",65,130,8,"Freshman",3,2.8,26,2,2,100,0,4.5,10,52,52,7,"one",50
"Female","Female",65,153,7.5,"Freshman",4,3.3,27,2,7,120,35,6,21,49,51,7,"few",75
"Female","Female",66,115,7.5,"Freshman",2.5,3.8,35,1,1,80,20,8,4,61,63,7,"hundreds",90
"Female","Female",65,208,9.5,"Sophomore",4.5,2.3,28,0,2,110,80,6,10,49,52,6,"one",70
"Male","Male",74,85,9,"Sophomore",1.5,3,24,0,2,0,1,6.5,4,51,51,4,"few",3
"Male","Male",68,200,10,"Junior",5,2.7,23,5,0,110,35,7,6,49,49,9,"few",80
"Male","Male",72,160,10.5,"Sophomore",2,2.7,27,0,5,115,5,4.5,9,52,53,8,"dozens",0
"Male","Male",73,225,12,"Freshman",0.5,2,25,6,3,110,0,6,10,47,48,7,"few",60
"Male","Male",65,130,10,"Freshman",2,3.5,30,0,1,80,3,8,5,45,50,5,"dozens",100
"Male","Male",69,163,11,"Freshman",10,3.8,33,0,2,137,300,6,5,46,49,10,"one",60
"Female","Other",67,150,9,"Senior",4,3.2,30,10,1,45,10,6,15,56,51,4,"few",50
"Male","Male",71,168,11,"Freshman",0.5,3.9,34,5,1,90,100,7.5,7,52,52,4,"hundreds",100
"Male","Male",72,180,12,"Freshman",2,3.8,26,3,0,100,150,9,3,52,57,5,"one",100
"Male","Male",73,184,12,"Junior",3.5,2.5,32,2,1,0,500,7,6,61,65,5,"dozens",30
"Female","Female",59,107,6,"Freshman",1,3.6,24,5,1,110,21,7,10,36,36,5,"one",100
"Female","Female",64,140,8,"Sophomore",5,3.6,34,2,1,100,25,7,20,52,54,7,"few",10
"Male","Male",70,180,11.5,"Freshman",2,2.3,22,3,2,108,16,7.5,20,45,41,4,"few",50
"Male","Male",67,132,7.5,"Freshman",2.5,3.9,31,3,1,80,400,8,5,47,49,5,"dozens",60
"Male","Male",74,175,12,"Senior",3,3.8,27,8,1,120,7,8,5,45,53,7,"hundreds",100
"Male","Male",65,150,8.5,"Sophomore",4.5,3,25,3,2,109,9,4,3,57,57,4,"dozens",20
"Male","Male",65,148,8.5,"Freshman",3,3.6,29,0,1,120,20,8,14,56,58,9,"one",50
"Male","Male",69,175,12,"Senior",3,3.5,19,1,3,110,110,7.5,2,52,55,7,"none",0
"Male","Male",70,166,10,"Sophomore",2,3.3,32,4,2,120,20,8,9,56,62,7,"dozens",36
"Male","Male",75,180,11.5,"Senior",10,3.7,32,2,0,0,20,7.5,4,49,51,1,"few",10
"Male","Male",68,140,10,"Junior",8,1.8,32,0,1,90,35,9,11,49,48,7,"thousands",0
"Female","Other",63,138,7,"Freshman",2,3.8,30,11,0,90,50,8,5,47,48,6,"hundreds",75
"Female","Female",65,120,7,"Freshman",4,3.6,29,0,2,0,120,8.5,15,45,48,4,"few",40
"Female","Female",75,109,6.5,"Sophomore",1,3.3,23,3,1,90,400,7,20,44,47,3,"few",80
"Female","Female",67,148,7.5,"Sophomore",5,3.2,26,4,1,120,110,7,15,52,55,8,"few",15
"Female","Female",66,140,8,"Senior",3,3.8,30,2,2,90,40,7.5,17,58,61,7,"few",99
"Female","Female",64,115,7.5,"Freshman",2.5,3,29,1,1,100,50,7.5,10,47,50,8,"few",50
"Female","Female",67,171,11,"Sophomore",2,3,26,4,2,92,0,10.5,20,56,60,3,"one",50
"Female","Female",62,100,6.5,"Freshman",3,3.9,29,2,1,0,20,7,5,55,56,5,"one",90
"Male","Male",70,225,10.5,"Junior",2.5,3.4,25,3,3,111,0,8,7,45,45,7,"one",25
"Female","Female",60,125,4,"Sophomore",3,2.5,21,2,3,0,100,4.5,25,53,60,5,"few",50
"Male","Male",71,140,11,"Freshman",4,2.3,28,1,2,116,40,5,6,46,48,8,"one",1
"Male","Male",69,149,8.5,"Junior",9,3.3,31,2,0,80,30,6.5,4,49,51,4,"none",30
"Male","Male",68,148,8.5,"Junior",6,3.8,30,0,0,110,100,7,20,44,45,7,"one",50
"Female","Female",63,120,7.5,"Sophomore",7,4,30,0,0,0,40,8,8,45,45,6,"one",3
"Female","Female",68,138,8.5,"Sophomore",3.5,3.3,23,0,2,80,15,7,20,56,57,9,"one",20
"Female","Female",62,110,6.5,"Freshman",2,3.2,25,3,2,92,300,7,45,49,54,1,"thousands",100
"Male","Male",67,161,9.5,"Junior",2,2.9,26,1,1,85,200,7.5,8,50,51,9,"one",30
"Female","Female",69,127,7.5,"Freshman",2.5,3.5,26,1,1,70,14,7,18,53,54,6,"one",70
"Male","Male",72,160,10,"Senior",1.5,3.1,30,1,2,100,50,7.5,6,48,48,9,"dozens",50
"Male","Male",71,90,8.5,"Senior",6,3.1,30,0,0,70,20,5,2,46,53,3,"few",14
"Female","Female",62,120,4,"Freshman",2,3.5,32,0,0,0,0,8,20,51,50,5,"few",15
"Female","Female",69,125,8.5,"Freshman",2,2.5,30,2,4,115,81,6,14,57,60,9,"dozens",90
"Male","Male",68,158,9,"Freshman",5,3.8,32,0,1,90,50,8,4,51,53,1,"few",10
"Male","Male",69,177,9.5,"Sophomore",5,2.9,35,0,1,112,15,6,3,44,47,4,"few",100
"Male","Male",73,180,9.5,"Freshman",3.5,3.9,31,1,2,0,7,8,5,51,51,5,"thousands",10
"Female","Female",60,117,5.5,"Senior",2,3.5,26,0,2,100,26,4.5,15,47,56,7,"one",15
"Female","Female",66,115,7.5,"Freshman",3,3.5,31,0,1,70,10,7,15,45,50,7,"millions",40
"Male","Male",74,210,13,"Sophomore",5,3.2,31,2,2,101,140,5,4,54,46,4,"hundreds",40
"Female","Female",61,92,5,"Freshman",3,3.3,31,1,0,0,10,8,30,50,49,8,"few",5
"Female","Female",65,200,9,"Senior",1.5,3,19,9,3,90,3,6.5,7,44,51,3,"one",95
"Male","Male",68,235,9.5,"Senior",2,3,31,4,1,100,75,8,4,53,58,3,"thousands",10
"Female","Female",62,160,7,"Sophomore",3,2.7,25,4,2,100,3,6.5,10,52,55,5,"one",25
"Female","Female",62,130,7.5,"Freshman",1.5,3.4,25,2,4,80,400,6,15,43,45,6,"few",100
"Female","Female",62,110,7,"Freshman",2,2.5,23,2,2,100,60,7,11,60,64,7,"one",50
"Female","Female",64,120,8,"Freshman",3,3.6,27,5,2,75,200,7,30,46,52,8,"dozens",30
"Female","Female",63,120,7,"Senior",4,3.7,23,5,0,100,100,6,20,54,54,9,"few",95
"Female","Female",67,158,9,"Freshman",3,1,23,3,4,0,1,6,12,38,39,7,"dozens",30
"Female","Female",63,135,8,"Sophomore",5,3.4,28,6,1,100,200,5,12,43,46,6,"few",85
"Male","Male",68,215,10.5,"Sophomore",4,2.2,33,0,0,125,21,6,30,61,65,7,"thousands",0
"Female","Female",63,121,6.5,"Freshman",4,3.6,30,19,0,0,500,4.5,7,46,57,10,"none",50
"Female","Male",70,193,10.5,"Sophomore",2.5,3.6,27,2,2,171,20,7,12,49,49,5,"few",72
"Female","Female",63,109,5.5,"Freshman",1.5,3.7,31,0,1,95,20,6,30,54,54,7,"one",90
"Female","Female",64,135,8.5,"Junior",3,3.3,26,1,4,90,0,8.5,10,45,44,5,"few",85
"Male","Male",73,145,12,"Sophomore",1,3.3,26,0,1,73,17,8,10,44,47,4,"few",10
"Female","Female",64,128,7,"Sophomore",4.5,3.5,21,7,2,50,6,8.5,10,59,46,10,"one",10
"Female","Female",69,139,10,"Junior",2.5,3.6,33,2,2,100,30,8.5,23,55,56,9,"thousands",80
"Male","Male",67,130,9,"Sophomore",0.5,3,28,0,1,120,0,8,4,54,56,4,"few",50
"Male","Male",70,175,11,"Freshman",1,2.8,25,1,1,90,108,7,2,46,51,1,"one",10
"Female","Female",63,120,7.5,"Sophomore",10,3.5,27,4,3,85,55,5.5,30,55,62,8,"few",75
"Male","Male",69,156,10,"Sophomore",2,2.9,31,0,1,110,40,8,6,45,55,2,"thousands",50
"Female","Female",68,200,9.5,"Senior",0.5,3.5,27,14,1,117,14,7,30,50,57,7,"none",2
"Female","Female",68,168,9.5,"Junior",2,3.6,26,4,3,85,30,7.5,14,55,55,4,"few",50
"Female","Female",65,124,6.5,"Freshman",6,3,32,3,1,0,300,6,12,51,58,3,"one",50
"Female","Female",65,121,8,"Junior",6,3.8,31,0,0,0,120,7,10,46,45,8,"dozens",90
"Female","Female",69,244,11,"Freshman",5,1.7,17,0,2,67,40,5,7,46,54,7,"one",75
"Female","Female",64,115,7.5,"Sophomore",4,3.7,28,1,2,80,40,7,14,60,56,5,"few",70
"Male","Male",72,180,11.5,"Freshman",2,3.6,33,3,4,100,1,8,3,48,46,1,"millions",90
"Female","Female",60,110,5.5,"Junior",5,3.9,32,0,0,0,25,7,10,49,49,5,"millions",95
"Male","Male",70,160,11.5,"Sophomore",1,3,29,0,3,90,95,7,6,47,57,8,"few",10
"Male","Male",77,113,8,"Senior",7,3.9,13,3,0,80,15,9,10,48,48,3,"few",5
"Female","Female",64,215,10,"Senior",4,3,26,0,1,120,30,10,40,53,54,6,"few",100
"Male","Male",68,140,9.5,"Senior",1,3.2,31,5,2,90,37,8,10,60,58,5,"millions",50
"Female","Female",62,104,5,"Freshman",5,4,31,0,1,100,90,6,20,47,52,3,"few",50
"Male","Male",72,140,9,"Freshman",1,2.3,24,4,2,60,800,9,5,50,55,7,"few",50
"Male","Male",68,138,8.5,"Freshman",0.5,3.7,32,0,1,80,50,8,2,48,50,7,"dozens",100
"Male","Male",68,215,11,"Sophomore",1.5,2.5,25,5,2,47,50,7.5,20,47,46,7,"few",20
"Female","Other",64,120,9,"Freshman",3,2.2,33,8,2,0,0,9,8,50,53,7,"one",30
"Female","Female",64,140,8,"Freshman",3.5,3.2,28,7,2,90,35,9,8,56,55,2,"millions",20
"Female","Female",62,120,7,"Sophomore",2.5,3.9,28,3,5,90,7,7.5,12,39,40,7,"hundreds",100
"Female","Female",66,130,8,"Freshman",4,3.1,24,4,2,85,5,8,9,45,49,3,"millions",50
"Female","Female",63,98,6.5,"Freshman",4,3.9,33,0,1,90,1,7,20,43,44,8,"one",50
"Male","Male",72,160,14,"Sophomore",5,3.7,24,0,0,100,150,7,2,52,49,6,"dozens",50
"Female","Female",67,203,7.5,"Junior",3,3.5,23,5,2,90,5,4.5,5,55,54,2,"few",90
"Male","Male",68,163,10,"Freshman",2,2.5,32,0,3,90,400,7,7,46,51,7,"few",50
"Female","Female",64,147,9,"Junior",3,3.7,20,20,3,110,0,4.5,30,49,50,9,"few",5
"Female","Female",64,140,8.5,"Freshman",2,3.4,20,2,1,80,0,8,6,60,60,6,"dozens",100
"Male","Male",69,172,9,"Senior",2,2.7,33,0,1,115,45,5,20,60,57,6,"hundreds",25
"Female","Female",63,120,7,"Freshman",2,4,31,10,5,100,24,8,15,38,44,4,"few",90
"Female","Female",61,100,5,"Freshman",4,3.9,27,0,2,65,71,7,6,45,53,5,"few",50
"Female","Female",68,100,5.5,"Freshman",2,3.8,31,0,0,0,400,6.5,40,45,45,6,"few",10
"Female","Other",62,152,4.5,"Sophomore",2,2.4,22,0,9,35,13,6.5,13,38,48,7,"one",50
"Female","Female",62,111,6.5,"Freshman",3,3.1,29,0,0,0,15,6,10,47,48,6,"few",20
"Male","Male",72,185,12,"Sophomore",8,3.3,30,2,2,100,7,9.5,10,50,47,5,"hundreds",0
"Male","Male",70,140,9,"Junior",2,3.6,29,0,0,120,20,9,6,45,45,9,"few",10
"Male","Male",68,145,10,"Freshman",8,3.1,24,1,3,111,5,8,30,57,61,3,"one",100
"Male","Male",69,150,8.5,"Freshman",2,2.5,28,0,0,80,100,8,9,45,51,7,"few",50
"Male","Male",74,192,11.5,"Freshman",5,3.2,28,0,2,40,33,9,2,53,53,1,"none",0
"Female","Female",69,173,9.5,"Sophomore",5,3.9,31,2,1,110,5,7,20,51,52,6,"dozens",100
"Female","Female",66,145,8.5,"Freshman",3,3.6,24,0,4,0,40,6,6,49,63,3,"few",95
"Female","Female",67,145,7,"Junior",2.5,3.6,24,1,2,100,10,8,15,47,48,5,"few",30
"Female","Male",64,130,7,"Sophomore",3,3,30,1,0,95,0,7,8,47,60,6,"dozens",50
"Female","Female",66,140,7.5,"Freshman",2,3,20,1,1,82,17,7,8,60,57,5,"one",50
"Female","Female",66,195,7.5,"Freshman",4,3,29,1,2,66,200,8,15,49,52,8,"few",70
"Female","Female",67,183,10.5,"Sophomore",5,3.2,34,1,4,90,200,7,10,51,57,4,"few",70
"Male","Male",69,173,9,"Freshman",2,3,25,1,1,0,13,7,4,45,46,5,"one",86
"Female","Female",64,115,8,"Junior",3,3.4,31,0,4,87,300,9,7,42,48,4,"few",5
"Female","Female",63,156,7.5,"Freshman",3,1,34,0,1,85,300,10,13,56,59,6,"few",35
"Male","Male",70,153,10,"Freshman",2,2.8,25,0,2,150,20,5,5,41,46,9,"one",75
"Female","Female",68,135,10.5,"Senior",4,4,34,6,3,90,60,6.5,15,47,48,9,"few",95
"Male","Male",71,170,12,"Freshman",2,2.8,23,2,2,65,50,8,4,44,46,1,"hundreds",20
"Male","Male",67,145,9,"Freshman",5,3.7,34,0,2,70,20,7.5,5,51,52,5,"one",60
"Female","Female",68,145,9.5,"Sophomore",1.5,3.8,30,3,1,90,13,7,25,53,53,5,"one",99
"Female","Female",65,150,8.5,"Freshman",4,3,28,0,1,0,20,8,4,44,49,9,"one",70
"Female","Female",64,125,7.5,"Junior",9.5,3.8,31,2,1,95,0,7.5,13,55,56,6,"millions",100
