"gender","genderID","greek","homeTown","ethnicity","religion","religious","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","UScitizen","president","execttiveOrder","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","No","Big City","East Asian","Religious but not one of the above",0,1,2,1,2,1,14,2,10,2,5,40,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Chose not to vote",0,0,"Democratic",5,8,0,20,0,"online"
"Female","Female","No","Big City","East Asian","Religious but not one of the above",1,3.8,2,2,1,2,14,1,3,3,5,100,"independence","good manners","self-reliance","being considerate","Unsure","No","Chose not to vote",1,7,"Other",3,7,0,100,8,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",8,3.7,8,5,0,1,17,1,1,4,3,80,"respect for their elders","good manners","obedience","well-behaved","Other Republican","Yes","Donald Trump",9,8,"Republican",8,9,0,100,8,"online"
"Male","Male","Yes","Big City Subrub","White","Christian",3,3.8,20,25,3,0,18,2,1,6,5,300,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Donald Trump",7,4,"Republican",5,7,0,50,8,"online"
"Male","Male","No","Small Town","East Asian","Christian",9,3.7,1,0,0,1,13,1,4,2,9,150,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",3,3,"Democratic",2,10,10,100,7,"online"
"Female","Female","No","Big City Subrub","White","Agnostic",4,3.9,0,0,1,1,18,1,1,1,5,70,"independence","curiosity","self-reliance","being considerate","Other Republican","Yes","Hillary Clinton",0,2,"Democratic",4,9,10,100,6,"online"
"Female","Female","No","Big City","Black","Christian",5,3,0,0,4,2,14,1,1,1,5,100,"independence","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",0,6,"Democratic",5,2,20,0,7,"online"
"Female","Female","No","Big City Subrub","Hispanic","Agnostic",2,3.4,3,2,0,0,18,3,4,3,5,80,"independence","good manners","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",0,0,"Other",4,8,0,20,3,"online"
"Female","Female","No","Big City Subrub","Other","Agnostic",2,3.6,4,6,2,0,12,5,2,7,0,60,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Other",0,10,15,100,0,"online"
"Female","Female","No","Big City Subrub","White","Agnostic",1,3.9,8,6,4,1,18,1,4,6,7,50,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",3,3,10,90,7,"online"
"Female","Female","No","Big City Subrub","White","Christian",4,2.5,8,4,7,2,15,1,2,8,5,90,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",3,4,"Other",10,3,0,100,10,"online"
"Female","Female","No","Medium City","East Asian","Buddhist",1,3.8,10,0,0,1,26,5,10,2,10,1000,"independence","good manners","self-reliance","well-behaved","Unsure","No","Not eligible to vote",0,5,"Other",5,10,0,100,0,"online"
"Female","Female","No","Big City","East Asian","Christian",7,3.9,2,2,3,2,15,5,6,4,6,70,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","No","Not eligible to vote",0,3,"Democratic",3,9,0,100,5,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",4,3.6,11,13,7,0,14,1,3,4,5,150,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Hillary Clinton",1,5,"Independent",4,10,0,100,9,"online"
"Male","Male","No","Big City Subrub","East Asian","Buddhist",2,3.6,0,0,0,0,26,1,2,2,6,8,"respect for their elders","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",5,5,"Other",6,8,5,10,7,"online"
"Female","Female","Yes","Small Town","White","Christian",1,3.5,1,1,4,2,13,5,7,4,5,196,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",3,10,0,100,8,"online"
"Male","Male","No","Big City Subrub","Hispanic","Christian",5,2.8,7,15,0,0,18,5,2,0,6,80,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",5,4,"Democratic",5,9,0,70,2,"online"
"Female","Female","No","Big City Subrub","White","Atheist",0,3.7,0,0,1,1,20,2,1,3,7,50,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",1,4,"Other",5,8,5,0,4,"online"
"Female","Female","No","Big City Subrub","East Asian","Atheist",3,3.3,0,1,0,0,15,0,2,6,10,500,"respect for their elders","curiosity","self-reliance","being considerate","Other Party","No","Not eligible to vote",0,5,"Other",5,6,0,100,10,"online"
"Male","Male","No","Big City Subrub","Black","Christian",10,2.5,3,3,5,1,13,1,2,10,9,9000,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Independent",4,8,0,30,5,"online"
"Female","Female","No","Big City","Black","Christian",10,3.8,10,2,4,2,13,14,1,3,5,150,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",5,10,20,0,10,"online"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,2.9,10,10,6,2,16,17,1,4,0,95,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",3,10,25,30,9,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",10,3.7,0,1,0,1,19,2,5,5,4,100,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Donald Trump",6,9,"Republican",1,9,0,100,9,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",2,2.5,0,0,13,1,13,2,7,7,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Yes","Donald Trump",2,5,"Republican",5,6,0,0,0,"online"
"Female","Female","No","Medium City","East Asian","Atheist",0,3.5,2,1,1,1,18,3,3,3,8,10,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",2,9,0,90,7,"online"
"Female","Female","No","Small Town","White","Christian",8,3.1,0,0,0,1,19,2,3,2,3,90,"respect for their elders","curiosity","obedience","being considerate","Unsure","Yes","Chose not to vote",6,5,"Democratic",7,9,15,0,8,"online"
"Female","Female","No","Big City","Black","Christian",5,2.4,0,0,1,1,13,10,4,4,5,150,"respect for their elders","curiosity","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",2,5,"Democratic",5,5,25,100,0,"online"
"Female","Female","No","Big City","Other","Christian",1,3,0,0,0,0,26,2,3,4,7,60,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",5,9,10,50,8,"online"
"Male","Male","Yes","Big City Subrub","White","Christian",2,3.1,24,40,8,2,13,4,5,10,6,150,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Donald Trump",6,8,"Independent",6,10,20,100,8,"online"
"Female","Female","No","Big City","East Asian","Christian",9,3.8,7,3,0,1,26,6,3,5,5,10000,"independence","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",5,5,"Other",3,10,0,100,6,"online"
"Female","Female","Yes","Small Town","White","Jewish",5,3.5,0,0,5,0,12,2,3,6,2,65,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,3,"Democratic",3,10,5,80,10,"online"
"Female","Female","No","Medium City","East Asian","Agnostic",0,3,2,0,3,6,15,1,6,12,6,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",2,6,"Other",2,5,0,100,2,"online"
"Female","Female","No","Big City Subrub","Hispanic","Jewish",0,3.5,7,4,0,0,17,2,2,4,5,80,"independence","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,7,10,0,7,"online"
"Female","Female","Yes","Medium City","Hispanic","Religious but not one of the above",0,3.6,3,15,0,0,18,7,7,7,5,90,"independence","good manners","obedience","well-behaved","Bernie Sanders","Yes","Chose not to vote",0,0,"Democratic",4,7,20,100,9,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",6,3.5,12,16,1,3,15,2,3,3,0,250,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",0,4,"Democratic",4,3,0,50,10,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",5,3.9,0,0,0,1,16,1,1,2,5,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",0,1,"Democratic",5,5,0,100,10,"online"
"Male","Male","No","Big City","East Asian","Atheist",5,2.8,1,1,2,2,17,1,3,2,5,1000,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",10,5,"Other",1,4,0,100,6,"online"
"Female","Female","No","Small Town","White","Religious but not one of the above",2,3.4,5,5,8,2,14,6,7,6,0,90,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",4,8,5,20,9,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",6,3.5,4,15,5,1,14,4,2,6,7,60,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",8,7,"Republican",5,8,0,100,7,"online"
"Male","Male","Yes","Big City Subrub","White","Christian",4,3.8,4,10,8,3,16,5,5,8,5,100,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Yes","Donald Trump",8,8,"Democratic",4,5,5,0,10,"online"
"Male","Male","No","Medium City","White","Religious but not one of the above",1,3,0,0,1,1,16,2,1,3,6,100,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",5,5,"Other",5,7,0,80,5,"online"
"Female","Female","No","Big City","Hispanic","Atheist",1,3.4,1,5,12,2,13,5,3,9,5,75,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Green",7,10,20,60,8,"online"
"Female","Female","Yes","Small Town","White","Agnostic",0,3.9,6,10,0,0,17,4,3,5,2,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Donald Trump",1,3,"Republican",5,10,0,60,1,"online"
"Female","Female","No","Big City","Black","Christian",8,1,0,2,3,2,14,4,1,8,5,100,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",3,8,0,10,10,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",3,3.9,0,1,2,2,20,1,1,2,4,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,4,"Democratic",8,8,10,0,5,"online"
"Male","Male","No","Big City","East Asian","Agnostic",0,3.5,2,0,1,1,16,4,2,7,3,60,"independence","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,4,"Other",5,4,15,100,4,"online"
"Female","Female","Yes","Big City Subrub","White","Jewish",3,3.9,5,1,0,0,18,1,3,10,1,75,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,0,"Democratic",5,8,5,90,0,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.4,25,50,5,1,14,3,4,10,8,150,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Yes","Donald Trump",10,9,"Republican",6,8,5,70,8,"online"
"Male","Male","No","Big City Subrub","East Asian","Christian",7,3.3,3,6,0,0,26,3,1,5,7,500,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",5,6,"Republican",0,9,0,100,9,"online"
"Male","Male","No","Medium City","Other","Atheist",0,3.5,8,8,9,2,12,1,1,2,10,300,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,0,"Green",1,8,0,100,10,"online"
"Female","Female","Yes","Big City","White","Christian",5,2.9,6,6,3,2,15,2,3,5,0,80,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",1,4,"Republican",5,8,0,100,9,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",10,3.2,0,0,1,3,15,2,1,6,3,90,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","No","Not eligible to vote",0,3,"Independent",5,9,10,10,3,"online"
"Female","Female","No","Big City Subrub","White","Christian",6,3.9,0,0,0,0,26,20,2,8,5,130,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",3,6,"Republican",5,7,0,40,7,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.5,20,30,5,1,14,2,2,7,8,1,"independence","curiosity","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",4,7,"Republican",2,8,0,10,6,"online"
"Female","Female","No","Big City Subrub","East Asian","Agnostic",2,2.6,3,1,1,3,16,1,3,5,8,90,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,5,0,100,5,"online"
"Male","Male","No","Big City","East Asian","Atheist",0,1,0,0,0,0,26,1,3,5,5,20,"respect for their elders","good manners","self-reliance","well-behaved","Unsure","No","Not eligible to vote",2,5,"Democratic",5,7,10,100,6,"online"
"Female","Female","No","Small Town","East Asian","Buddhist",1,3.6,8,4,15,1,17,1,5,4,8,100,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Libertarian",6,5,0,90,7,"online"
"Female","Female","No","Big City","East Asian","Christian",2,3,10,14,4,1,19,1,2,4,7,100,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",2,5,"Democratic",3,4,0,70,8,"online"
"Female","Female","No","Big City","East Asian","Christian",0,3.7,0,0,0,0,3,0,0,0,0,3,"independence","curiosity","obedience","well-behaved","Bernie Sanders","No","Hillary Clinton",0,0,"Democratic",0,0,0,0,0,"online"
"Female","Female","No","Medium City","East Asian","Agnostic",0,3.9,0,2,3,2,21,2,2,2,1,1,"independence","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,5,"Other",0,8,0,90,10,"online"
"Male","Male","No","Big City","East Asian","Christian",4,3.5,0,0,0,0,14,0,0,5,5,200,"respect for their elders","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",7,7,"Republican",2,3,0,100,1,"online"
"Female","Female","No","Big City Subrub","East Asian","Buddhist",5,4,0,0,1,1,19,0,10,5,3,100,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",2,5,"Other",5,10,0,100,2,"online"
"Female","Female","No","Big City","East Asian","Atheist",1,3.4,0,0,0,0,26,1,2,0,8,85,"respect for their elders","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",1,1,"Other",3,9,10,100,8,"online"
"Male","Male","Yes","Big City","Hispanic","Atheist",3,3.2,3,2,5,2,12,2,1,2,3,180,"independence","curiosity","obedience","being considerate","Bernie Sanders","No","Not eligible to vote",1,2,"Independent",8,6,0,0,7,"online"
"Female","Female","No","Big City","White","Jewish",4,2.6,6,10,10,1,15,5,4,5,10,150,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Donald Trump",7,8,"Republican",2,10,0,0,8,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",8,3.4,3,5,0,2,16,7,5,10,5,90,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Not eligible to vote",10,10,"Republican",2,8,20,100,6,"online"
"Male","Male","No","Medium City","White","Jewish",1,2.9,0,5,30,1,21,10,2,2,10,100,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Hillary Clinton",0,0,"Democratic",8,7,10,100,10,"online"
"Male","Male","Yes","Big City Subrub","East Asian","Agnostic",1,3.7,10,20,50,6,17,1,6,15,8,120,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",3,7,0,80,7,"online"
"Female","Female","No","Big City Subrub","East Asian","Christian",8,3.5,1,1,0,0,10,1,3,3,5,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Other",4,10,5,100,8,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,3,15,15,3,2,14,5,3,10,5,90,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,2,"Democratic",5,9,0,80,7,"online"
"Female","Female","No","Big City Subrub","South Asian","Agnostic",2,3.2,8,9,2,1,15,4,4,7,6,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",8,7,0,80,10,"online"
"Female","Female","No","Big City","East Asian","Atheist",2,3,5,0,4,1,11,3,4,3,9,70,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","No","Not eligible to vote",0,0,"Democratic",5,7,10,0,3,"online"
"Female","Female","Yes","Big City Subrub","White","Jewish",6,3.4,5,8,1,1,14,6,5,5,7,130,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",4,3,"Republican",8,8,5,100,7,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",3,3.6,20,30,1,2,12,2,2,10,3,80,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",5,8,"Republican",1,10,0,100,0,"online"
"Male","Male","No","Medium City","Black","Christian",5,3.4,4,10,0,0,26,0,1,1,7,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,10,20,100,8,"online"
"Male","Male","No","Medium City","White","Christian",3,3.8,30,25,1,1,14,4,2,5,6,250,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",2,4,"Democratic",4,8,40,0,7,"online"
"Female","Female","Yes","Medium City","White","Christian",2,3.1,6,6,1,1,13,5,2,3,6,100,"respect for their elders","curiosity","self-reliance","well-behaved","Other Republican","Yes","Hillary Clinton",0,4,"Independent",6,8,0,90,7,"online"
"Male","Male","Yes","Big City","White","Jewish",0,2.9,2,6,2,1,15,1,0,3,7,180,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Yes","Donald Trump",4,9,"Republican",5,8,0,90,9,"online"
"Female","Other","No","Big City","East Asian","Agnostic",2,3.6,0,0,4,3,16,0,1,2,3,30,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","No","Not eligible to vote",0,3,"Democratic",6,4,0,100,7,"online"
"Male","Male","Yes","Big City Subrub","Other","Religious but not one of the above",2,2.6,8,8,1,0,15,2,3,4,7,95,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",2,4,"Democratic",3,9,10,0,9,"online"
"Male","Male","Yes","Big City","White","Agnostic",0,2.7,6,25,20,2,12,6,4,4,5,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Donald Trump",6,5,"Other",3,5,10,80,9,"online"
"Male","Male","No","Small Town","East Asian","Atheist",0,2.8,0,0,0,0,26,1,3,1,5,70,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,5,"Other",1,7,10,10,3,"online"
"Female","Female","No","Big City","East Asian","Atheist",2,4,1,0,5,2,26,3,1,4,8,20,"independence","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,5,"Other",7,8,0,100,5,"online"
"Female","Female","No","Big City","East Asian","Atheist",0,3.1,2,1,0,0,16,1,3,3,8,1000,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","No","Not eligible to vote",5,5,"Other",5,5,0,100,10,"online"
"Female","Female","No","Big City Subrub","East Asian","Agnostic",0,3.1,0,0,1,1,22,1,3,5,8,18,"respect for their elders","good manners","self-reliance","being considerate","Unsure","No","Not eligible to vote",0,4,"Democratic",4,10,0,100,6,"online"
"Female","Female","No","Big City","Black","Religious but not one of the above",2,2.5,2,1,3,1,14,7,7,10,5,70,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,6,"Democratic",5,5,0,0,8,"online"
"Female","Female","No","Big City Subrub","White","Agnostic",0,3.2,5,10,13,1,14,2,4,4,6,80,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Donald Trump",5,5,"Independent",6,8,0,20,1,"online"
"Male","Male","No","Medium City","White","Christian",8,4,1,0,0,0,26,3,2,3,5,500,"respect for their elders","good manners","self-reliance","well-behaved","Other Republican","Yes","Donald Trump",10,8,"Republican",5,9,10,90,5,"online"
"Male","Male","No","Big City Subrub","East Asian","Christian",8,3.7,5,3,0,3,18,3,1,6,8,1000,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","No","Chose not to vote",1,5,"Other",4,9,0,100,5,"online"
"Male","Male","No","Medium City","East Asian","Religious but not one of the above",0,3.5,6,5,4,5,12,13,4,12,4,10,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","No","Chose not to vote",4,2,"Republican",2,2,15,30,3,"online"
"Male","Male","Yes","Big City","White","Christian",3,2.8,4,38,25,1,15,3,4,10,10,500,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,4,"Green",6,5,0,70,10,"online"
"Male","Male","No","Big City Subrub","East Asian","Christian",7,3,0,0,0,0,26,1,0,1,3,40,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",4,7,15,100,2,"online"
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,3.5,5,3,3,1,18,0,2,5,6,10,"independence","good manners","self-reliance","well-behaved","Unsure","No","Not eligible to vote",5,3,"Other",6,4,0,100,0,"online"
"Female","Female","No","Big City","East Asian","Christian",6,3.7,0,0,0,1,16,7,2,5,6,50,"respect for their elders","curiosity","self-reliance","well-behaved","Unsure","No","Not eligible to vote",5,5,"Other",5,7,0,100,3,"online"
"Female","Female","Yes","Small Town","White","Christian",0,3.5,6,8,2,2,14,1,5,2,4,60,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Gary Johnson",0,5,"Independent",4,7,0,100,5,"online"
"Female","Female","No","Small Town","White","Christian",2,3,10,0,1,1,13,2,3,2,7,100,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Chose not to vote",1,4,"Democratic",5,6,15,100,4,"online"
"Female","Female","No","Big City Subrub","South Asian","Hindu",5,3.3,4,0,1,2,17,4,3,10,5,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,9,0,100,10,"online"
"Male","Male","No","Medium City","South Asian","Hindu",3,3.7,8,8,0,0,18,1,1,5,6,60,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Jill Stein",0,7,"Independent",2,5,0,0,8,"online"
"Female","Female","Yes","Small Town","White","Christian",7,3.3,8,8,1,1,17,3,3,5,6,100,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Donald Trump",8,6,"Independent",9,9,15,0,7,"online"
"Female","Female","No","Big City Subrub","White","Atheist",0,3.5,3,2,0,3,14,9,2,4,5,80,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",3,5,"Independent",5,6,0,50,4,"online"
"Male","Male","Yes","Big City Subrub","White","Christian",2,2,10,10,9,2,13,4,2,2,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Not eligible to vote",3,5,"Democratic",5,5,15,0,3,"online"
"Male","Male","Yes","Big City Subrub","White","Christian",0,2.5,6,5,4,1,13,7,2,7,5,200,"respect for their elders","good manners","self-reliance","well-behaved","Other Party","Yes","Chose not to vote",5,5,"Democratic",6,8,0,100,10,"online"
"Male","Male","Yes","Big City Subrub","East Asian","Buddhist",4,3.3,5,9,13,3,15,3,2,3,3,150,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,7,10,50,6,"online"
"Male","Male","Yes","Big City Subrub","East Asian","Atheist",2,3,3,3,1,1,16,0,3,3,5,80,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",3,4,0,100,3,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",8,3.4,20,10,0,0,26,0,2,4,2,300,"independence","curiosity","self-reliance","being considerate","Other Republican","Yes","Chose not to vote",5,7,"Independent",8,3,10,0,9,"online"
"Female","Female","Yes","Medium City","White","Christian",7,3.1,8,10,1,1,14,1,2,3,5,50,"independence","good manners","obedience","well-behaved","Donald Trump","Yes","Donald Trump",5,5,"Republican",3,9,0,70,8,"online"
"Female","Female","No","Big City Subrub","White","Christian",4,3.3,7,6,3,1,14,4,6,15,7,500,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",3,0,"Republican",5,5,10,10,5,"online"
"Female","Female","Yes","Big City Subrub","White","Jewish",4,3.5,4,6,8,3,13,9,1,5,10,400,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Chose not to vote",2,4,"Independent",5,8,15,100,9,"online"
"Male","Male","Yes","Big City","East Asian","Atheist",0,3,6,5,3,2,16,1,2,1,6,100,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,2,"Democratic",6,7,0,0,5,"online"
"Female","Female","No","Big City","East Asian","Christian",1,3.8,3,1,10,3,18,3,4,4,4,1000,"independence","curiosity","self-reliance","well-behaved","Donald Trump","No","Not eligible to vote",2,3,"Republican",4,3,20,20,7,"online"
"Female","Female","No","Medium City","East Asian","Atheist",0,3.3,0,0,1,2,18,1,2,3,6,40,"respect for their elders","good manners","obedience","being considerate","Hillary Clinton","No","Not eligible to vote",5,5,"Other",8,7,0,100,5,"online"
"Male","Male","No","Medium City","East Asian","Agnostic",3,2.3,0,0,1,1,20,2,3,1,2,1400,"independence","curiosity","self-reliance","well-behaved","Unsure","No","Not eligible to vote",4,4,"Other",4,8,0,50,4,"online"
"Female","Female","No","Big City Subrub","East Asian","Atheist",0,3.6,0,0,0,1,26,1,4,4,5,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,1,"Democratic",2,2,0,100,4,"online"
"Female","Female","No","Medium City","East Asian","Christian",10,2.9,0,0,0,1,17,1,4,2,3,80,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","No","Not eligible to vote",0,3,"Democratic",5,8,0,10,8,"online"
"Female","Female","No","Big City Subrub","Black","Christian",8,3.7,5,3,0,0,26,7,3,4,5,500,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,3,"Democratic",2,9,0,20,10,"online"
"Female","Female","No","Big City Subrub","White","Christian",6,3.8,5,4,2,1,18,2,2,2,2,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Jill Stein",0,3,"Independent",3,8,0,80,3,"online"
"Female","Female","Yes","Big City","White","Christian",4,2.1,2,8,2,0,17,1,1,4,5,120,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,2,"Democratic",4,6,5,100,10,"online"
"Female","Female","No","Big City","White","Religious but not one of the above",1,2.9,0,0,1,1,20,4,3,3,0,90,"independence","curiosity","self-reliance","being considerate","Other Republican","Yes","Gary Johnson",5,10,"Libertarian",4,8,10,0,10,"online"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.9,13,40,12,2,15,2,3,9,6,100,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",2,3,"Democratic",4,6,0,90,3,"online"
"Female","Female","No","Medium City","White","Christian",8,3.5,1,0,1,2,14,5,1,4,5,150,"respect for their elders","good manners","obedience","being considerate","Unsure","Yes","Donald Trump",7,5,"Libertarian",7,10,15,100,9,"online"
