"gender","greek","homeTown","highSchool","age","major","ethnicity","belief","religion","religious","expectedIncome","followElection","president","liberal","environment","terrorism","economicInequality","racism","genderEquality","security","familyVal","gunControl","taxes","bigMoney","illegalImmigrants","farRightPol","farLeftPol","religiousFanatics","terrorists","foreignPowers","notVote","politicalParty","voteMar","voteNov","gradeVsLearning","parentRelationship","workHr","tuition","voteParent"
"Male","No","Big City","Yes",20,"CS","Asian","Divine Guidance","Muslim",6,10000,"some","Hillary Clinton",6,1,7,7,8,6,6,9,9,7,9,4,0,0,10,10,8,8,"Democrat",5,5,8,7,0,0,"Yes"
"Male","No","Medium City","Yes",19,"Kinesiology","White","Divine Guidance","Christian",5,200,"closely","Donald Trump",8,4,7,3,3,0,8,8,0,5,4,8,5,5,3,7,5,3,"Republican",7,7,3,7,50,0,"Unsure"
"Female","No","Small Town","In some classes",19,"Biology","White","Creationism","Christian",5,100,"some","Unsure",4,7,7,7,7,7,7,6,7,7,5,5,5,5,5,5,5,5,"Democrat",0,4,4,7,20,70,"Yes"
"Male","No","Medium City","Yes",19,"econ","Asian","None of the above","Other Religion",0,10,"Not at all","Unsure",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Other",5,5,5,5,0,30,"No"
"Female","No","Small Town","Not Sure",21,"Animal Science","White","Divine Guidance","Christian",5,100,"some","Unsure",5,6,8,2,5,3,9,4,10,7,10,9,5,4,7,8,6,3,"Republican",0,0,5,8,0,100,"Unsure"
"Female","No","Big City Subrub","Yes",18,"Elementary Education","White","Divine Guidance","Christian",6,60,"some","Hillary Clinton",3,8,7,4,6,10,5,1,9,2,9,0,7,8,5,10,4,6,"Democrat",8,10,5,9,0,90,"No"
"Male","Yes","Big City Subrub","Yes",19,"Undecided","White","Evolution","Christian",0,170,"closely","Bernie Sanders",2,10,7,9,9,9,5,4,10,8,10,3,9,3,9,6,4,9,"Democrat",5,6,4,10,0,10,"No"
"Female","Yes","Big City Subrub","Yes",19,"Natural Resources and Environmental Sciences","White","Divine Guidance","Other Religion",3,50,"very closely","Bernie Sanders",1,10,7,7,9,9,8,0,8,6,10,3,10,4,9,9,7,10,"Independent",10,10,9,5,5,100,"No"
"Female","No","Big City","Yes",18,"Psychology","Asian","Evolution","Buddhist",8,85,"very closely","Bernie Sanders",2,7,9,6,9,10,5,1,6,8,6,1,8,8,7,7,5,9,"Democrat",10,10,4,9,0,100,"No"
"Male","Yes","Medium City","Yes",20,"Elementary Education","White","Divine Guidance","Christian",4,110,"some","Donald Trump",4,10,9,5,6,4,7,1,0,2,1,8,5,7,3,10,4,6,"Republican",0,8,5,7,0,100,"Yes"
"Male","No","Big City Subrub","Yes",19,"mathematics","Asian","Evolution","Agnostic",1,900,"some","Unsure",5,10,9,10,9,4,7,4,7,7,7,7,7,7,10,10,7,3,"Independent",0,0,3,9,20,70,"Unsure"
"Female","No","Big City","Not Sure",19,"HDFS","Black","Creationism","Agnostic",1,30,"some","Bernie Sanders",5,9,10,10,10,10,10,6,5,3,5,1,3,2,10,10,4,5,"Democrat",10,10,2,9,10,0,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Elementary Education","White","None of the above","Christian",3,70,"some","Bernie Sanders",5,8,8,8,7,9,3,7,10,5,7,2,0,0,6,10,8,0,"Democrat",0,0,5,8,0,10,"Yes"
"Female","Yes","Small Town","Yes",18,"elementary ed","White","Creationism","Christian",9,50,"very closely","Marco Rubio",7,10,10,9,8,9,9,8,9,9,5,5,5,5,3,9,7,9,"Republican",10,10,7,9,5,100,"Unsure"
"Male","No","Big City Subrub","Yes",20,"DGS","Asian","Evolution","Christian",2,75,"some","Unsure",5,6,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Republican",0,0,5,7,0,100,"Yes"
"Male","No","Big City","Yes",19,"Elementary Education","Black","Divine Guidance","Christian",7,100,"some","Bernie Sanders",5,6,7,10,10,5,3,2,7,4,9,1,5,5,1,7,6,7,"Democrat",8,10,5,10,30,0,"Yes"
"Female","No","Big City Subrub","Yes",19,"Undecided","White","Divine Guidance","Christian",6,80,"Not at all","Unsure",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"Republican",5,5,5,5,5,50,"No"
"Male","Yes","Big City Subrub","Yes",19,"Agricultural and Biological Engineering","White","Creationism","Christian",8,110,"closely","Ted Cruz",9,7,10,10,10,10,10,10,0,10,9,10,0,10,0,9,8,8,"Republican",10,10,7,9,0,70,"Yes"
"Female","Yes","Small Town","Not Sure",18,"Pre-Law","White","Divine Guidance","Christian",5,150,"very closely","Marco Rubio",8,8,9,4,6,4,10,10,0,10,3,8,3,9,3,10,8,6,"Republican",10,10,3,7,0,50,"No"
"Male","Yes","Big City Subrub","Yes",19,"Journalism","White","Evolution","Jewish",5,150,"some","Bernie Sanders",3,6,7,8,8,8,4,2,7,5,6,1,8,2,7,9,7,0,"Democrat",6,9,8,9,0,90,"Yes"
"Female","No","Big City Subrub","Yes",20,"I-Health","Asian","Evolution","Agnostic",3,90,"very closely","Bernie Sanders",3,8,0,7,10,6,0,2,9,5,9,0,9,1,8,0,2,10,"Democrat",10,10,8,7,0,10,"Yes"
"Female","No","Big City","Yes",18,"Animal Science","Black","Evolution","Other Religion",4,40,"some","Bernie Sanders",6,7,8,9,10,8,5,5,8,9,10,0,10,7,10,4,4,4,"Democrat",10,10,8,8,0,0,"Yes"
"Female","Yes","Big City Subrub","Yes",20,"Biochemistry","Asian","Evolution","Atheist",3,120,"some","Bernie Sanders",7,7,6,4,6,7,2,0,10,5,6,2,5,5,10,5,5,10,"Democrat",10,10,5,9,0,100,"Unsure"
"Female","No","Medium City","Yes",19,"chem","Asian","Evolution","Other Religion",5,60,"some","Hillary Clinton",3,7,3,4,6,6,3,1,5,5,6,2,6,6,2,4,1,8,"Other",0,8,6,7,0,30,"Unsure"
"Male","No","Big City","Yes",18,"interdisciplinary health","Black","Divine Guidance","Christian",7,100,"closely","Bernie Sanders",3,8,10,10,10,10,2,5,7,7,3,2,5,3,6,3,3,10,"Democrat",5,4,2,6,0,0,"Yes"
"Female","No","Big City","In some classes",18,"English and Political Sciene","White","Evolution","Christian",1,60,"very closely","Bernie Sanders",0,8,8,10,10,10,8,5,10,7,8,4,6,3,8,9,8,10,"Democrat",10,10,6,8,25,30,"No"
"Female","Yes","Big City Subrub","Yes",20,"Kinesiology","White","Evolution","Christian",1,65,"some","Bernie Sanders",4,6,5,6,6,7,5,5,6,5,8,4,8,8,9,8,4,7,"Democrat",8,8,6,10,0,80,"Unsure"
"Male","Yes","Big City Subrub","Yes",19,"Business","White","Divine Guidance","Christian",2,750,"some","Hillary Clinton",4,10,3,7,8,5,1,1,6,4,10,1,10,2,10,4,3,8,"Democrat",8,10,3,9,0,40,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Elementary Education","White","Divine Guidance","Christian",5,60,"some","Bernie Sanders",5,3,5,4,5,6,7,6,7,6,6,7,4,4,5,6,3,3,"Democrat",3,6,4,8,0,60,"Yes"
"Female","Yes","Big City","Yes",19,"Undecided","White","Divine Guidance","Christian",4,70,"some","Bernie Sanders",1,6,9,9,10,10,7,5,5,6,9,5,5,5,6,8,6,4,"Democrat",5,10,7,9,0,100,"No"
"Male","Yes","Big City","Yes",19,"Undeclared","Black","Evolution","Atheist",0,80,"closely","Bernie Sanders",3,9,8,10,10,10,4,0,0,6,9,1,8,8,7,7,5,9,"Democrat",10,10,9,5,0,80,"Yes"
"Male","Yes","Big City Subrub","No",19,"Kinesiology","White","Evolution","Jewish",4,100,"some","Bernie Sanders",2,5,6,3,6,0,0,10,7,5,8,1,6,1,1,6,8,6,"Democrat",-1,10,6,10,0,100,"Yes"
"Male","Yes","Big City Subrub","In some classes",18,"Architecture","White","Divine Guidance","Christian",5,5000,"some","Unsure",5,9,7,4,4,4,4,8,4,5,7,4,5,5,6,6,3,2,"Republican",0,9,5,10,0,100,"Yes"
"Male","No","Big City Subrub","No",19,"Computer Science and Anthropology","Asian","Divine Guidance","Christian",7,80,"closely","Hillary Clinton",5,10,10,10,10,10,6,7,7,9,8,2,4,4,3,5,7,10,"Democrat",10,10,6,7,0,100,"Unsure"
"Female","Yes","Big City Subrub","In some classes",19,"Undecided","Asian","Evolution","Hindu",3,100,"some","Bernie Sanders",3,3,7,6,10,10,6,0,5,8,7,0,5,5,10,10,3,7,"Democrat",9,10,6,8,0,100,"No"
"Female","No","Big City Subrub","Yes",18,"RST","Black","None of the above","Christian",5,100,"some","Bernie Sanders",5,0,10,10,10,10,0,0,0,0,10,0,9,7,1,8,0,2,"Democrat",10,8,0,8,10,10,"Yes"
"Female","No","Big City","Not Sure",18,"CS + Chem","Asian","Evolution","Hindu",3,70,"closely","Bernie Sanders",4,7,8,5,7,8,7,2,8,6,7,4,8,8,9,7,7,9,"Democrat",10,10,5,7,0,100,"Yes"
"Female","No","Big City","Not Sure",19,"DGS","Asian","None of the above","Agnostic",0,25,"some","Bernie Sanders",5,7,7,5,4,5,4,3,4,2,4,3,5,5,4,6,7,1,"Independent",-1,-1,7,8,10,100,"Unsure"
"Female","No","Big City Subrub","Yes",19,"Undeclared","White","Divine Guidance","Christian",6,150,"some","Unsure",6,5,6,6,7,8,6,9,4,6,8,5,9,8,4,4,10,8,"Republican",5,9,0,10,0,50,"Yes"
"Female","No","Medium City","Yes",19,"DGS","Hispanic","Divine Guidance","Muslim",6,200,"some","Bernie Sanders",4,0,8,5,1,1,7,7,7,9,6,4,5,2,6,2,4,10,"Democrat",8,6,7,6,10,90,"Unsure"
"Female","No","Big City","Yes",18,"business undecided","Asian","Evolution","Agnostic",0,50,"Not at all","Ted Cruz",3,4,6,10,9,10,7,7,7,6,5,6,7,6,9,10,6,1,"Independent",8,6,10,8,10,100,"Yes"
"Female","No","Big City Subrub","Not Sure",19,"NRES","Asian","Evolution","Agnostic",0,70,"some","Bernie Sanders",2,10,9,10,10,10,8,6,6,6,9,2,7,2,3,5,2,5,"Democrat",10,10,6,8,0,100,"Unsure"
"Male","No","Big City","Not Sure",18,"Journalism","Hispanic","Evolution","Agnostic",3,85,"very closely","Unsure",3,6,3,8,10,8,9,5,6,6,10,4,7,6,6,3,4,0,"Independent",10,10,9,8,0,40,"No"
"Female","Yes","Big City Subrub","Not Sure",19,"Political Science","White","Divine Guidance","Other Religion",7,90,"very closely","Hillary Clinton",2,6,10,5,8,8,8,4,10,4,0,2,8,2,10,10,4,5,"Democrat",10,10,6,9,0,100,"Yes"
"Female","No","Small Town","Yes",20,"Elementary Education","White","Divine Guidance","Agnostic",5,40,"closely","Hillary Clinton",2,10,10,9,10,10,5,4,9,5,10,4,9,1,5,9,8,4,"Democrat",8,9,7,10,25,50,"Unsure"
"Female","No","Big City Subrub","Yes",17,"global studies","White","Evolution","Jewish",2,100,"closely","Bernie Sanders",2,7,9,7,9,6,4,3,3,5,4,3,8,1,9,10,5,6,"Democrat",-1,10,6,7,0,10,"Unsure"
"Female","Yes","Big City Subrub","Not Sure",19,"RST","White","Divine Guidance","Christian",2,30,"some","Bernie Sanders",6,6,6,4,10,3,5,0,2,10,9,3,10,10,10,4,6,10,"Republican",4,6,6,6,5,20,"Unsure"
"Female","No","Big City","No",18,"English + Anthro","White","Evolution","Atheist",0,75,"closely","Bernie Sanders",0,7,5,9,10,10,3,0,10,5,10,0,9,5,9,2,5,10,"Democrat",10,10,4,5,0,100,"No"
"Male","Yes","Big City Subrub","Yes",20,"Biology","Hispanic","Evolution","Christian",3,100,"closely","Bernie Sanders",2,10,6,9,8,5,7,2,7,5,10,0,7,4,8,6,1,4,"Democrat",5,10,8,10,0,0,"Yes"
"Female","Yes","Small Town","Yes",19,"Broadcast Journalism","White","Creationism","Christian",4,120,"some","Unsure",2,2,10,4,8,8,4,4,9,7,5,9,2,2,3,10,6,3,"Democrat",4,5,1,10,10,50,"Yes"
"Male","No","Medium City","Yes",18,"General Studies","White","None of the above","Atheist",0,120,"Not at all","Bernie Sanders",5,0,1,2,0,0,2,5,3,7,10,10,9,5,8,8,6,3,"Independent",0,0,6,10,20,50,"Yes"
"Female","No","Medium City","Yes",19,"dgs","Asian","None of the above","Atheist",3,20,"Not at all","Unsure",0,2,1,1,1,3,1,1,1,4,1,1,1,1,1,2,1,1,"Other",-1,-1,1,9,0,100,"No"
"Female","Yes","Big City Subrub","Yes",19,"SHS","White","Divine Guidance","Christian",5,60,"some","Bernie Sanders",5,2,10,6,8,10,2,2,10,8,5,2,5,5,5,6,5,5,"Republican",5,5,5,5,0,20,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Advertising","White","Evolution","Jewish",5,800,"some","Ted Cruz",3,8,6,5,10,4,6,1,7,6,6,8,3,2,6,1,3,0,"Democrat",6,9,5,8,0,20,"Unsure"
"Female","No","Big City Subrub","Yes",22,"ChemE","White","Divine Guidance","Christian",10,250,"very closely","Donald Trump",10,0,10,0,0,0,10,10,0,10,10,10,0,10,0,10,0,4,"Other",10,10,3,10,5,40,"Yes"
"Female","Yes","Big City","No",18,"undeclared","White","Divine Guidance","Christian",5,200,"some","Unsure",4,5,6,9,6,10,3,3,7,4,8,3,8,4,2,10,7,9,"Democrat",4,9,7,9,15,10,"No"
"Female","Yes","Big City Subrub","Yes",19,"Undecided","Hispanic","Creationism","Christian",8,150,"some","Hillary Clinton",5,4,9,6,6,10,5,5,5,5,9,5,6,7,3,4,8,2,"Democrat",5,10,5,10,0,0,"Unsure"
"Female","Yes","Small Town","Yes",19,"Elementary education","White","Evolution","Christian",2,55,"some","Unsure",5,7,6,6,10,10,4,5,4,3,5,4,5,5,3,6,6,8,"Democrat",5,10,3,10,15,100,"Unsure"
"Female","No","Big City","Not Sure",19,"HDFS/ Psyc","White","Evolution","Atheist",0,60,"closely","Bernie Sanders",3,8,5,10,8,9,1,5,8,10,10,0,10,2,10,5,5,8,"Independent",0,10,4,2,15,80,"No"
"Female","No","Big City","Not Sure",19,"Kinesiology","Hispanic","Evolution","Other Religion",3,120,"some","Bernie Sanders",0,6,6,5,8,7,1,3,3,7,10,1,5,5,1,9,7,9,"Independent",10,10,0,7,0,100,"Yes"
"Female","No","Big City","Yes",20,"Stats","Black","Evolution","Atheist",1,120,"some","Bernie Sanders",5,0,7,9,8,0,0,0,0,7,5,5,5,5,5,5,5,5,"Other",0,10,5,8,0,70,"Yes"
"Female","No","Big City Subrub","No",19,"global studies/spanish","Black","Creationism","Christian",5,110,"closely","Bernie Sanders",1,7,8,7,10,10,7,5,7,10,9,4,3,8,7,8,6,8,"Democrat",10,10,7,7,0,40,"Unsure"
"Male","No","Small Town","Yes",20,"Community Health","Asian","Divine Guidance","Muslim",7,3000,"some","Hillary Clinton",7,10,10,9,7,5,4,5,10,3,8,4,8,6,3,9,8,10,"Democrat",7,10,10,10,15,0,"Yes"
"Female","No","Big City Subrub","Yes",19,"community health","Other","Divine Guidance","Christian",3,55,"some","Unsure",5,6,7,10,9,8,5,1,4,3,10,4,5,6,7,3,2,0,"Independent",0,0,1,5,0,50,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Social Work","Other","Evolution","Atheist",0,40,"some","Bernie Sanders",5,7,5,10,3,5,1,0,9,9,10,0,9,8,3,3,1,0,"Independent",-1,10,5,10,5,10,"No"
"Male","No","Big City","Yes",20,"engineering","Asian","Evolution","Agnostic",1,1000,"closely","Bernie Sanders",1,9,9,9,9,4,4,1,6,9,9,3,10,10,10,10,3,0,"Independent",-1,-1,5,7,0,70,"Unsure"
"Female","No","Big City","Yes",19,"MCB","Asian","Divine Guidance","Christian",5,150,"Not at all","Hillary Clinton",0,7,10,7,7,7,10,7,10,10,7,9,9,9,7,10,7,5,"Republican",5,5,5,5,0,100,"Unsure"
"Male","No","Medium City","No",21,"MCB","White","Evolution","Christian",2,120,"closely","Bernie Sanders",9,10,5,8,8,8,2,0,5,5,8,0,6,2,2,2,0,0,"Democrat",10,10,7,8,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Psychology/Spanish","White","Evolution","Christian",3,85,"closely","Marco Rubio",7,10,8,3,5,7,6,4,2,9,6,9,7,8,3,5,4,10,"Independent",10,10,5,9,0,100,"Yes"
"Male","Yes","Small Town","Yes",18,"Actuarial Science","White","Evolution","Agnostic",0,120,"closely","Donald Trump",6,6,10,2,3,2,6,7,2,4,7,5,1,9,7,9,6,3,"Republican",0,3,4,10,0,10,"No"
"Female","Yes","Medium City","Yes",19,"community health","Other","Divine Guidance","Christian",7,70,"some","Unsure",8,7,9,5,7,7,9,6,4,7,7,7,6,6,6,8,7,6,"Republican",0,10,7,9,0,100,"Yes"
"Female","No","Big City Subrub","In some classes",19,"Advertising","Hispanic","Divine Guidance","Christian",3,50,"some","Bernie Sanders",1,8,10,6,7,10,2,0,3,7,6,4,7,7,2,10,2,10,"Democrat",10,10,8,5,0,60,"No"
"Female","Yes","Big City","No",20,"i-health","White","Creationism","Christian",5,90,"some","Bernie Sanders",5,7,9,8,8,8,7,6,7,9,8,10,6,6,6,9,10,6,"Democrat",5,10,5,8,0,100,"No"
"Female","Yes","Big City Subrub","Yes",18,"Advertising","Asian","Evolution","Christian",1,50,"closely","Bernie Sanders",3,6,8,7,10,10,8,6,5,5,9,6,5,5,5,9,8,10,"Democrat",10,8,5,8,0,100,"Yes"
"Female","No","Big City Subrub","No",21,"Vocal Performance","White","Divine Guidance","Other Religion",6,70,"some","Bernie Sanders",4,8,6,9,8,10,2,2,3,1,8,4,5,5,4,4,4,3,"Independent",9,9,8,10,15,0,"No"
"Female","No","Big City","In some classes",19,"Elementary Education","Hispanic","Divine Guidance","Other Religion",5,40,"some","Bernie Sanders",0,8,10,10,10,10,10,5,10,8,7,0,6,3,5,8,7,0,"Democrat",10,10,7,9,0,0,"Yes"
"Male","Yes","Big City Subrub","Yes",18,"math","White","Creationism","Christian",0,1,"some","Hillary Clinton",0,2,4,2,3,5,6,4,3,5,3,0,3,0,7,4,4,5,"Independent",1,1,1,4,20,40,"Unsure"
"Female","No","Medium City","Yes",18,"DGS","White","Evolution","Christian",5,80,"closely","John Kacich",5,7,9,8,9,10,6,4,6,6,5,5,4,4,4,7,5,6,"Republican",10,10,5,10,0,50,"No"
"Female","No","Big City","Yes",19,"Political Science","Black","Divine Guidance","Agnostic",5,50,"some","Bernie Sanders",2,7,5,9,10,10,3,2,5,6,9,2,7,3,8,7,3,10,"Democrat",10,10,5,10,0,10,"Yes"
"Female","No","Big City","Yes",18,"Accounting","Asian","Evolution","Buddhist",6,100,"some","Hillary Clinton",5,6,6,5,5,8,5,8,5,7,6,6,7,4,2,7,6,2,"Independent",3,7,4,7,10,100,"Yes"
"Female","No","Big City Subrub","In some classes",18,"Elementary Education","White","None of the above","Jewish",5,65,"some","Bernie Sanders",2,2,7,9,10,6,8,3,4,5,8,0,9,1,6,5,4,7,"Democrat",10,9,7,9,10,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Global Studies","Hispanic","Evolution","Christian",4,140,"some","Bernie Sanders",4,5,10,10,9,10,10,6,10,9,7,5,10,10,2,10,7,10,"Democrat",0,10,5,6,15,20,"Unsure"
"Female","Yes","Big City Subrub","Yes",19,"kinesiolgy","White","Divine Guidance","Christian",5,70,"some","Bernie Sanders",5,5,10,6,5,5,5,5,5,6,7,6,5,4,3,2,1,0,"Democrat",0,5,3,8,0,0,"Yes"
"Female","Yes","Small Town","Yes",19,"Special Education","White","Creationism","Christian",9,30,"closely","John Kacich",5,7,10,10,7,7,8,9,3,8,10,8,8,8,1,10,5,5,"Democrat",5,9,9,9,0,100,"Unsure"
"Female","Yes","Big City Subrub","Yes",19,"Advertising","White","Evolution","Agnostic",1,90,"very closely","Bernie Sanders",0,8,7,8,8,8,5,3,8,8,10,2,9,1,10,6,7,8,"Democrat",10,10,4,6,0,90,"Yes"
"Female","No","Big City","No",19,"community health","Black","Divine Guidance","Christian",8,90,"some","Bernie Sanders",4,0,7,10,10,10,0,7,10,6,5,4,6,6,0,8,8,10,"Republican",9,10,1,10,15,80,"Yes"
"Female","No","Big City","In some classes",20,"Broadcast Journalism","Black","Divine Guidance","Christian",8,250,"some","Bernie Sanders",5,6,7,10,10,9,2,7,8,5,9,0,10,0,3,10,10,10,"Democrat",10,10,5,10,10,0,"Yes"
"Female","No","Medium City","Yes",20,"advertising","Black","Divine Guidance","Christian",2,10000,"some","Bernie Sanders",0,10,4,10,10,10,5,6,10,10,10,3,2,7,4,5,5,5,"Democrat",0,7,6,8,15,0,"Yes"
"Male","No","Big City Subrub","Yes",19,"Undecided","White","Divine Guidance","Jewish",5,500,"some","Bernie Sanders",3,7,10,8,10,10,10,6,10,10,2,5,4,5,6,2,4,7,"Independent",-1,10,8,8,0,0,"Unsure"
"Female","Yes","Big City Subrub","Yes",19,"Kinesiology","White","Divine Guidance","Christian",7,90,"closely","Hillary Clinton",5,7,7,6,5,8,4,3,9,6,8,6,4,4,2,9,6,8,"Independent",8,9,6,8,0,90,"Unsure"
"Male","Yes","Big City Subrub","Yes",19,"Chemistry","White","Evolution","Jewish",1,1000,"closely","Bernie Sanders",4,5,7,3,5,5,5,5,9,9,9,2,10,5,8,4,7,5,"Democrat",0,5,3,5,0,100,"No"
"Male","No","Big City","Yes",18,"dgs","Asian","Evolution","Atheist",1,1000,"Not at all","Unsure",3,8,5,7,8,7,5,5,5,6,3,2,3,4,3,5,2,4,"Republican",-1,-1,7,7,20,100,"Unsure"
"Female","Yes","Big City Subrub","Yes",19,"Media and Cinema Studies","White","Evolution","Atheist",0,50,"closely","Bernie Sanders",5,10,9,7,10,10,2,5,8,5,5,0,3,2,7,10,7,4,"Other",9,10,10,8,0,100,"Yes"
"Male","Yes","Big City","Yes",18,"Psychology","Hispanic","Evolution","Christian",6,200,"some","Bernie Sanders",5,10,8,10,10,10,5,7,8,7,7,3,2,0,2,7,5,6,"Democrat",10,10,5,8,0,0,"Yes"
"Female","Yes","Medium City","Yes",19,"Animal Science","White","Divine Guidance","Christian",5,60,"closely","Marco Rubio",7,7,9,5,10,5,5,2,0,4,3,2,3,9,2,7,8,7,"Republican",10,9,2,10,0,90,"Yes"
"Male","Yes","Big City Subrub","Not Sure",18,"Communication","White","Divine Guidance","Jewish",6,400,"very closely","Hillary Clinton",3,9,3,10,10,10,4,2,8,9,10,0,8,4,9,1,6,9,"Democrat",10,10,7,10,0,90,"Yes"
"Female","No","Big City","Not Sure",18,"Animal Sciences","Black","Evolution","Agnostic",0,70,"closely","Bernie Sanders",1,10,10,10,10,10,2,0,10,1,7,1,7,7,4,4,4,8,"Democrat",10,10,0,10,0,0,"Unsure"
"Female","No","Big City","No",18,"Psychology","Hispanic","Evolution","Atheist",0,100,"some","Bernie Sanders",3,10,10,10,10,10,10,10,10,2,4,1,5,5,3,5,3,10,"Democrat",-1,10,5,2,10,0,"Yes"
"Female","No","Big City","Yes",18,"Undecided","Hispanic","Creationism","Christian",5,80,"some","Bernie Sanders",0,10,10,10,10,10,10,0,5,5,10,0,5,5,10,5,5,10,"Democrat",10,10,5,8,0,20,"Yes"
"Male","No","Big City Subrub","Yes",18,"economics","Asian","None of the above","Buddhist",5,90000,"very closely","Donald Trump",8,10,9,0,1,2,3,4,5,8,0,1,6,6,1,10,10,0,"Other",0,0,5,10,0,100,"No"
"Female","Yes","Big City Subrub","Yes",20,"food science","White","Evolution","Christian",1,120,"some","John Kacich",8,10,8,5,6,7,9,5,7,8,5,8,3,8,5,4,5,7,"Republican",7,10,5,10,0,100,"Yes"
"Male","Yes","Big City","Yes",20,"TSM","Hispanic","Divine Guidance","Christian",5,80,"some","Bernie Sanders",5,4,3,7,9,6,6,3,1,6,7,4,2,3,7,8,8,3,"Democrat",3,9,6,10,0,100,"Yes"
"Female","No","Big City","In some classes",20,"Community Health","Black","Creationism","Christian",7,10000,"some","Bernie Sanders",3,7,9,8,10,10,7,10,9,8,9,4,6,1,5,9,6,7,"Democrat",10,10,10,9,5,20,"Yes"
"Female","No","Small Town","Not Sure",19,"Kinesiology","White","Divine Guidance","Christian",7,100,"some","Unsure",5,7,5,7,4,7,4,3,4,7,9,5,6,6,6,6,7,3,"Democrat",0,5,5,7,0,20,"No"
"Female","No","Big City Subrub","Yes",22,"MCB","Asian","Creationism","Christian",8,10000,"some","Hillary Clinton",5,9,10,5,0,0,7,4,6,8,6,9,10,10,9,10,7,10,"Democrat",7,8,5,10,0,100,"Yes"
"Male","No","Big City","Yes",20,"landscape architecture","Other","Evolution","Christian",5,1000,"some","Hillary Clinton",3,10,5,6,7,2,3,4,8,7,7,4,10,3,8,4,4,8,"Other",-1,-1,5,8,0,100,"Yes"
"Male","No","Medium City","Yes",20,"Technical Systems Management","Black","Evolution","Agnostic",0,90,"very closely","Bernie Sanders",4,8,3,9,7,7,3,0,5,9,10,1,9,8,9,7,4,5,"Democrat",10,10,6,9,0,40,"Yes"
"Male","No","Big City Subrub","Not Sure",20,"Finance","White","Divine Guidance","Christian",4,120,"some","John Kacich",7,7,8,4,6,3,3,6,3,3,5,2,7,9,2,6,3,4,"Republican",6,8,5,4,0,30,"Unsure"
"Male","No","Big City","In some classes",18,"CS + Linguistics","Hispanic","Creationism","Christian",5,5200,"some","Bernie Sanders",5,6,7,3,10,7,5,5,3,3,6,0,7,7,7,8,5,10,"Democrat",10,10,7,5,0,20,"No"
"Female","No","Medium City","Yes",18,"Undeclared","Black","Evolution","Agnostic",4,80,"closely","Bernie Sanders",2,10,6,10,10,10,10,3,10,7,10,1,10,3,5,5,5,7,"Democrat",-1,-1,5,7,0,40,"No"
"Male","Yes","Medium City","Yes",18,"dgs","White","Divine Guidance","Christian",3,300,"closely","Marco Rubio",4,4,7,1,3,2,6,8,9,10,2,6,7,8,4,5,2,10,"Republican",3,7,5,8,5,90,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Elementary Education","Hispanic","Evolution","Christian",1,60,"very closely","Bernie Sanders",0,10,10,10,7,6,8,0,3,10,10,2,10,5,1,10,2,10,"Democrat",1,10,0,10,0,100,"Yes"
"Male","No","Small Town","Yes",29,"Kinesiology","White","Creationism","Christian",5,85,"closely","Bernie Sanders",5,7,8,8,10,10,6,6,5,10,10,5,5,6,3,7,7,7,"Republican",7,1,8,10,25,20,"No"
"Female","No","Medium City","In some classes",19,"Media and Cinema Studies","White","Evolution","Christian",5,90,"very closely","Bernie Sanders",5,10,6,5,10,10,5,0,9,6,9,1,10,8,9,9,6,10,"Independent",10,10,5,9,5,100,"Unsure"
"Female","Yes","Medium City","Not Sure",19,"MCB Psych","White","Divine Guidance","Christian",10,120,"closely","Hillary Clinton",3,7,7,8,8,8,6,9,9,7,9,2,7,7,5,6,4,0,"Democrat",0,10,3,10,0,100,"Yes"
"Male","No","Big City Subrub","Yes",19,"undecided","Asian","Creationism","Christian",7,100,"some","Bernie Sanders",5,6,8,8,9,9,7,6,7,7,6,5,5,5,5,6,5,6,"Other",6,5,4,9,0,70,"Unsure"
"Male","No","Small Town","Yes",21,"Management","White","Evolution","Christian",2,5000,"very closely","Donald Trump",7,6,8,7,6,4,7,0,3,8,8,3,4,6,4,6,3,2,"Independent",10,10,7,1,20,0,"Yes"
"Female","No","Small Town","No",18,"Animal Sciences","White","Evolution","Agnostic",0,200,"some","Bernie Sanders",0,9,7,5,7,7,2,5,2,2,7,2,3,3,5,8,8,5,"Democrat",2,2,5,8,0,100,"Yes"
"Female","No","Big City Subrub","No",19,"Community Health","White","Creationism","Christian",9,50,"some","Bernie Sanders",5,5,9,7,9,5,5,9,7,9,10,6,5,5,5,9,7,3,"Republican",9,9,4,9,0,30,"Yes"
"Female","No","Big City Subrub","Yes",18,"Social Work","Other","Evolution","Agnostic",0,68,"some","Bernie Sanders",3,3,4,5,10,9,3,0,4,2,6,2,8,2,8,3,1,3,"Democrat",10,10,5,7,0,0,"No"
