"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition","career"
"Female","Yes","suburbs","White","Christian",6,30,2.7,16,35,2,2,"16","College",2,5,8,3,"No",3,5,5,5,7,5,100,"No Idea"
"Female","No","Small_Town","White","Christian",2,31,2.9,10,10,1,1,"18","College",2,1,5,0,"No",2,7,7,4,9,0,90,"Some Idea"
"Female","Yes","Medium_City","White","Christian",8,28,3.3,8,24,6,1,"15","High_School",6,3,5,7,"No",6,9,5,1,10,0,100,"Some Idea"
"Female","Yes","big_city","White","Christian",7,29,3.5,0,6,43,0,"25","High_School",4,5,10,0,"No",0,7,0,0,10,0,100,"Nervous"
"Male","No","Medium_City","Hispanic","Christian",7,25,2.5,5,10,0,0,"14","College",1,0,5,0,"No",4,3,5,5,10,0,0,"Nervous"
"Male","Yes","suburbs","White","Jewish",3,29,3,4,5,4,0,"15","College",10,2,6,0,"Yes",5,3,3,7,9,0,100,"Some Idea"
"Male","No","big_city","Asian","Buddhist",5,28,2.8,0,0,0,0,"still_waiting","High_School",0,1,1,0,"No",0,2,4,5,9,0,100,"Nervous"
"Male","No","big_city","Hispanic","Christian",8,23,3.5,2,9,1,2,"11","College",0,5,3,0,"No",9,4,5,5,8,0,0,"Nervous"
"Female","No","suburbs","Other","Agnostic",1,33,3.8,1,5,1,0,"16","0_Kindergarten",0,1,5,0,"Yes",0,0,0,2,6,0,100,"Some Idea"
"Male","Yes","suburbs","White","Agnostic",3,22,3,25,30,14,1,"13","College",2,3,4,0,"Yes",0,3,4,6,8,20,0,"No Idea"
"Female","No","big_city","Other","Agnostic",2,28,2.5,10,10,2,2,"13","College",5,7,4,0,"No",0,0,0,5,9,5,80,"Concrete Plan"
"Female","No","Medium_City","Asian","Christian",7,29,3.7,0,1,0,0,"16","College",0,2,2,0,"No",8,7,5,2,8,0,100,"Grad School"
"Female","Yes","Medium_City","Other","Christian",6,29,3.6,6,0,1,3,"15","middle_school",1,2,5,3,"No",10,6,6,0,7,0,100,"Nervous"
"Male","No","Medium_City","White","Christian",2,27,2.6,40,30,1,1,"17","College",3,6,4,0,"No",0,4,4,6,8,0,20,"Concrete Plan"
"Male","No","suburbs","Hispanic","Christian",0,23,3.7,20,0,33,6,"5","0_Kindergarten",0,2,3,0,"Yes",3,7,5,9,7,20,90,"Nervous"
"Male","No","suburbs","Hispanic","Agnostic",5,27,3.9,10,8,9,2,"13","High_School",9,1,3,5,"No",7,2,7,5,9,0,70,"Concrete Plan"
"Female","Yes","suburbs","White","Jewish",6,29,3.5,13,12,1,0,"18","College",5,6,5,0,"No",0,3,7,7,8,10,100,"Concrete Plan"
"Female","No","big_city","Asian","Atheist",5,29,4,0,0,0,0,"still_waiting","High_School",2,3,5,3,"No",5,5,7,7,8,0,100,"Grad School"
"Male","No","suburbs","White","Agnostic",0,30,3.8,1,5,1,1,"15","middle_school",2,1,5,0,"No",2,5,8,5,9,0,100,"Some Idea"
"Female","No","Medium_City","White","Christian",6,25,3.3,7,6,2,1,"14","0_Kindergarten",2,3,5,0,"No",0,2,7,6,7,0,90,"Nervous"
"Female","No","big_city","Asian","Atheist",6,33,4,1,0,0,0,"still_waiting","College",0,3,1,1,"No",8,4,5,6,8,5,10,"Some Idea"
"Male","No","big_city","Asian","Atheist",1,30,2.8,0,0,0,2,"15","middle_school",5,2,10,5,"No",5,5,7,5,9,0,100,"Nervous"
"Female","No","suburbs","White","Jewish",5,26,4,6,4,2,2,"13","High_School",4,5,8,2,"No",3,5,8,5,8,0,100,"Grad School"
"Female","No","suburbs","Hispanic","Christian",5,28,3.9,0,0,1,1,"15","College",2,2,5,5,"No",9,8,8,5,9,0,100,"Grad School"
"Male","No","big_city","Hispanic","Other",5,25,2.6,20,9,10,1,"13","middle_school",7,10,30,10,"No",10,5,5,10,10,0,100,"Concrete Plan"
"Female","No","big_city","Asian","Buddhist",0,20,3.5,0,0,3,3,"13","1st_5th_grade",1,5,1,8,"No",5,5,2,5,10,0,100,"Nervous"
"Male","Yes","suburbs","White","Christian",3,28,4,6,15,5,1,"14","College",2,10,4,0,"No",1,3,6,1,9,10,40,"Grad School"
"Female","No","suburbs","Black","Other",3,28,3.6,1,0,0,1,"17","College",16,1,3,1,"No",1,4,4,5,5,0,0,"No Idea"
"Male","Yes","suburbs","White","Christian",7,29,3.6,18,30,1,0,"9","High_School",10,8,5,8,"No",10,10,7,4,10,40,100,"Nervous"
"Male","No","Small_Town","White","Agnostic",3,24,3,0,10,1,2,"15","0_Kindergarten",1,2,4,0,"No",3,5,5,7,7,0,40,"Nervous"
"Male","No","suburbs","White","Christian",7,30,3.8,10,32,1,1,"16","College",4,1,8,1,"No",2,2,2,0,9,0,50,"Nervous"
"Female","Yes","suburbs","White","Atheist",0,28,3.2,9,10,1,0,"15","High_School",2,4,5,0,"No",0,0,0,0,10,0,100,"Some Idea"
"Female","No","big_city","Asian","Atheist",0,32,3,1,1,2,2,"14","High_School",1,5,4,1,"No",5,5,1,1,10,0,100,"Concrete Plan"
"Female","Yes","Medium_City","White","Christian",8,33,4,5,3,0,2,"14","College",3,1,10,0,"No",0,2,3,3,10,0,80,"No Idea"
"Male","No","big_city","White","Atheist",0,35,2.6,1,0,0,0,"still_waiting","High_School",1,4,1,1,"No",1,3,4,9,8,0,50,"Nervous"
"Male","No","Small_Town","White","Christian",10,25,3.1,0,2,3,3,"17","College",1,0,5,10,"No",10,8,4,3,7,0,0,"Concrete Plan"
"Female","No","suburbs","White","Christian",7,27,3.8,1,0,1,2,"12","High_School",2,1,7,1,"No",7,4,3,1,9,15,100,"Concrete Plan"
"Female","No","big_city","Black","Christian",8,19,2.9,2,0,0,1,"9","College",1,7,4,2,"Yes",9,0,2,10,6,0,0,"No Idea"
"Male","Yes","suburbs","Black","Other",1,19,2.2,5,10,35,3,"17","College",1,3,12,5,"No",0,8,10,9,10,15,10,"Some Idea"
"Female","No","suburbs","Asian","Other",0,29,3.3,0,0,2,4,"15","High_School",4,3,5,6,"No",0,5,0,6,10,0,100,"Some Idea"
"Female","No","big_city","Asian","Atheist",2,21,3.7,0,0,0,0,"still_waiting","High_School",3,10,8,7,"No",7,9,6,6,10,0,100,"Nervous"
"Female","Yes","suburbs","Asian","Agnostic",0,26,3.6,5,3,1,1,"16","College",1,2,2,0,"No",0,0,4,8,9,0,100,"Some Idea"
"Female","No","suburbs","Asian","Buddhist",4,28,3.4,1,6,0,0,"still_waiting","middle_school",4,2,44,5,"No",3,5,3,7,3,35,20,"Nervous"
"Female","No","suburbs","Black","Christian",3,25,3.5,0,0,0,0,"14","College",7,10,3,0,"Yes",0,4,4,7,4,0,0,"Nervous"
"Male","No","Medium_City","White","Christian",9,25,3.5,5,7,4,2,"14","0_Kindergarten",2,2,2,0,"No",3,3,5,5,10,5,10,"Grad School"
"Female","No","suburbs","White","Atheist",8,32,2.4,4,0,0,1,"13","middle_school",4,1,6,0,"Yes",0,0,3,3,8,0,90,"Nervous"
"Female","Yes","big_city","White","Christian",7,26,3.4,6,7,3,0,"15","College",6,3,20,10,"No",10,10,5,5,10,15,100,"Concrete Plan"
"Male","No","suburbs","White","Christian",7,29,3.5,0,0,1,1,"12","College",14,1,1,9,"No",0,5,8,9,10,5,100,"Grad School"
"Female","No","Medium_City","Other","Other",5,33,3.2,1,0,0,2,"15","College",15,3,2,3,"Yes",3,5,6,5,7,0,100,"Grad School"
"Female","No","big_city","White","Atheist",0,24,2.7,5,30,6,2,"15","High_School",5,1,4,0,"No",0,0,6,4,9,25,50,"Nervous"
"Female","Yes","big_city","White","Jewish",4,28,3.1,10,12,6,1,"15","College",3,2,10,0,"No",2,3,5,4,9,0,100,"Nervous"
"Female","Yes","suburbs","White","Christian",7,31,3.5,3,3,1,2,"15","College",10,3,4,0,"No",0,2,4,0,7,0,90,"Nervous"
"Female","No","suburbs","White","Christian",8,30,3.4,4,4,0,0,"19","College",7,2,6,5,"No",10,8,8,2,10,5,100,"Grad School"
"Female","Yes","Medium_City","White","Christian",6,23,3.2,5,10,1,1,"14","High_School",7,3,10,0,"No",10,5,5,4,10,15,100,"Grad School"
"Male","No","big_city","Asian","Christian",4,30,3.5,10,12,9,0,"6","High_School",5,2,5,5,"No",8,1,9,8,10,0,10,"Grad School"
"Female","No","Small_Town","Hispanic","Christian",7,21,2.6,8,6,3,1,"18","College",2,5,3,3,"No",3,5,5,1,8,0,30,"Nervous"
"Female","No","Small_Town","White","Atheist",0,26,3.8,0,0,10,4,"14","College",0,1,4,0,"No",0,2,3,5,3,10,0,"Concrete Plan"
"Female","No","suburbs","Hispanic","Christian",6,27,3.7,2,2,0,0,"still_waiting","College",7,3,6,0,"No",3,1,1,4,9,0,10,"Nervous"
"Male","No","Medium_City","White","Christian",4,26,3,0,0,0,2,"16","College",0,4,2,5,"No",7,5,5,3,9,0,100,"Concrete Plan"
"Female","Yes","suburbs","Asian","Christian",1,30,3.5,24,30,7,0,"13","College",1,3,10,0,"No",0,7,6,9,8,0,100,"Some Idea"
"Female","Yes","big_city","Hispanic","Other",5,21,2.7,15,10,1,1,"14","College",2,5,10,5,"No",5,5,5,10,8,10,0,"Nervous"
"Female","No","suburbs","Asian","Muslim",1,22,3.8,2,3,1,1,"17","College",1,10,3,2,"No",0,2,7,10,7,0,100,"Nervous"
"Female","No","Medium_City","Asian","Hindu",7,29,3.9,1,0,0,0,"still_waiting","1st_5th_grade",10,3,5,0,"No",0,3,3,4,10,5,100,"Other"
"Female","No","suburbs","White","Jewish",0,30,3.6,10,10,4,1,"13","High_School",2,2,4,0,"No",0,2,4,5,10,5,80,"No Idea"
"Male","No","big_city","Hispanic","Other",5,24,2.9,10,10,5,3,"12","College",10,1,2,10,"No",0,4,3,5,8,5,0,"Nervous"
"Male","No","suburbs","Asian","Muslim",9,26,2.2,50,50,0,0,"still_waiting","0_Kindergarten",0,4,6,0,"Yes",2,1,5,4,5,0,100,"Nervous"
"Female","No","suburbs","White","Christian",8,24,3,4,3,2,0,"17","High_School",6,1,6,0,"No",3,3,6,7,10,10,60,"Nervous"
"Female","No","suburbs","Asian","Hindu",5,30,2,16,25,0,0,"18","College",2,4,6,10,"No",0,6,8,9,9,0,100,"Nervous"
"Male","No","Medium_City","Asian","Atheist",0,29,3.7,1,4,0,0,"17","College",1,4,3,9,"No",3,3,4,5,10,0,100,"No Idea"
"Male","No","Medium_City","White","Agnostic",3,30,3,0,2,1,1,"18","High_School",2,3,2,5,"No",3,7,6,8,5,0,30,"Some Idea"
"Female","No","suburbs","Other","Muslim",8,28,3.8,1,0,0,0,"17","College",5,1,3,8,"No",4,3,1,4,7,0,100,"Nervous"
"Female","No","Medium_City","Asian","Christian",6,29,2.3,0,2,4,2,"13","middle_school",1,2,3,5,"No",6,8,7,2,8,10,100,"Concrete Plan"
"Male","No","big_city","Hispanic","Atheist",0,30,3.2,20,40,5,2,"16","College",7,4,19,0,"No",0,5,5,9,9,0,80,"Grad School"
"Female","Yes","Medium_City","White","Christian",6,28,3.9,5,8,2,1,"13","High_School",2,3,8,7,"No",9,8,9,7,9,10,90,"Grad School"
"Female","No","suburbs","White","Agnostic",0,25,3.5,0,0,1,1,"18","College",2,3,3,0,"No",0,3,5,4,2,0,60,"Nervous"
"Male","Yes","suburbs","White","Christian",3,28,3.2,20,48,5,1,"13","College",2,1,10,3,"No",2,7,7,8,9,0,90,"Some Idea"
"Female","No","Medium_City","Other","Other",4,26,4,0,0,1,1,"17","College",1,2,4,0,"No",7,2,3,7,4,0,10,"Some Idea"
"Female","Yes","big_city","White","Christian",7,25,2.9,10,20,3,1,"16","College",7,2,5,1,"No",6,4,6,1,10,15,10,"Nervous"
"Female","No","Medium_City","Asian","Buddhist",0,28,2,0,0,0,3,"14","High_School",3,2,8,8,"No",5,5,5,5,5,20,100,"Other"
"Female","No","suburbs","White","Christian",7,26,3.5,0,0,1,1,"17","High_School",2,2,5,5,"No",10,5,5,7,7,0,80,"Concrete Plan"
"Female","No","big_city","Hispanic","Christian",6,24,1.7,8,0,2,2,"13","middle_school",7,5,3,5,"No",5,5,5,5,9,0,40,"Nervous"
"Female","No","big_city","Asian","Atheist",0,26,3.7,3,1,0,2,"16","middle_school",2,2,5,2,"No",2,3,6,4,8,0,100,"Nervous"
"Female","Yes","suburbs","White","Atheist",0,27,4,8,8,1,1,"15","College",7,4,8,0,"No",0,2,5,7,8,0,100,"Concrete Plan"
"Female","Yes","suburbs","White","Christian",4,30,3.9,10,15,0,0,"16","High_School",5,2,7,0,"No",2,4,5,2,8,0,100,"Concrete Plan"
"Male","No","suburbs","White","Christian",7,32,2.9,2,3,1,1,"19","1st_5th_grade",2,2,3,5,"No",7,8,8,6,8,0,100,"Concrete Plan"
"Female","No","Small_Town","White","Christian",4,25,3.8,5,10,1,1,"17","High_School",6,4,9,0,"No",1,3,3,6,9,0,100,"No Idea"
"Female","No","Small_Town","White","Other",7,27,3.5,5,0,2,2,"15","High_School",30,4,5,7,"No",0,10,8,7,9,50,0,"Nervous"
"Female","No","suburbs","White","Christian",7,24,3,3,9,5,2,"15","College",9,1,4,0,"No",6,5,5,5,9,0,100,"Concrete Plan"
"Male","No","big_city","Asian","Atheist",0,30,2.6,3,0,0,1,"16","High_School",7,1,6,3,"No",6,6,5,5,10,0,100,"Other"
"Female","Yes","suburbs","White","Christian",8,30,3.8,20,20,0,0,"18","High_School",3,2,10,1,"No",4,5,8,1,7,0,100,"Some Idea"
"Male","No","big_city","Asian","Atheist",0,23,2.5,0,0,0,0,"still_waiting","0_Kindergarten",2,1,2,5,"No",5,5,5,8,10,0,50,"Some Idea"
"Female","No","Medium_City","Asian","Atheist",0,31,4,1,0,1,1,"18","middle_school",4,3,4,5,"No",1,5,7,8,9,0,90,"Grad School"
"Male","Yes","big_city","Hispanic","Atheist",0,28,2,10,20,7,2,"12","College",1,10,2,0,"No",0,5,10,10,10,5,100,"No Idea"
"Male","No","Small_Town","Asian","Atheist",0,27,2.9,50,31,50,0,"3","College",4,2,4,5,"No",5,7,4,2,8,0,100,"No Idea"
"Female","No","Small_Town","White","Agnostic",0,32,3.7,0,0,1,1,"17","College",2,1,3,0,"No",0,3,3,5,5,0,20,"Grad School"
"Female","No","Medium_City","White","Christian",5,22,3.2,2,5,1,1,"16","College",7,2,6,3,"No",5,5,5,5,10,20,50,"Nervous"
"Female","Yes","suburbs","White","Christian",6,31,3.6,5,3,0,0,"13","College",3,4,4,4,"No",4,6,6,6,8,0,100,"No Idea"
"Female","Yes","Medium_City","White","Christian",7,24,3.5,20,12,4,1,"16","College",5,2,4,10,"No",5,4,5,3,9,15,100,"Nervous"
"Male","Yes","suburbs","White","Christian",5,34,3.8,12,15,1,1,"17","College",1,2,6,0,"No",1,3,5,9,9,0,90,"Concrete Plan"
"Male","No","suburbs","White","Christian",2,31,2,8,8,2,2,"12","High_School",7,5,6,0,"No",4,4,6,3,8,0,100,"Nervous"
"Female","Yes","Small_Town","White","Christian",5,28,2.7,10,15,5,2,"14","College",5,2,4,9,"No",1,8,5,5,9,10,80,"Grad School"
"Female","No","suburbs","Black","Other",1,26,3,0,0,0,0,"14","1st_5th_grade",2,3,2,7,"No",0,1,8,10,7,0,100,"Grad School"
"Female","No","Small_Town","Asian","Christian",5,29,2.8,1,3,2,1,"18","College",1,6,7,1,"No",2,2,3,8,7,10,70,"Some Idea"
"Female","No","big_city","Hispanic","Christian",1,29,3,0,2,2,1,"18","College",1,2,3,5,"No",5,6,0,0,5,5,10,"Some Idea"
"Male","No","big_city","White","Muslim",6,33,2.3,3,0,15,2,"12","College",50,1,20,10,"No",3,5,10,8,10,0,100,"Concrete Plan"
"Female","No","Small_Town","White","Atheist",0,32,4,10,10,1,1,"13","College",11,1,8,0,"Yes",0,4,6,2,8,0,80,"Grad School"
"Male","No","Medium_City","Asian","Atheist",3,22,3.1,0,0,2,1,"16","College",1,1,1,8,"No",0,0,9,7,7,0,100,"Some Idea"
"Male","No","Medium_City","White","Atheist",0,30,3.7,0,3,6,1,"17","College",4,0,0,0,"No",0,0,0,0,10,10,50,"Grad School"
"Female","No","Small_Town","White","Christian",10,26,3,0,0,1,1,"16","College",0,3,8,8,"No",10,8,6,0,9,10,50,"Nervous"
"Female","Yes","suburbs","White","Christian",4,27,3.5,18,30,5,0,"13","High_School",3,2,5,0,"No",8,7,6,7,8,0,100,"Nervous"
"Female","No","suburbs","Asian","Hindu",6,36,3.9,0,0,0,0,"18","middle_school",25,10,3,1,"No",0,5,4,5,8,0,100,"Concrete Plan"
"Female","Yes","suburbs","White","Christian",6,27,3.9,2,0,3,1,"12","High_School",3,4,3,0,"No",8,7,3,5,10,0,100,"Concrete Plan"
"Male","Yes","big_city","Asian","Atheist",0,32,3.6,0,0,3,5,"15","High_School",10,3,10,10,"No",9,10,10,10,10,10,10,"Some Idea"
"Female","Yes","Medium_City","White","Christian",6,28,3.8,2,4,6,0,"16","middle_school",0,3,7,8,"No",10,5,6,8,9,5,100,"Concrete Plan"
"Female","Yes","suburbs","White","Jewish",5,25,3.6,5,3,1,1,"14","College",7,5,10,4,"No",5,7,5,5,10,35,0,"Grad School"
"Female","No","big_city","Hispanic","Christian",3,36,4,0,0,0,0,"still_waiting","High_School",1,10,5,0,"No",0,3,3,3,1,10,0,"Some Idea"
"Female","Yes","Medium_City","White","Christian",4,26,3.6,10,32,1,1,"16","College",11,4,10,0,"No",5,6,6,3,10,5,100,"Grad School"
"Male","No","suburbs","White","Christian",8,27,3.8,2,1,1,1,"18","1st_5th_grade",1,1,4,9,"No",7,8,7,3,10,0,60,"Grad School"
"Male","Yes","suburbs","White","Jewish",7,28,2.7,11,14,9,2,"16","College",3,1,5,5,"No",3,4,5,4,8,0,90,"Nervous"
"Female","Yes","suburbs","White","Christian",3,26,3.5,20,40,8,3,"13","High_School",4,1,16,0,"No",0,2,5,6,9,15,50,"Nervous"
"Female","No","Small_Town","White","Christian",7,25,3.8,15,15,2,1,"15","High_School",4,2,2,1,"No",6,7,4,2,9,15,80,"Some Idea"
"Female","No","Medium_City","Other","Agnostic",0,28,3.3,0,0,4,1,"still_waiting","High_School",3,2,5,0,"Yes",0,2,3,0,4,15,0,"Nervous"
"Female","No","big_city","Asian","Atheist",0,33,3.7,0,0,0,1,"8","High_School",5,1,2,0,"No",0,5,8,2,8,0,100,"Grad School"
"Male","No","suburbs","Black","Christian",7,24,3.2,0,0,6,0,"15","College",1,1,2,2,"No",0,3,9,5,9,25,0,"Grad School"
"Male","No","Medium_City","Black","Christian",4,27,3,0,0,0,1,"16","High_School",2,1,6,5,"No",5,4,5,5,7,0,30,"Some Idea"
"Female","No","suburbs","Asian","Buddhist",3,25,2.9,0,0,0,0,"still_waiting","High_School",14,1,3,0,"No",5,5,3,3,8,10,10,"Nervous"
"Female","No","big_city","Asian","Hindu",5,33,4,6,0,0,1,"18","College",4,1,10,2,"No",3,2,6,1,7,0,100,"Some Idea"
"Male","No","Medium_City","White","Christian",6,29,3.2,10,10,1,1,"16","High_School",2,3,4,8,"No",9,7,6,6,10,0,90,"Some Idea"
"Female","No","suburbs","White","Christian",2,28,3.8,0,0,2,1,"13","1st_5th_grade",2,3,2,0,"No",0,7,7,3,7,0,100,"Grad School"
"Male","Yes","suburbs","White","Agnostic",2,29,3.6,12,30,50,0,"11","High_School",7,1,8,3,"No",0,4,8,3,7,0,60,"Grad School"
"Female","Yes","Small_Town","White","Christian",3,27,3.5,10,13,5,3,"13","College",10,2,14,0,"No",3,7,8,6,10,0,90,"Concrete Plan"
"Female","No","suburbs","Black","Christian",4,23,2.3,2,0,3,2,"16","High_School",10,6,5,5,"Yes",0,4,5,4,4,35,0,"Grad School"
"Male","No","Small_Town","White","Agnostic",0,34,3.5,0,0,4,5,"13","High_School",4,5,3,0,"No",2,3,6,8,8,0,90,"Nervous"
"Female","No","Small_Town","White","Christian",3,26,3.2,10,13,5,4,"15","College",2,4,1,3,"No",1,9,7,8,10,10,100,"Concrete Plan"
"Female","No","Medium_City","Black","Christian",5,26,3,0,5,9,3,"13","College",3,3,6,0,"Yes",0,0,5,10,6,10,90,"Nervous"
"Female","No","big_city","Black","Christian",5,30,3.8,5,2,3,1,"18","College",2,1,4,0,"No",0,2,2,3,10,5,50,"Nervous"
"Female","No","big_city","Black","Christian",0,21,2.8,3,0,5,2,"14","High_School",2,3,2,0,"Yes",5,4,5,5,10,0,20,"Nervous"
"Female","Yes","suburbs","Hispanic","Atheist",1,30,3.6,20,10,0,0,"15","College",7,1,10,0,"No",0,3,2,0,6,0,30,"Some Idea"
"Female","No","Small_Town","White","Christian",5,30,3.3,8,10,0,1,"14","College",3,9,10,0,"No",0,5,4,7,8,0,100,"Concrete Plan"
"Male","Yes","big_city","Hispanic","Christian",2,16,2.2,4,5,18,0,"19","College",6,3,15,0,"Yes",10,2,2,5,8,10,0,"Nervous"
"Male","No","Medium_City","Asian","Other",6,26,2.8,0,0,4,2,"16","middle_school",5,4,10,5,"No",5,4,7,7,8,0,100,"No Idea"
"Male","Yes","Medium_City","White","Christian",8,27,3,17,50,0,1,"16","College",4,1,10,6,"No",10,7,6,6,7,0,50,"Nervous"
"Male","No","big_city","Hispanic","Atheist",0,31,3.1,11,12,10,3,"13","College",3,4,5,0,"No",0,2,3,5,6,20,10,"Some Idea"
"Female","Yes","suburbs","White","Christian",9,28,4,2,0,0,0,"17","High_School",4,6,15,1,"No",9,8,5,7,10,0,100,"Nervous"
"Female","Yes","Small_Town","White","Agnostic",1,29,2.8,20,15,2,2,"13","College",1,2,2,0,"No",3,7,8,6,8,10,20,"Other"
"Female","No","big_city","Other","Christian",2,26,3.2,3,0,0,2,"14","1st_5th_grade",6,3,10,0,"No",3,0,5,4,7,0,40,"Nervous"
"Female","Yes","big_city","White","Christian",8,27,2.8,8,10,0,0,"15","College",1,3,5,5,"No",5,3,5,7,10,0,100,"Grad School"
"Female","No","suburbs","Hispanic","Christian",6,24,4,5,4,2,1,"14","High_School",3,2,5,0,"No",3,2,3,4,6,5,100,"Concrete Plan"
"Female","No","big_city","Black","Christian",10,22,1.7,0,0,0,1,"18","College",3,10,5,10,"No",6,9,9,5,3,0,10,"Other"
"Female","No","Small_Town","White","Agnostic",2,32,3.9,6,2,1,1,"19","College",1,2,4,0,"No",2,3,7,4,8,0,100,"Grad School"
"Female","No","suburbs","Black","Christian",10,27,2.1,1,1,1,2,"14","High_School",4,10,1,10,"No",0,5,4,2,10,0,10,"Nervous"
"Male","Yes","suburbs","Hispanic","Christian",5,24,2.6,6,25,2,0,"18","College",5,0,5,3,"No",5,3,5,5,9,0,70,"Nervous"
"Male","No","Small_Town","White","Christian",2,20,3.6,6,4,9,1,"18","College",2,2,4,5,"No",4,6,8,4,10,0,0,"Some Idea"
"Female","Yes","suburbs","White","Christian",2,30,3.1,15,20,2,0,"19","College",5,10,3,0,"No",0,7,7,7,8,10,70,"Some Idea"
"Female","No","Medium_City","Hispanic","Atheist",0,27,2.5,4,9,3,5,"14","College",3,3,4,0,"Yes",0,0,0,5,10,15,10,"Nervous"
"Male","No","suburbs","White","Christian",7,25,3.9,0,0,0,1,"17","High_School",1,1,1,5,"No",10,8,5,8,9,0,80,"Nervous"
"Female","Yes","Small_Town","White","Christian",8,25,3.7,12,6,2,2,"14","High_School",3,5,10,5,"No",9,9,5,3,10,0,100,"Concrete Plan"
"Female","No","big_city","Hispanic","Christian",9,26,3.5,0,0,0,2,"11","middle_school",7,1,5,10,"No",10,0,0,0,10,10,0,"Nervous"
"Male","Yes","suburbs","White","Jewish",1,27,3.6,16,10,1,1,"16","High_School",5,1,7,3,"No",3,2,8,5,9,0,90,"Concrete Plan"
"Male","No","suburbs","Other","Other",5,30,3.4,2,2,2,3,"15","College",4,2,8,0,"No",3,2,3,5,8,40,100,"No Idea"
"Male","No","big_city","Asian","Hindu",10,29,3.2,0,0,1,1,"17","0_Kindergarten",8,1,4,0,"No",0,0,5,10,10,0,10,"Some Idea"
"Female","No","big_city","Hispanic","Christian",4,28,3.4,4,7,0,1,"15","High_School",7,1,10,0,"No",0,0,3,0,10,0,10,"Nervous"
"Male","Yes","suburbs","Asian","Christian",5,29,3,0,2,0,0,"still_waiting","College",7,1,10,5,"No",5,5,7,9,8,10,70,"Grad School"
"Female","No","Medium_City","White","Atheist",2,32,2.8,6,4,9,3,"13","College",8,1,3,0,"Yes",0,3,6,1,9,10,100,"Concrete Plan"
"Male","No","Medium_City","White","Christian",9,29,2.4,0,0,0,0,"6","High_School",1,1,0,8,"No",9,5,2,9,9,0,40,"Some Idea"
"Female","No","big_city","Asian","Christian",8,31,3.3,0,0,0,0,"17","College",1,5,7,0,"No",9,4,3,3,9,0,10,"Some Idea"
"Female","Yes","suburbs","White","Christian",5,25,3.8,10,10,0,1,"16","College",1,4,5,2,"No",10,8,5,8,4,0,0,"Concrete Plan"
"Female","No","suburbs","Other","Muslim",8,29,3.8,0,0,0,0,"still_waiting","College",4,4,8,2,"No",2,2,4,0,1,0,100,"Concrete Plan"
"Male","Yes","suburbs","Asian","Hindu",1,32,4,4,5,0,1,"15","College",4,2,4,0,"No",0,7,5,5,9,0,100,"Grad School"
"Female","Yes","Medium_City","White","Jewish",6,26,3.5,3,6,0,0,"18","College",3,2,10,1,"No",3,3,5,8,8,0,100,"Concrete Plan"
"Female","No","suburbs","White","Jewish",1,28,4,0,0,0,0,"19","middle_school",7,1,5,3,"No",2,3,2,2,2,0,100,"Other"
"Female","No","suburbs","Asian","Hindu",6,30,3.7,18,4,1,1,"17","High_School",5,2,15,0,"No",0,5,4,5,9,0,80,"Nervous"
"Female","Yes","suburbs","Hispanic","Christian",5,22,2,5,3,4,1,"14","College",10,5,3,0,"No",6,0,5,9,10,0,10,"Grad School"
"Female","No","suburbs","Asian","Hindu",8,29,3.3,4,0,0,0,"still_waiting","0_Kindergarten",7,2,10,5,"No",7,5,4,0,10,0,40,"Nervous"
"Female","Yes","Medium_City","Black","Christian",3,24,3.7,1,1,2,0,"14","College",3,4,3,1,"No",0,1,0,5,9,25,20,"Grad School"
"Female","No","Medium_City","Asian","Atheist",0,30,3.9,0,0,0,0,"21","College",30,3,5,5,"No",5,6,9,10,10,0,100,"Nervous"
"Female","Yes","big_city","White","Christian",9,34,3.6,3,0,0,1,"16","College",2,2,8,2,"No",9,7,3,5,9,0,100,"Grad School"
"Female","Yes","Medium_City","White","Christian",3,28,3.7,15,20,1,1,"14","College",15,8,7,5,"No",0,8,7,5,10,0,90,"Concrete Plan"
"Male","Yes","suburbs","White","Atheist",0,32,2.7,20,36,2,2,"10","College",1,1,4,0,"No",0,3,4,7,10,0,60,"Nervous"
"Male","No","Medium_City","White","Christian",5,32,4,2,1,1,1,"14","High_School",2,3,10,8,"No",10,7,7,5,8,0,90,"Grad School"
"Female","No","suburbs","Black","Christian",4,26,3.4,4,3,1,1,"13","College",10,3,5,0,"No",7,6,8,8,8,0,10,"Nervous"
"Male","No","suburbs","Black","Agnostic",7,25,2.5,5,20,1,1,"17","College",2,2,5,1,"No",0,5,3,5,2,15,50,"Grad School"
"Male","Yes","Medium_City","White","Christian",6,25,3.8,8,15,1,2,"16","College",1,8,5,7,"No",5,4,7,7,9,10,30,"Grad School"
"Female","Yes","Small_Town","White","Atheist",0,26,2.8,7,6,14,4,"12","High_School",1,0,5,0,"Yes",5,2,8,2,7,0,20,"No Idea"
"Female","No","Medium_City","Other","Christian",2,27,3.2,6,6,2,2,"15","1st_5th_grade",5,3,7,1,"No",2,5,6,3,9,0,100,"Nervous"
