"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","tweets","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Female","No","suburbs","White","Jewish",6,23,3.2,10,35,8,1,"16","College",6,0,5,"No",2,5,9,3,9,0,30
"Female","No","suburbs","White","Christian",9,28,4,2,1,0,0,"17","High_School",3,0,2,"No",10,8,7,0,9,0,60
"Female","Yes","suburbs","White","Christian",6,28,3.6,15,15,0,1,"17","College",5,2,0,"No",8,6,9,5,8,0,90
"Female","Yes","suburbs","White","Christian",7,26,2.9,10,12,4,2,"15","High_School",3,1,5,"Yes",3,7,8,8,9,0,70
"Female","No","Small_Town","White","Christian",5,32,3.9,4,4,0,0,"still_waiting","High_School",7,10,0,"No",5,3,5,3,10,0,10
"Male","No","suburbs","White","Christian",7,25,2.4,3,10,0,0,"14","College",7,5,10,"No",9,7,2,7,8,15,50
"Female","No","suburbs","White","Agnostic",3,27,3.3,10,4,0,3,"13","College",2,0,0,"No",7,7,7,5,4,10,90
"Female","Yes","Medium_City","White","Agnostic",0,34,3.5,12,12,2,1,"14","College",4,3,0,"Yes",2,4,7,4,9,0,90
"Female","No","suburbs","White","Atheist",0,31,3.5,15,9,5,2,"12","College",3,0,0,"Yes",1,2,5,6,9,15,10
"Male","Yes","Medium_City","White","Agnostic",2,33,3.3,14,20,1,4,"12","High_School",1,1,0,"No",3,5,7,6,8,15,90
"Female","Yes","Small_Town","White","Christian",4,30,3.3,7,10,3,2,"14","High_School",5,10,2,"No",9,5,5,7,7,10,50
"Female","No","Small_Town","White","Agnostic",0,31,3,0,0,0,2,"14","College",6,0,5,"No",3,9,7,8,8,40,40
"Female","No","suburbs","White","Agnostic",1,24,3.3,0,0,3,3,"14","College",0,1,5,"No",1,5,5,2,0,0,0
"Female","No","suburbs","White","Christian",6,26,3,6,6,0,0,"13","College",1,2,0,"No",5,4,6,0,6,15,90
"Male","Yes","suburbs","White","Jewish",7,32,3.9,18,25,3,3,"14","College",6,1,0,"No",0,5,5,4,8,0,90
"Female","No","Medium_City","White","Jewish",5,27,3.7,4,4,2,1,"11","College",9,0,0,"Yes",0,1,4,10,9,10,0
"Female","No","suburbs","White","Christian",2,29,3.5,2,4,7,5,"14","College",2,0,0,"No",3,4,5,3,6,35,40
"Female","Yes","suburbs","White","Christian",5,29,3.7,16,20,4,2,"15","College",5,0,4,"Yes",2,7,7,5,10,0,80
"Female","Yes","suburbs","White","Jewish",0,26,2.6,5,5,10,3,"13","middle_school",20,3,0,"No",0,0,0,0,8,0,80
"Female","Yes","Small_Town","White","Christian",5,23,3.3,10,10,3,2,"15","College",7,2,5,"No",3,5,6,5,8,0,100
"Female","No","suburbs","White","Agnostic",1,29,3.5,0,0,2,3,"14","0_to_Kindergarten",2,0,1,"No",5,6,7,7,9,10,100
"Female","Yes","Medium_City","White","Christian",5,27,2.7,12,15,7,0,"12","College",1,5,1,"No",10,8,6,4,7,15,80
"Female","No","suburbs","White","Christian",0,30,3.2,5,5,1,0,"18","College",1,3,2,"No",1,7,7,5,10,10,100
"Male","Yes","suburbs","White","Christian",8,23,3.2,10,20,0,0,"16","College",4,1,3,"No",10,5,8,3,8,0,0
"Male","Yes","suburbs","White","Muslim",5,28,3.1,15,25,4,1,"14","College",2,1,4,"No",6,4,8,7,9,0,100
"Male","Yes","suburbs","White","Agnostic",1,28,3.6,0,0,0,0,"18","High_School",1,3,0,"No",6,4,7,1,8,0,0
"Female","Yes","suburbs","White","Christian",8,27,3.7,5,25,15,1,"13","College",4,0,0,"No",0,5,2,4,7,0,100
"Male","Yes","Medium_City","White","Christian",10,25,2.8,4,0,1,2,"12","College",2,1,5,"No",8,7,7,3,10,10,80
"Male","No","Small_Town","White","Christian",3,30,3.7,5,6,0,0,"15","High_School",2,0,7,"No",6,9,6,7,8,0,90
"Male","No","suburbs","White","Christian",7,26,3.5,30,45,6,1,"12","College",3,2,0,"No",8,2,3,4,9,0,80
"Male","No","suburbs","White","Christian",7,32,3.2,10,20,5,0,"15","College",3,1,5,"No",8,8,3,3,9,40,80
"Female","Yes","suburbs","White","Christian",6,27,3.5,12,15,6,0,"14","High_School",7,0,4,"No",7,8,7,6,9,0,70
"Female","No","Small_Town","White","Christian",8,28,3.7,0,0,0,1,"16","High_School",3,1,5,"No",10,8,8,8,9,0,100
"Female","Yes","suburbs","White","Christian",8,26,3.7,7,5,0,2,"15","High_School",7,5,0,"No",5,7,5,4,9,0,80
"Female","Yes","suburbs","White","Jewish",2,29,3.8,10,12,2,0,"14","High_School",5,2,0,"No",0,2,2,3,9,0,100
"Female","No","suburbs","White","Atheist",0,32,2.8,6,10,0,0,"14","College",1,40,0,"No",0,0,3,3,7,10,90
"Female","Yes","Small_Town","White","Christian",5,25,2.7,3,2,6,1,"13","College",7,0,5,"No",3,5,7,7,9,10,100
"Female","No","Medium_City","White","Christian",8,24,2.9,0,0,1,1,"13","High_School",12,1,0,"No",2,3,5,2,10,0,10
"Female","Yes","suburbs","White","Christian",8,28,3,20,15,5,2,"14","College",50,10,0,"No",10,5,5,2,10,0,100
"Male","Yes","suburbs","White","Christian",7,29,3.1,13,35,5,1,"12","College",3,0,2,"No",4,8,7,5,9,0,50
"Male","No","Small_Town","White","Agnostic",2,27,3.4,0,0,0,0,"still_waiting","0_to_Kindergarten",6,0,0,"No",0,3,3,1,9,0,100
"Female","Yes","suburbs","White","Christian",5,28,3.9,16,20,0,0,"16","College",2,3,6,"No",2,6,7,7,8,5,100
"Male","No","suburbs","White","Christian",3,25,2.7,7,20,3,1,"12","High_School",5,7,5,"No",7,7,8,8,9,0,50
"Female","No","suburbs","White","Christian",7,29,3.5,2,4,0,0,"still_waiting","High_School",3,0,0,"No",9,5,5,1,3,5,100
"Female","No","suburbs","White","Christian",5,30,4,6,5,0,1,"16","High_School",7,2,0,"No",3,3,3,5,10,5,80
"Female","Yes","Medium_City","White","Christian",8,23,3.4,15,26,5,1,"15","middle_school",5,5,0,"No",5,2,2,1,10,5,90
"Female","No","big_city","White","Agnostic",0,26,3.8,5,2,0,0,"15","College",1,3,10,"Yes",0,2,2,3,2,10,100
"Female","No","suburbs","White","Agnostic",0,28,3.6,4,5,3,4,"14","College",2,0,0,"No",0,2,2,0,9,0,50
"Female","Yes","Small_Town","White","Christian",5,26,3.1,6,4,1,2,"14","College",12,2,4,"Yes",10,7,5,8,9,5,100
"Male","Yes","suburbs","White","Christian",2,30,2.3,2,6,3,2,"15","High_School",4,6,0,"No",0,5,3,7,5,40,80
"Male","Yes","suburbs","White","Christian",2,30,3.3,10,20,1,1,"14","College",2,3,3,"No",0,2,7,3,9,0,90
"Male","No","suburbs","White","Christian",5,24,3.9,4,4,0,0,"20","0_to_Kindergarten",4,0,0,"No",5,5,3,10,8,0,100
"Female","No","suburbs","White","Christian",6,30,3.7,0,0,0,0,"still_waiting","High_School",3,0,3,"No",9,9,5,3,9,0,100
"Female","Yes","suburbs","White","Christian",6,28,3.1,16,25,16,3,"12","High_School",5,2,0,"No",2,8,5,4,10,0,90
"Female","Yes","Small_Town","White","Christian",10,27,3.1,0,0,0,2,"16","College",2,1,10,"No",10,9,6,1,9,0,100
"Female","Yes","suburbs","White","Christian",5,29,3.8,10,15,2,3,"14","High_School",3,3,0,"No",0,5,0,0,2,0,0
"Female","No","suburbs","White","Christian",9,29,4,4,0,0,1,"16","College",3,0,8,"No",10,9,5,2,10,0,100
"Female","No","suburbs","White","Christian",2,18,2.5,4,4,9,4,"13","College",6,4,0,"No",0,5,8,5,9,0,0
"Male","No","Small_Town","White","Christian",1,33,3.9,0,0,0,0,"still_waiting","College",2,0,2,"No",2,3,4,5,10,0,90
"Male","Yes","Medium_City","White","Christian",7,27,2.7,6,5,5,2,"14","High_School",2,0,6,"No",6,7,8,7,9,0,100
"Female","Yes","suburbs","White","Agnostic",2,28,3.7,6,6,12,1,"15","High_School",4,0,1,"No",0,0,8,2,10,5,100
"Male","No","suburbs","White","Atheist",0,29,4,0,0,0,0,"still_waiting","College",1,0,0,"No",1,1,2,0,7,0,20
"Female","Yes","suburbs","White","Christian",7,28,3.7,12,10,3,2,"12","High_School",6,0,3,"No",6,5,7,5,10,0,100
"Female","Yes","suburbs","White","Christian",8,29,3,8,5,0,0,"18","College",14,0,5,"No",10,5,7,7,10,0,100
"Male","Yes","Small_Town","White","Agnostic",1,32,3.4,6,8,8,2,"16","College",3,0,0,"No",1,3,5,7,7,25,90
"Female","No","Medium_City","White","Agnostic",0,24,3.7,6,8,18,1,"15","College",4,1,0,"No",1,0,1,1,9,15,0
"Male","No","suburbs","White","Christian",10,29,3.4,0,0,0,1,"16","High_School",3,0,2,"No",3,5,3,5,10,0,100
"Female","Yes","big_city","White","Christian",8,27,3.5,12,15,1,1,"13","College",7,0,0,"No",0,6,5,4,8,0,100
"Female","Yes","big_city","White","Christian",8,31,3.8,20,30,0,0,"15","College",0,1,6,"Yes",10,4,7,4,7,0,50
"Male","Yes","suburbs","White","Christian",5,31,4,12,17,0,2,"13","College",2,0,0,"No",5,3,7,6,9,5,50
"Female","No","big_city","White","Agnostic",2,27,3.2,3,5,7,1,"14","High_School",7,4,0,"No",0,1,3,4,9,20,80
"Male","No","big_city","White","Agnostic",3,25,1.9,0,0,0,0,"still_waiting","High_School",2,0,0,"No",4,10,8,8,5,10,50
"Female","No","Small_Town","White","Christian",6,31,3.7,0,4,0,2,"16","High_School",3,2,4,"No",9,6,8,6,10,10,70
"Male","No","suburbs","White","Jewish",0,33,4,0,0,0,1,"15","High_School",1,0,0,"No",0,5,3,8,9,0,100
"Female","No","big_city","White","Agnostic",0,27,3.7,0,0,1,1,"17","High_School",1,0,0,"No",1,0,3,5,10,10,0
"Male","No","suburbs","White","Christian",4,27,3.6,4,6,2,0,"17","College",1,0,4,"No",5,6,7,5,8,0,0
"Female","Yes","big_city","White","Jewish",5,29,3.5,6,8,0,1,"15","0_to_Kindergarten",3,0,1,"No",1,6,5,5,8,0,90
"Female","No","suburbs","White","Christian",4,33,3.9,3,3,0,0,"still_waiting","College",1,2,5,"No",2,8,7,7,8,0,100
"Male","No","suburbs","White","Christian",5,27,3.5,4,6,0,0,"15","High_School",5,20,0,"No",5,8,7,8,10,0,100
"Female","Yes","suburbs","White","Christian",8,30,4,12,25,0,0,"14","College",5,0,0,"No",8,8,3,2,10,15,90
"Male","No","Medium_City","White","Agnostic",0,27,3.6,2,2,1,2,"16","High_School",1,0,0,"No",3,4,3,5,9,0,100
"Female","No","Small_Town","White","Agnostic",0,29,3.4,0,0,0,0,"still_waiting","College",7,1,0,"No",0,4,5,5,10,0,80
"Female","Yes","suburbs","White","Christian",7,28,2.7,4,7,1,1,"15","High_School",10,0,0,"No",5,5,2,7,10,0,0
"Female","Yes","suburbs","White","Jewish",5,28,3.5,10,2,0,0,"still_waiting","middle_school",2,1,3,"No",2,5,8,6,2,15,100
"Female","No","Medium_City","White","Christian",5,23,3.3,10,10,3,1,"15","High_School",3,5,2,"No",2,6,6,8,8,0,50
"Female","Yes","suburbs","White","Jewish",4,29,3.8,12,10,1,4,"15","College",2,0,5,"No",1,3,7,3,9,5,90
"Male","No","Small_Town","White","Christian",10,26,3.3,3,2,1,1,"16","College",5,0,4,"No",7,7,5,3,5,0,50
"Female","No","suburbs","White","Christian",5,30,3,20,40,1,1,"16","College",3,3,3,"No",5,9,9,7,9,5,100
"Female","Yes","Small_Town","White","Christian",5,27,3.3,7,10,6,4,"14","College",5,4,2,"No",2,3,5,3,5,10,60
"Male","No","big_city","White","Christian",7,27,3.5,2,25,3,1,"12","High_School",5,0,3,"No",3,3,3,9,9,20,0
"Male","Yes","suburbs","White","Atheist",0,28,2.9,15,20,2,2,"11","College",1,5,0,"No",0,8,8,10,8,0,100
"Female","Yes","suburbs","White","Christian",6,27,3.1,15,30,0,0,"16","College",1,1,5,"No",5,5,9,5,9,0,70
"Female","No","Medium_City","White","Agnostic",1,29,3.7,12,10,3,2,"16","College",15,1,0,"Yes",0,2,6,0,9,5,70
"Female","Yes","Small_Town","White","Christian",6,28,2.8,17,16,9,1,"13","College",24,2,10,"No",4,10,5,4,10,10,100
"Female","No","Medium_City","White","Agnostic",0,28,3.7,8,5,1,1,"13","College",3,0,0,"No",2,2,5,2,6,0,70
"Female","Yes","suburbs","White","Jewish",5,29,3.3,3,6,1,1,"15","College",14,5,0,"No",0,5,3,2,8,0,100
"Male","No","Medium_City","White","Other",7,29,3.1,5,10,0,0,"16","High_School",10,2,1,"No",9,5,8,8,10,5,50
"Female","Yes","suburbs","White","Christian",5,29,3.2,10,5,1,1,"18","College",2,2,0,"No",1,8,7,1,6,20,70
"Female","No","Small_Town","White","Christian",5,23,2.9,5,8,0,0,"13","College",1,30,0,"No",8,4,5,3,6,15,0
"Female","No","Medium_City","White","Christian",3,27,3.6,3,2,2,1,"15","1st_to_5th_grade",0,0,2,"Yes",2,5,8,5,0,40,0
"Female","No","Small_Town","White","Christian",7,32,3.7,4,1,1,1,"16","College",1,10,1,"No",1,2,5,5,9,0,80
"Male","No","suburbs","White","Christian",3,25,3.9,4,5,1,1,"12","College",7,1,0,"No",1,5,9,8,10,20,100
"Male","Yes","Small_Town","White","Christian",8,20,3.2,16,33,6,1,"14","College",1,1,8,"No",6,7,8,8,10,10,80
"Male","Yes","Medium_City","White","Christian",4,29,3,5,7,2,2,"12","College",2,3,0,"No",5,5,6,2,10,15,100
"Female","Yes","suburbs","White","Christian",7,30,4,0,0,1,2,"16","College",1,0,1,"No",7,8,4,7,4,0,100
"Male","No","suburbs","White","Christian",7,30,3.6,4,10,4,2,"14","High_School",5,4,7,"No",3,6,5,5,10,0,0
"Male","No","Small_Town","White","Christian",8,35,3.8,10,7,1,1,"15","High_School",4,2,0,"No",1,2,1,2,9,40,0
"Female","No","suburbs","White","Christian",9,30,3.3,0,0,0,0,"14","College",2,0,1,"No",10,4,3,1,9,25,80
"Female","Yes","suburbs","White","Christian",7,30,3.9,14,40,6,2,"15","College",10,2,5,"No",9,6,6,4,9,0,60
"Female","Yes","suburbs","White","Christian",3,34,3.6,8,8,4,4,"14","College",3,3,0,"No",6,3,6,3,9,10,50
"Male","Yes","suburbs","White","Christian",7,28,3.3,20,50,1,2,"13","College",5,1,0,"No",4,5,5,7,10,5,100
"Female","Yes","Small_Town","White","Christian",8,31,3.3,3,5,1,2,"15","College",3,1,0,"No",4,7,6,3,7,0,90
"Female","No","Medium_City","White","Christian",10,27,3.7,0,0,0,0,"still_waiting","College",2,0,10,"No",10,9,5,5,7,5,80
"Female","Yes","suburbs","White","Other",3,27,3.1,8,5,5,1,"15","High_School",12,0,0,"Yes",5,4,5,4,8,0,20
"Female","Yes","suburbs","White","Jewish",5,24,3.5,6,4,1,1,"17","College",15,1,0,"No",4,4,6,4,9,0,100
"Male","Yes","suburbs","White","Christian",4,26,2,20,30,2,1,"17","High_School",3,8,1,"No",6,2,2,1,5,0,0
"Male","Yes","big_city","White","Christian",9,30,2.4,10,25,1,1,"14","College",5,0,5,"No",9,9,8,2,7,0,0
"Female","Yes","suburbs","White","Christian",8,27,2.6,6,8,5,2,"14","High_School",50,0,3,"No",4,3,3,5,10,0,100
"Female","No","suburbs","White","Christian",6,24,3.2,9,10,5,1,"14","College",6,0,0,"No",4,3,5,5,9,10,70
"Female","No","Small_Town","White","Christian",1,30,2.6,0,0,1,1,"14","College",1,7,1,"No",3,5,3,8,9,10,10
"Male","No","suburbs","White","Christian",6,25,3.1,4,8,1,1,"17","College",6,0,10,"No",0,8,7,8,10,5,30
"Male","No","suburbs","White","Christian",5,33,3.4,8,16,0,3,"13","College",2,5,0,"No",0,2,5,5,10,0,80
"Female","Yes","suburbs","White","Christian",3,30,3.4,10,10,2,1,"16","High_School",4,5,1,"No",5,6,9,5,9,0,30
"Female","No","suburbs","White","Christian",7,27,2.9,8,10,0,0,"17","High_School",5,2,7,"No",3,8,9,7,10,0,10
"Female","No","suburbs","White","Christian",6,28,3.4,8,2,1,1,"15","1st_to_5th_grade",1,0,9,"No",8,7,8,2,9,0,80
"Male","No","Medium_City","White","Christian",3,29,3,15,15,2,2,"13","High_School",1,0,0,"No",0,5,8,3,10,0,100
"Female","Yes","Small_Town","White","Christian",7,31,4,10,10,4,2,"12","College",2,0,3,"Yes",10,9,8,7,10,35,100
"Female","No","suburbs","White","Christian",7,30,3.9,1,0,0,0,"still_waiting","College",2,0,7,"No",10,9,5,4,10,0,60
"Female","No","suburbs","White","Jewish",5,25,3.7,5,6,5,1,"14","College",2,0,0,"No",0,0,3,2,6,0,100
"Female","No","big_city","White","Christian",3,27,3.5,15,20,0,0,"13","middle_school",4,1,4,"No",4,6,4,5,10,0,90
"Female","Yes","suburbs","White","Agnostic",0,29,3.9,22,32,1,2,"13","College",4,2,0,"No",3,3,4,3,8,5,100
"Female","No","Small_Town","White","Other",3,25,1,8,5,1,2,"15","High_School",0,1,0,"Yes",4,10,4,2,8,0,0
"Female","No","suburbs","White","Christian",9,28,3.5,0,0,0,0,"17","College",3,3,5,"No",5,2,4,7,9,0,30
"Male","No","suburbs","White","Atheist",0,29,3,0,0,1,1,"14","College",10,0,0,"No",0,0,5,0,10,0,100
"Male","Yes","suburbs","White","Christian",4,27,2.5,10,30,2,0,"15","College",2,0,1,"No",1,4,5,5,7,10,100
"Female","No","suburbs","White","Christian",7,21,3,3,1,2,2,"17","College",2,0,1,"Yes",3,7,7,3,9,10,0
"Female","No","suburbs","White","Christian",5,28,3.3,5,5,0,1,"14","College",5,1,2,"Yes",0,3,5,2,7,5,10
"Female","No","Medium_City","White","Atheist",3,32,3.8,12,25,1,2,"16","College",1,0,0,"No",1,3,10,8,6,0,100
"Female","Yes","big_city","White","Christian",5,25,3.4,30,40,7,2,"14","College",7,5,0,"No",5,7,7,8,9,5,50
"Male","No","Small_Town","White","Christian",2,24,3.5,1,6,2,2,"14","College",0,40,0,"No",0,3,5,5,9,0,100
"Female","Yes","suburbs","White","Christian",3,31,3.8,3,5,0,1,"17","College",3,0,0,"No",2,4,7,8,9,0,100
"Female","No","Medium_City","White","Christian",5,29,3.9,4,5,4,2,"13","High_School",2,3,3,"No",3,4,9,8,8,0,80
"Female","Yes","suburbs","White","Agnostic",1,30,3.7,12,11,1,1,"16","College",3,0,0,"No",0,3,5,3,5,0,100
"Female","Yes","suburbs","White","Christian",6,30,3.4,1,0,2,3,"13","College",2,0,4,"No",1,8,10,5,3,0,60
"Female","No","suburbs","White","Other",4,28,3.7,10,8,0,1,"15","High_School",7,0,0,"No",2,4,5,1,3,0,20
"Male","No","suburbs","White","Jewish",6,28,3.7,11,15,4,1,"13","High_School",3,0,5,"No",0,7,4,6,10,0,70
"Female","Yes","Small_Town","White","Christian",5,29,3.8,20,24,1,0,"15","College",4,3,2,"No",0,4,5,8,9,10,100
"Female","No","suburbs","White","Atheist",0,27,3,2,2,22,2,"12","High_School",6,0,0,"Yes",1,2,5,3,9,0,30
"Female","No","suburbs","White","Jewish",2,29,4,8,0,0,2,"14","College",7,5,0,"No",0,3,6,4,8,0,100
"Male","Yes","suburbs","White","Christian",6,30,3.8,10,25,1,2,"14","College",2,1,10,"No",9,10,9,6,10,40,90
"Female","No","suburbs","White","Christian",6,30,3.1,12,30,2,2,"15","College",2,0,0,"No",0,2,4,1,7,0,90
"Male","Yes","Medium_City","White","Christian",6,35,4,5,5,1,1,"14","College",2,0,4,"No",6,9,8,2,10,15,40
"Male","Yes","suburbs","White","Christian",5,33,3.3,10,10,3,4,"18","College",2,5,0,"Yes",5,3,5,7,8,0,50
"Female","Yes","suburbs","White","Jewish",7,25,3.4,9,12,0,1,"15","College",5,0,0,"Yes",0,5,5,5,6,0,90
"Female","Yes","suburbs","White","Christian",7,30,3.3,20,40,5,0,"15","College",3,5,3,"No",10,8,7,5,8,10,20
"Female","No","suburbs","White","Christian",5,29,3.4,8,10,2,1,"14","High_School",6,1,1,"No",0,5,8,8,10,0,100
"Male","No","big_city","White","Christian",7,22,2.6,18,20,1,0,"18","High_School",7,3,10,"No",10,8,9,5,8,0,40
"Female","Yes","Medium_City","White","Christian",8,27,3.8,3,3,1,1,"17","College",7,0,5,"No",4,4,4,6,9,5,100
"Female","No","Small_Town","White","Agnostic",2,30,3.8,9,6,0,1,"17","College",1,5,0,"No",2,2,4,3,10,0,90
"Male","Yes","suburbs","White","Christian",5,31,1.9,24,24,47,1,"10","College",7,0,1,"No",3,8,8,6,9,0,90
"Female","No","Medium_City","White","Christian",8,28,3.8,10,8,0,2,"16","College",2,0,1,"No",8,4,9,0,10,15,100
"Female","No","suburbs","White","Christian",4,28,3.4,14,10,3,3,"13","College",3,0,0,"No",5,5,5,0,10,0,90
"Male","Yes","suburbs","White","Jewish",3,28,3.9,5,3,1,1,"15","High_School",10,0,0,"No",0,3,7,9,10,5,90
"Male","No","Small_Town","White","Atheist",0,30,3.6,5,1,1,1,"16","College",2,0,2,"No",0,5,10,6,8,0,0
"Female","Yes","suburbs","White","Christian",5,31,3.7,4,5,0,3,"16","College",0,0,5,"No",6,5,6,2,1,0,100
"Female","Yes","suburbs","White","Jewish",6,32,4,4,0,0,0,"still_waiting","College",1,0,0,"No",5,3,3,0,5,0,90
"Male","No","Small_Town","White","Christian",6,24,2.7,6,10,1,2,"11","High_School",1,5,5,"No",5,5,0,8,9,25,20
"Female","Yes","suburbs","White","Christian",8,24,3.4,8,8,6,4,"15","High_School",1,0,2,"No",7,2,5,5,2,15,20
"Female","Yes","suburbs","White","Christian",0,31,3.7,2,3,1,2,"15","College",7,1,1,"No",4,9,5,4,10,15,0
"Male","Yes","suburbs","White","Christian",2,26,3,20,50,5,0,"15","College",1,1,2,"No",2,7,5,4,8,0,100
"Female","No","suburbs","White","Christian",5,26,3.6,0,0,0,0,"still_waiting","High_School",21,3,0,"No",5,3,5,0,10,0,30
"Female","Yes","Medium_City","White","Atheist",1,31,3.6,4,5,4,1,"16","College",2,2,0,"No",0,2,3,2,9,0,100
"Male","No","suburbs","White","Christian",5,30,4,4,3,0,0,"still_waiting","High_School",25,0,0,"No",5,0,3,3,7,0,0
"Female","No","suburbs","White","Agnostic",4,32,3.8,6,4,0,0,"still_waiting","College",3,0,0,"No",3,2,4,2,10,0,20
"Male","Yes","suburbs","White","Agnostic",0,26,3.9,10,25,3,1,"16","College",2,1,1,"No",0,1,6,5,10,0,100
"Female","No","big_city","White","Christian",2,24,2.9,2,4,1,0,"18","College",1,0,0,"No",5,5,5,5,10,10,90
"Male","No","suburbs","White","Agnostic",0,25,3.5,0,0,2,2,"13","High_School",1,1,0,"No",0,1,8,3,10,0,100
"Female","No","Medium_City","White","Jewish",0,24,3.3,3,5,3,1,"13","1st_to_5th_grade",8,15,1,"No",3,4,10,8,10,10,60
"Female","Yes","suburbs","White","Christian",8,31,3.7,6,10,0,1,"15","College",1,2,3,"No",9,9,7,5,9,0,100
"Female","Yes","big_city","White","Christian",5,27,3.9,15,16,2,2,"15","College",5,3,4,"No",9,6,7,7,8,0,80
"Female","No","Small_Town","White","Other",7,26,3.6,10,15,50,1,"16","College",1,0,2,"No",1,2,3,0,9,20,100
"Female","No","Medium_City","White","Christian",3,25,2.7,10,15,3,2,"15","High_School",4,3,3,"No",5,5,7,6,9,25,60
"Female","Yes","suburbs","White","Jewish",6,25,3.2,11,12,3,2,"14","College",4,2,0,"No",0,3,4,4,9,0,100
"Female","Yes","suburbs","White","Jewish",5,26,3.4,8,13,0,2,"14","College",50,0,0,"No",1,5,7,8,10,0,100
"Female","No","Medium_City","White","Christian",4,29,3.4,1,5,3,4,"14","High_School",4,0,0,"Yes",0,2,0,0,8,15,70
"Female","Yes","big_city","White","Christian",1,24,3.8,7,10,4,1,"15","College",1,0,0,"No",0,9,2,7,6,0,100
"Male","No","suburbs","White","Jewish",2,31,3.3,2,5,1,1,"11","High_School",12,3,5,"No",5,5,5,3,10,0,80
"Male","No","Medium_City","White","Other",9,24,3.3,0,0,6,2,"14","College",12,2,10,"No",8,3,6,2,8,0,20
"Male","No","Small_Town","White","Christian",10,35,3.8,0,0,0,2,"18","College",3,3,10,"No",10,10,6,1,9,0,80
"Female","No","suburbs","White","Christian",7,29,3.3,6,1,0,4,"15","College",3,0,1,"No",4,6,5,4,9,15,50
"Male","Yes","suburbs","White","Christian",4,31,3.6,27,48,4,3,"16","College",2,3,0,"No",5,7,3,3,6,0,100
"Female","No","Medium_City","White","Christian",2,27,3,2,1,4,1,"16","College",1,3,2,"No",0,1,5,2,3,20,40
"Female","No","Medium_City","White","Christian",3,32,3.7,8,8,3,1,"15","College",4,1,0,"No",0,1,2,2,9,5,90
"Male","Yes","suburbs","White","Christian",7,27,3.3,8,20,6,0,"16","middle_school",1,0,0,"No",10,3,2,2,9,10,90
"Female","No","Small_Town","White","Christian",10,25,3.2,6,5,0,2,"16","College",1,1,0,"No",8,5,5,5,6,15,50
"Female","No","Small_Town","White","Christian",7,31,4,6,3,8,1,"14","College",2,0,5,"No",3,7,7,3,9,0,0
"Male","No","suburbs","White","Christian",7,27,3.5,1,0,1,1,"18","College",10,0,2,"No",3,5,5,5,8,5,100
"Female","No","Small_Town","White","Christian",6,29,4,7,7,0,0,"still_waiting","1st_to_5th_grade",3,0,0,"No",1,7,6,5,10,0,80
"Male","Yes","Medium_City","White","Christian",6,26,3.7,8,20,10,1,"16","High_School",2,0,5,"No",0,8,8,5,8,0,100
"Male","Yes","Small_Town","White","Christian",5,28,3,30,50,8,1,"14","College",4,0,10,"No",0,8,1,5,10,0,10
"Female","Yes","Small_Town","White","Christian",8,24,3.6,0,0,0,3,"14","College",5,0,10,"No",10,10,7,5,9,15,100
"Male","No","suburbs","White","Agnostic",0,23,2.9,9,9,3,0,"16","High_School",4,1,3,"No",0,5,6,7,9,0,100
"Male","Yes","Small_Town","White","Atheist",0,28,2.8,4,4,0,0,"15","High_School",3,0,0,"No",0,0,2,3,10,0,100
"Female","Yes","suburbs","White","Christian",5,25,3.5,8,20,4,2,"14","College",1,7,0,"No",4,5,8,10,7,10,50
"Female","Yes","big_city","White","Jewish",7,31,3.6,10,2,2,1,"12","College",5,1,0,"No",3,4,5,3,9,0,100
"Female","Yes","suburbs","White","Other",2,27,3.3,7,4,0,0,"18","College",6,0,0,"No",5,4,5,5,9,10,100
"Female","No","big_city","White","Christian",2,20,3.1,0,0,0,0,"17","High_School",4,0,0,"No",7,5,0,0,9,10,10
"Female","No","Small_Town","White","Christian",6,31,3.6,0,0,1,1,"16","High_School",2,6,9,"No",10,10,6,7,7,5,0
"Male","No","suburbs","White","Atheist",0,19,3,0,0,1,2,"15","College",9,0,5,"No",0,3,5,5,10,40,0
"Female","Yes","suburbs","White","Jewish",4,30,4,3,0,1,1,"15","College",18,0,0,"No",1,6,6,5,10,0,70
"Female","Yes","Small_Town","White","Agnostic",5,26,3.4,8,15,7,1,"13","College",6,1,3,"Yes",1,3,5,0,9,0,100
"Female","Yes","suburbs","White","Atheist",1,29,3.2,16,20,7,3,"15","middle_school",3,1,0,"No",0,3,5,7,7,0,10
"Male","No","suburbs","White","Atheist",0,26,2.2,10,15,0,0,"16","High_School",2,1,0,"No",0,4,3,9,9,0,0
"Male","No","Medium_City","White","Christian",2,28,3.6,8,12,26,1,"14","High_School",6,10,9,"No",3,3,5,4,5,15,100
"Male","Yes","suburbs","White","Jewish",5,33,3.5,16,50,0,0,"17","College",1,2,4,"No",0,4,7,9,3,0,100
"Male","Yes","big_city","White","Christian",7,34,3.5,24,40,32,1,"14","College",3,0,9,"No",6,9,8,9,10,0,90
"Female","No","suburbs","White","Christian",5,30,3.6,0,0,2,1,"15","High_School",2,3,4,"No",1,8,9,8,6,10,30
