"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","goodOrWell","parentRelationship","workHr","tuition","career"
"Female","Female","Yes","Big City Subrub","White","Christian",9,29,3.5,8,2,0,0,"13","high school",7,"4",7,5,10,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Jewish",1,28,3.4,1,1,1,1,"15","kindergarten",7,"3",3,5,9,0,90,"Nervous"
"Female","Female","No","Medium City","White","Other Religion",2,27,3.6,12,15,3,2,"16","college",0,"3",10,6,8,0,40,"Some Idea"
"Male","Male","Yes","Big City","Hispanic","Christian",7,27,2.6,10,10,1,2,"13","college",2,"10 or more",5,7,10,0,10,"Grad School"
"Female","Female","No","Big City","Black","Christian",10,23,2.9,2,1,0,0,"5","college",10,"2",3,10,10,10,0,"Concrete plan"
"Female","Female","No","Big City","Black","Christian",0,26,2,5,0,2,1,"14","high school",20,"3",2,5,7,0,10,"No Idea"
"Male","Male","No","Small Town","White","Christian",5,24,2.9,0,1,0,1,"13","college",5,"1",2,6,10,0,0,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",7,31,3.9,10,10,0,0,"18","college",1,"1",3,5,9,0,90,"Nervous"
"Male","Male","Yes","Medium City","Black","Christian",5,21,3,8,6,11,6,"8","middle school",8,"7",3,4,4,20,40,"Nervous"
"Female","Female","No","Big City","Black","Christian",1,30,3,7,10,0,0,"still waiting","kindergarten",6,"4",4,5,8,0,40,"Some Idea"
"Male","Male","Yes","Big City","White","Christian",6,29,1.5,6,7,1,1,"17","high school",4,"2",3,7,10,0,60,"Concrete plan"
"Female","Female","Yes","Big City","White","Christian",1,25,3.7,15,15,2,2,"16","college",1,"2",3,2,10,0,10,"Concrete plan"
"Female","Female","No","Big City","Hispanic","Other Religion",3,22,3.6,1,0,0,0,"16","high school",3,"4",5,5,8,0,0,"Nervous"
"Female","Female","Yes","Small Town","White","Christian",3,26,2.8,8,6,9,1,"14","college",5,"3",5,5,5,0,80,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",2,26,3.1,5,3,1,1,"14","high school",2,"2",11,3,4,0,60,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Agnostic",1,31,3.3,10,16,8,0,"18","college",6,"4",4,5,9,0,30,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",4,29,3.8,15,25,1,1,"15","high school",3,"3",10,4,8,0,100,"Nervous"
"Male","Male","No","Big City","Black","Christian",5,23,2.7,6,10,0,1,"14","college",4,"2",5,8,10,0,30,"No Idea"
"Female","Female","Yes","Big City","White","Christian",5,27,3.8,20,12,2,1,"16","high school",4,"1",3,7,10,0,100,"No Idea"
"Female","Female","No","Big City","Hispanic","Christian",7,25,1.7,20,30,0,0,"18","high school",7,"4",15,9,8,0,20,"Grad School"
"Male","Male","No","Big City","Asian","Other Religion",0,33,2.2,0,0,10,4,"12","high school",10,"5",10,10,10,0,100,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Christian",1,30,4,4,0,0,0,"17","high school",1,"1",3,5,8,0,50,"Nervous"
"Female","Female","No","Big City","Hispanic","Agnostic",4,31,3.8,8,6,1,1,"14","college",1,"0",2,7,7,20,0,"Nervous"
"Male","Male","Yes","Big City","Hispanic","Christian",3,24,3.1,12,10,5,1,"14","college",3,"2",3,8,10,0,100,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",0,27,3.7,0,0,0,0,"still waiting","lower grades",1,"6",3,7,7,10,100,"Grad School"
"Female","Female","No","Small Town","White","Christian",8,27,3.9,0,0,0,1,"14","college",2,"2",4,3,9,5,80,"Concrete plan"
"Female","Female","Yes","Small Town","White","Christian",8,30,2.7,15,15,4,4,"15","high school",3,"3",12,7,6,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Black","Christian",8,21,3.2,15,5,2,2,"13","college",5,"2",1,5,6,0,0,"No Idea"
"Female","Female","No","Big City Subrub","Black","Christian",3,20,2.1,5,0,4,0,"13","college",12,"3",6,5,4,0,0,"Nervous"
"Male","Male","No","Small Town","White","Atheist",0,34,3.8,1,0,1,2,"17","college",3,"3",2,9,10,0,70,"No Idea"
"Male","Male","No","Medium City","White","Agnostic",3,31,1.9,3,0,2,1,"18","high school",2,"4",4,7,8,0,10,"Some Idea"
"Male","Male","Yes","Big City Subrub","Other","Jewish",7,26,2.9,6,20,1,2,"14","college",6,"3",7,6,10,0,100,"Nervous"
"Female","Female","Yes","Small Town","White","Christian",2,24,3.9,13,10,3,2,"12","college",5,"3",7,2,10,5,0,"Some Idea"
"Female","Female","No","Big City","Asian","Atheist",2,27,3,0,0,0,0,"still waiting","lower grades",2,"3",5,6,8,15,80,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,25,3.9,4,20,15,1,"15","high school",1,"3",5,7,6,0,100,"Some Idea"
"Female","Female","No","Big City Subrub","Asian","Hindu",7,32,3.6,0,0,0,0,"still waiting","college",4,"1",3,5,8,0,100,"Concrete plan"
"Female","Female","No","Big City","Asian","Agnostic",4,27,3.9,0,0,0,0,"still waiting","college",1,"4",3,5,8,10,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Jewish",4,26,3.5,0,0,1,1,"14","high school",3,"4",3,6,9,0,90,"Nervous"
"Female","Female","No","Big City Subrub","Hispanic","Christian",8,30,3.3,8,7,0,1,"16","high school",5,"4",4,9,9,0,100,"Some Idea"
"Male","Male","Yes","Small Town","Hispanic","Atheist",1,26,3,10,10,23,0,"15","college",2,"3",10,4,10,0,20,"Nervous"
"Female","Female","No","Small Town","White","Christian",9,35,4,0,0,0,0,"16","high school",2,"3",5,5,10,0,0,"Grad School"
"Male","Male","Yes","Big City","Hispanic","Other Religion",3,23,1.8,8,10,12,15,"13","high school",0,"6",2,0,9,0,0,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Agnostic",0,31,2.9,8,10,6,2,"14","kindergarten",3,"3",3,5,10,25,0,"Nervous"
"Male","Male","No","Big City Subrub","White","Other Religion",4,24,3.7,7,7,0,1,"17","high school",3,"4",2,7,8,10,20,"Some Idea"
"Female","Female","No","Medium City","White","Christian",8,29,3.7,4,2,0,3,"8","college",2,"2",5,6,9,10,90,"Nervous"
"Male","Male","No","Medium City","White","Christian",10,22,3.5,0,0,0,0,"13","college",1,"2",10,0,10,0,10,"Concrete plan"
"Female","Female","No","Big City Subrub","Other","Agnostic",0,25,3.7,6,10,2,1,"16","college",2,"4",4,1,4,0,10,"Grad School"
"Female","Female","No","Big City Subrub","Asian","Christian",8,28,3.8,0,0,1,1,"20","college",3,"1",5,4,10,10,70,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",7,26,3.5,5,7,10,2,"15","college",6,"10 or more",5,8,9,0,100,"No Idea"
"Male","Male","No","Big City Subrub","White","Christian",5,29,3.4,0,0,1,1,"18","college",1,"1",5,5,10,0,100,"Some Idea"
"Female","Female","No","Big City","Hispanic","Christian",3,21,2.8,10,10,1,1,"13","high school",5,"3",5,5,10,0,90,"Nervous"
"Male","Male","No","Medium City","Asian","Buddhist",5,30,3.8,2,2,16,4,"16","college",0,"3",6,8,8,15,90,"Concrete plan"
"Male","Male","No","Small Town","Asian","Other Religion",7,25,3.3,4,2,1,2,"16","college",1,"1",2,8,8,0,90,"Grad School"
"Male","Male","No","Big City","Asian","Buddhist",8,30,3.4,0,0,3,0,"15","middle school",2,"3",4,10,10,0,100,"Nervous"
"Male","Male","No","Medium City","Asian","Buddhist",4,30,2,0,0,0,1,"17","high school",1,"1",3,7,4,0,70,"Some Idea"
"Female","Female","No","Big City","Black","Christian",2,24,2.8,1,0,2,1,"13","kindergarten",4,"0",4,6,10,15,0,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",1,22,3.1,12,23,3,2,"12","college",3,"6",5,5,9,0,100,"Grad School"
"Female","Female","Yes","Medium City","Hispanic","Christian",6,24,3,10,12,4,0,"14","high school",5,"3",20,5,10,0,100,"No Idea"
"Male","Male","Yes","Small Town","White","Christian",7,28,3.2,8,20,2,2,"16","high school",5,"3",4,7,7,10,30,"Nervous"
"Male","Male","No","Medium City","Asian","Atheist",0,31,3.8,0,0,1,1,"14","high school",1,"1",3,5,8,0,100,"Grad School"
"Male","Male","No","Big City","Black","Christian",5,22,3.4,6,0,1,2,"6","college",1,"3",2,10,7,25,0,"Some Idea"
"Female","Female","Yes","Small Town","White","Jewish",7,26,2.9,8,10,3,0,"15","college",1,"2",27,4,6,0,100,"Nervous"
"Female","Female","No","Medium City","Black","Christian",8,25,3.3,7,10,0,1,"16","college",1,"5",5,3,10,10,80,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",5,25,3.3,3,3,5,3,"15","college",2,"8",7,2,10,0,100,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Atheist",0,29,3.8,10,8,2,2,"13","college",5,"1",4,3,10,10,0,"Nervous"
"Male","Male","No","Big City Subrub","White","Christian",3,26,3.3,5,11,1,0,"still waiting","middle school",1,"0",3,5,8,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Christian",7,23,2.6,9,14,0,0,"still waiting","college",1,"4",5,10,10,0,90,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Other Religion",5,27,2.9,8,20,10,2,"15","college",2,"1",4,6,9,5,50,"Nervous"
"Male","Male","No","Small Town","Asian","Christian",8,34,3.6,0,0,2,3,"14","college",1,"3",4,9,8,0,90,"Nervous"
"Female","Female","No","Big City","Asian","Christian",6,32,3.4,5,3,1,1,"19","college",4,"2",3,7,6,0,0,"Nervous"
"Female","Female","No","Big City Subrub","White","Jewish",5,26,3.4,4,2,5,2,"15","college",6,"5",10,4,9,10,100,"Grad School"
"Male","Male","Yes","Big City Subrub","White","Agnostic",2,28,3.1,16,25,1,1,"16","college",1,"2",15,6,8,0,70,"No Idea"
"Female","Female","No","Big City","Asian","Atheist",2,31,4,1,0,0,3,"15","middle school",2,"2",5,8,9,10,70,"Some Idea"
"Male","Male","No","Big City Subrub","White","Christian",10,33,3.1,3,1,0,1,"17","high school",1,"5",5,5,10,0,90,"Grad School"
"Female","Female","No","Big City","Asian","Atheist",2,27,3.3,2,0,0,1,"16","middle school",2,"10 or more",10,8,10,5,100,"Some Idea"
"Male","Male","No","Big City","Hispanic","Christian",5,26,1.9,10,8,1,0,"13","college",2,"3",7,5,8,0,0,"No Idea"
"Male","Male","No","Big City","Asian","Other Religion",0,31,3.8,0,0,1,3,"14","high school",1,"4",5,5,10,20,30,"Some Idea"
"Male","Male","Yes","Big City","White","Atheist",0,30,2.4,2,5,0,0,"15","college",1,"2",4,9,6,0,70,"Nervous"
"Female","Female","No","Big City","White","Christian",6,20,2.9,2,0,2,1,"15","high school",6,"1",5,6,7,35,0,"Grad School"
"Female","Female","No","Big City Subrub","White","Other Religion",1,27,2.9,4,2,20,1,"16","college",3,"8",3,5,4,0,0,"Nervous"
"Male","Male","No","Medium City","White","Christian",5,24,3.4,2,0,1,1,"15","high school",2,"2",5,6,6,45,0,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",8,30,3.7,9,9,0,0,"17","high school",2,"2",5,6,8,0,100,"Grad School"
"Female","Female","Yes","Small Town","White","Christian",5,25,3.3,7,10,1,1,"14","high school",3,"10 or more",3,6,10,0,100,"No Idea"
"Female","Female","No","Medium City","Asian","Atheist",2,32,4,2,0,2,5,"15","college",50,"3",5,5,5,0,100,"Grad School"
"Female","Female","No","Small Town","Asian","Christian",2,29,3.8,5,3,1,0,"18","high school",3,"5",9,10,7,0,100,"Some Idea"
"Male","Male","Yes","Big City Subrub","White","Christian",1,28,2,12,30,10,1,"11","lower grades",0,"4",5,10,1,30,30,"Other"
"Female","Female","No","Big City Subrub","Asian","Hindu",5,35,2.9,0,0,0,0,"still waiting","college",7,"1",6,8,10,0,0,"Nervous"
"Male","Male","Yes","Medium City","White","Agnostic",10,32,2.9,24,42,0,0,"15","college",4,"7",2,5,10,35,100,"Nervous"
"Male","Male","Yes","Big City","Asian","Buddhist",2,27,3.6,0,0,0,0,"16","middle school",1,"6",3,8,7,0,100,"Some Idea"
"Female","Female","No","Big City Subrub","Asian","Muslim",10,34,3.7,0,0,0,0,"still waiting","college",8,"1",3,6,9,0,100,"Grad School"
"Male","Male","No","Small Town","White","Atheist",0,30,2.7,4,14,4,3,"14","high school",0,"6",2,5,8,20,0,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",6,31,2.9,9,5,1,2,"16","college",2,"2",10,0,7,10,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",3,26,3.8,5,10,4,1,"17","high school",5,"3",4,8,8,0,100,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",6,28,2.8,5,3,4,2,"15","high school",2,"5",2,6,8,10,100,"Concrete plan"
"Female","Female","No","Big City","White","Jewish",3,27,3.5,0,0,12,1,"15","college",10,"1",4,5,8,15,0,"Grad School"
"Female","Female","No","Big City Subrub","White","Atheist",0,29,3.8,3,1,2,1,"16","high school",1,"3",3,4,8,0,80,"Nervous"
"Male","Male","No","Small Town","White","Agnostic",2,27,3,0,0,0,0,"17","college",6,"1",1,10,10,0,80,"Concrete plan"
"Male","Male","No","Big City Subrub","Hispanic","Agnostic",4,21,2.9,19,20,4,0,"10","college",4,"3",3,5,10,0,0,"Grad School"
"Female","Female","No","Big City","Black","Christian",9,21,2.3,4,1,0,0,"19","college",15,"5",3,8,9,0,0,"Grad School"
"Female","Female","No","Big City","Asian","Other Religion",3,29,3.6,3,0,0,0,"still waiting","middle school",1,"3",4,7,6,0,90,"Some Idea"
"Female","Female","No","Big City","Asian","Christian",5,28,3.2,25,6,2,2,"15","college",15,"3",5,5,9,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,28,3.8,7,5,1,1,"17","college",7,"4",3,2,8,0,100,"Grad School"
"Female","Female","No","Big City Subrub","Black","Christian",4,23,3.4,6,4,3,1,"14","college",2,"10 or more",5,6,7,5,30,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",7,26,3.7,12,20,1,1,"15","high school",14,"8",20,5,8,0,100,"Concrete plan"
"Female","Female","Yes","Big City Subrub","White","Christian",3,23,2.9,4,4,0,0,"18","high school",1,"5",3,4,10,15,100,"No Idea"
"Male","Male","No","Big City Subrub","Asian","Agnostic",1,24,3.2,7,15,0,0,"still waiting","high school",1,"2",3,8,9,10,70,"No Idea"
"Female","Female","No","Big City Subrub","Black","Agnostic",4,21,3.5,10,0,0,0,"13","college",5,"4",3,6,9,25,0,"Grad School"
"Female","Female","Yes","Medium City","White","Christian",3,30,3.7,4,0,0,0,"18","college",4,"4",6,6,9,0,10,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",7,33,3.4,20,50,3,0,"15","college",10,"1",10,4,9,0,100,"Nervous"
"Female","Female","No","Big City","White","Christian",5,30,3.8,9,10,2,1,"16","high school",1,"4",4,3,10,10,0,"Grad School"
"Male","Male","No","Big City","Asian","Buddhist",5,18,3,10,2,6,1,"18","college",3,"5",3,5,10,0,0,"Concrete plan"
"Female","Female","No","Medium City","Asian","Other Religion",5,30,4,6,0,1,1,"17","high school",1,"8",3,7,6,0,100,"Grad School"
"Female","Female","No","Big City","White","Atheist",0,34,3.5,6,9,0,0,"17","college",1,"2",5,6,6,0,100,"Grad School"
"Female","Female","Yes","Big City","Black","Agnostic",2,23,3.5,7,18,3,1,"14","kindergarten",4,"5",5,7,10,10,0,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,23,2.8,20,25,25,3,"14","college",2,"5",20,4,10,0,100,"Some Idea"
"Female","Female","No","Big City","Hispanic","Other Religion",7,18,3.2,10,5,1,2,"16","college",10,"10 or more",5,8,10,0,0,"Some Idea"
"Male","Male","Yes","Medium City","White","Atheist",0,27,1.8,14,20,0,0,"13","high school",4,"6",10,5,10,15,50,"Some Idea"
"Female","Female","Yes","Big City","Asian","Agnostic",1,32,3.9,0,0,0,0,"still waiting","college",5,"1",2,5,10,5,100,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",2,24,3.2,9,10,10,2,"11","college",6,"3",5,7,10,0,10,"Some Idea"
"Female","Female","No","Big City Subrub","White","Other Religion",3,25,3.3,4,0,0,2,"16","college",7,"1",4,5,2,0,10,"Nervous"
"Male","Male","Yes","Medium City","White","Christian",6,27,1.6,8,30,12,2,"14","high school",3,"1",15,7,6,0,100,"Some Idea"
"Male","Male","No","Big City Subrub","Black","Christian",5,25,2.6,0,0,0,1,"14","high school",2,"7",3,6,8,0,20,"Nervous"
"Female","Female","No","Big City","Asian","Agnostic",0,27,2.5,0,0,2,1,"14","college",5,"3",2,5,3,0,100,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",5,27,3,5,7,2,1,"16","high school",1,"3",9,5,9,0,90,"Nervous"
"Female","Female","No","Big City","White","Christian",9,32,3,0,0,1,0,"16","high school",2,"9",4,10,4,0,40,"Nervous"
"Female","Female","No","Medium City","White","Christian",5,29,4,3,1,0,0,"14","kindergarten",6,"2",6,4,9,10,100,"Some Idea"
"Male","Male","Yes","Big City","White","Other Religion",0,25,2.1,4,10,3,3,"15","high school",1,"3",9,6,9,0,0,"Some Idea"
"Female","Female","Yes","Big City Subrub","Asian","Hindu",4,34,3.7,7,10,0,1,"17","high school",7,"3",8,8,7,0,100,"Some Idea"
"Male","Male","No","Big City","Black","Agnostic",3,21,2.5,6,3,12,3,"10","high school",7,"1",5,10,8,0,20,"No Idea"
"Female","Female","No","Big City","Asian","Agnostic",0,28,3.9,0,0,7,3,"17","college",5,"8",6,10,10,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","Asian","Hindu",3,34,3.4,20,30,7,8,"16","college",12,"3",17,0,9,0,100,"Concrete plan"
"Male","Male","No","Small Town","White","Christian",5,35,3.8,0,0,0,2,"16","college",0,"2",3,8,5,0,60,"Other"
"Male","Male","No","Big City Subrub","Other","Other Religion",2,28,3.2,2,0,1,0,"5","college",1,"5",6,3,8,15,80,"Some Idea"
"Male","Male","No","Big City","Asian","Atheist",3,28,3.4,0,0,1,2,"17","college",5,"1",2,8,8,10,70,"Some Idea"
"Male","Male","Yes","Big City Subrub","White","Christian",8,28,3.1,16,30,1,2,"15","college",2,"1",3,9,9,0,70,"Nervous"
"Female","Female","No","Medium City","Black","Christian",5,21,3.7,4,1,3,1,"16","middle school",2,"5",4,8,8,0,20,"Grad School"
"Male","Male","No","Medium City","Black","Other Religion",10,21,2.3,49,0,0,0,"3","college",0,"7",50,10,10,50,0,"No Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",1,28,3.8,15,20,1,1,"14","lower grades",5,"5",5,8,8,0,20,"Concrete plan"
"Male","Male","Yes","Medium City","White","Christian",5,27,3.1,15,20,2,2,"15","college",2,"8",5,7,9,0,90,"Grad School"
"Female","Female","No","Big City Subrub","White","Christian",7,33,3.8,8,12,1,1,"18","college",3,"2",4,6,7,10,100,"Concrete plan"
"Female","Female","No","Big City","Hispanic","Other Religion",3,18,2.4,11,5,1,1,"16","high school",4,"3",3,10,9,0,0,"Nervous"
"Female","Female","No","Big City","Asian","Atheist",0,31,3.8,0,0,10,3,"15","middle school",1,"3",6,7,8,0,100,"Some Idea"
"Male","Male","Yes","Big City Subrub","Other","Christian",7,29,2.1,11,45,7,1,"12","high school",1,"2",3,7,7,10,80,"Nervous"
"Female","Female","Yes","Small Town","White","Agnostic",2,27,3.2,0,2,1,1,"15","college",2,"6",6,2,7,15,0,"Grad School"
"Female","Female","Yes","Big City Subrub","Asian","Christian",1,27,4,4,2,1,1,"16","high school",2,"4",5,5,7,0,100,"No Idea"
"Male","Male","No","Big City","Asian","Christian",5,29,3.7,2,25,1,2,"19","middle school",7,"3",4,6,9,0,20,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",8,31,3.1,5,8,0,1,"17","college",9,"2",10,7,10,0,50,"Nervous"
"Female","Female","No","Big City","Black","Christian",10,27,3.4,0,0,0,0,"still waiting","college",1,"3",3,4,9,0,0,"Some Idea"
"Female","Female","No","Big City Subrub","White","Christian",5,26,2.7,7,5,7,1,"14","college",1,"3",2,5,4,0,10,"Nervous"
"Male","Male","No","Big City Subrub","White","Christian",5,26,1.7,3,0,0,0,"18","college",5,"1",3,5,8,10,70,"Grad School"
"Female","Female","No","Big City Subrub","Other","Christian",8,26,3,8,8,2,1,"13","college",3,"3",3,5,8,20,10,"Concrete plan"
"Female","Female","No","Big City Subrub","White","Christian",6,28,3.3,5,7,8,6,"13","high school",4,"1",3,3,4,0,100,"Some Idea"
"Female","Female","Yes","Small Town","White","Christian",5,31,3.1,5,0,3,3,"15","college",3,"1",20,5,8,0,50,"Grad School"
"Male","Male","No","Medium City","Other","Muslim",7,22,3.3,0,0,0,0,"still waiting","college",2,"0",0,2,6,0,0,"Grad School"
"Female","Female","No","Big City","Other","Christian",8,22,2,0,0,2,2,"15","high school",3,"3",3,8,10,20,0,"Concrete plan"
"Male","Male","Yes","Big City","Hispanic","Atheist",0,27,3.9,12,8,0,2,"15","college",7,"2",4,5,4,0,20,"Nervous"
"Male","Male","No","Big City Subrub","Black","Christian",7,23,2.7,2,0,2,1,"15","high school",3,"1",5,5,6,0,100,"No Idea"
"Female","Female","No","Small Town","White","Christian",2,25,3.4,3,8,12,3,"13","college",5,"5",10,8,10,25,100,"Grad School"
"Female","Female","No","Big City Subrub","Asian","Atheist",1,29,3.6,2,0,0,0,"still waiting","college",25,"2",8,8,8,0,100,"Nervous"
"Female","Female","Yes","Big City","Other","Atheist",0,26,2.8,18,9,9,2,"15","college",1,"4",8,8,8,0,100,"Concrete plan"
"Male","Male","No","Big City Subrub","Hispanic","Christian",2,25,1.4,30,50,37,2,"12","college",1,"10 or more",5,8,8,0,100,"Concrete plan"
"Female","Female","No","Big City Subrub","Asian","Christian",8,22,2.5,4,4,24,3,"16","college",3,"10 or more",3,5,8,5,100,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,27,3.9,0,0,1,1,"17","high school",0,"10 or more",4,3,9,0,100,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",1,30,4,2,3,0,0,"still waiting","college",3,"3",1,8,10,10,30,"No Idea"
"Male","Male","No","Big City Subrub","Asian","Buddhist",0,32,4,10,0,0,1,"15","middle school",1,"10 or more",5,8,5,40,100,"Grad School"
"Female","Female","No","Big City","Hispanic","Christian",3,20,3.1,2,0,1,4,"14","college",8,"1",5,5,3,0,0,"Some Idea"
"Female","Female","No","Big City","Black","Christian",7,22,3.6,5,0,0,1,"13","lower grades",5,"3",3,5,10,10,0,"Nervous"
"Female","Female","No","Big City Subrub","Other","Christian",8,30,3.7,4,0,0,0,"16","college",7,"0",10,5,8,0,0,"Some Idea"
"Male","Male","Yes","Big City Subrub","White","Jewish",6,34,4,15,23,1,1,"11","college",1,"1",5,6,9,5,100,"Concrete plan"
"Male","Male","No","Big City Subrub","White","Christian",0,28,2.7,5,9,4,1,"12","middle school",2,"2",0,7,9,10,50,"Nervous"
"Male","Male","No","Big City","Asian","Other Religion",1,30,3.6,2,0,2,3,"16","high school",4,"4",6,8,7,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",0,27,3.3,9,10,1,1,"15","high school",4,"2",6,7,10,0,100,"Grad School"
"Female","Female","No","Big City Subrub","White","Jewish",3,27,3.5,8,10,5,0,"16","college",5,"2",12,5,9,0,10,"Grad School"
"Female","Female","No","Medium City","White","Christian",4,28,3.2,3,4,0,2,"15","middle school",1,"6",5,8,7,0,50,"Nervous"
"Female","Female","Yes","Medium City","White","Christian",5,25,3.5,4,4,1,0,"13","college",7,"3",5,5,9,0,100,"No Idea"
"Male","Male","No","Big City Subrub","Hispanic","Other Religion",3,19,2.2,10,7,4,2,"18","college",3,"10 or more",3,9,8,10,50,"Some Idea"
"Female","Female","No","Medium City","White","Christian",8,30,3.8,0,0,0,0,"still waiting","high school",14,"1",5,5,8,0,100,"No Idea"
"Female","Female","Yes","Small Town","White","Christian",9,28,3.8,4,0,2,2,"13","high school",7,"1",5,0,9,0,50,"Concrete plan"
"Female","Female","No","Medium City","White","Other Religion",2,30,3,6,10,0,0,"16","high school",5,"3",5,5,10,0,0,"No Idea"
"Female","Female","No","Big City Subrub","White","Atheist",0,26,3.1,0,0,2,4,"16","college",2,"3",8,2,7,0,100,"Nervous"
"Female","Female","No","Big City","Hispanic","Other Religion",5,24,3,4,2,0,1,"13","middle school",1,"6",6,0,9,0,0,"Concrete plan"
"Male","Male","No","Big City","Hispanic","Christian",3,32,3.5,2,2,0,0,"still waiting","college",3,"2",4,6,8,0,40,"Nervous"
"Male","Male","Yes","Small Town","White","Christian",5,35,3.3,6,6,8,3,"14","college",4,"2",8,5,10,0,100,"Grad School"
"Female","Female","No","Big City","Black","Christian",8,24,2.5,8,3,15,2,"13","college",1,"3",5,5,8,0,0,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",6,31,4,1,0,0,0,"still waiting","high school",1,"2",3,5,9,0,80,"Nervous"
"Female","Female","Yes","Medium City","White","Agnostic",1,30,3.8,9,15,0,0,"17","high school",1,"3",6,5,8,0,0,"No Idea"
"Male","Male","No","Big City Subrub","White","Christian",2,25,3.5,0,0,4,1,"12","college",1,"3",2,5,10,10,90,"Nervous"
"Female","Female","No","Medium City","Black","Christian",5,18,3,6,2,1,1,"13","middle school",1,"4",2,8,8,0,100,"Nervous"
"Female","Female","No","Big City","Black","Christian",9,22,2,2,0,1,1,"15","high school",7,"3",12,8,9,20,50,"Nervous"
"Female","Female","No","Small Town","White","Christian",7,22,3.3,5,1,2,2,"14","lower grades",1,"10 or more",3,5,8,10,100,"Grad School"
"Female","Female","No","Big City Subrub","White","Jewish",3,27,3,2,2,0,0,"18","college",8,"2",9,7,10,0,70,"Some Idea"
"Female","Female","No","Big City","Hispanic","Christian",6,24,2.8,5,0,3,2,"12","kindergarten",3,"10 or more",4,2,8,10,90,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",3,23,3.6,15,21,1,2,"15","high school",1,"4",3,5,10,0,100,"Some Idea"
"Female","Female","No","Medium City","Black","Christian",5,26,3.9,10,10,0,0,"16","college",10,"3",10,7,10,15,60,"Nervous"
"Female","Female","No","Medium City","Asian","Buddhist",5,32,3.5,5,5,0,4,"8","high school",7,"4",10,8,9,0,50,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Christian",7,25,2.8,12,20,0,0,"16","college",2,"3",10,8,8,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,27,3.2,12,15,0,0,"16","college",3,"2",7,5,6,0,100,"Nervous"
"Female","Female","No","Small Town","Asian","Atheist",0,28,4,0,0,3,1,"18","college",2,"2",2,8,8,5,100,"Some Idea"
"Female","Female","No","Big City","Black","Christian",5,20,1.5,3,2,2,1,"14","high school",15,"2",3,10,8,20,40,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",8,28,2.2,10,20,4,1,"15","high school",7,"3",4,4,10,0,100,"No Idea"
"Female","Female","No","Big City","White","Other Religion",6,23,3.7,3,1,0,0,"17","high school",2,"5",4,5,8,0,30,"No Idea"
"Female","Female","No","Big City","Hispanic","Other Religion",8,21,3.3,0,0,0,1,"12","middle school",7,"3",4,2,5,0,10,"Nervous"
"Female","Female","No","Small Town","White","Christian",8,29,3.7,1,0,0,1,"14","lower grades",6,"1",14,1,10,10,0,"Nervous"
"Female","Female","No","Big City","White","Christian",5,25,3.6,0,0,0,0,"16","high school",2,"7",4,6,6,10,60,"Some Idea"
"Male","Male","No","Small Town","Black","Christian",9,17,4,0,0,0,2,"6","college",2,"4",2,10,10,0,0,"Concrete plan"
