"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","president","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","No","Big City Subrub","White","Christian",3,24,3.2,0,0,0,2,"15","middle school",5,"8",5,7,100,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",8,"Democratic",0,4,10,100,9,"L2"
"Female","Female","No","Medium City","Asian","Buddhist",0,31,4,2,0,0,1,"3","middle school",7,"1",5,10,100,"independence","curiosity","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",6,"Democratic",5,10,0,80,1,"L2"
"Female","Female","No","Big City Subrub","Asian","Atheist",1,31,4,0,0,0,0,"still waiting","kindergarten",3,"5",4,6,150,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",7,"Other",5,5,0,100,6,"L2"
"Male","Male","No","Big City","Black","Agnostic",0,21,3.9,10,0,0,2,"10","lower grades",3,"1",12,7,500,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",0,9,0,10,5,"L2"
"Female","Female","Yes","Big City Subrub","Other","Christian",4,33,2.9,3,10,18,2,"12","college",3,"5",7,0,200,"respect for their elders","good manners","self-reliance","being considerate","Marco Rubio","Hillary Clinton",7,"Republican",3,7,0,100,5,"L2"
"Male","Male","No","Big City","White","Christian",8,27,3,8,20,1,0,"6","college",7,"2",4,7,120,"respect for their elders","good manners","obedience","well-behaved","Other","Donald Trump",6,"Independent",5,10,20,20,3,"L2"
"Female","Female","Yes","Big City Subrub","White","Jewish",3,31,3.2,10,10,2,0,"15","college",7,"2",10,5,150,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Democratic",5,8,0,100,0,"L2"
"Female","Female","No","Medium City","White","Christian",1,30,2.2,30,0,0,0,"18","college",5,"2",6,9,200,"respect for their elders","good manners","obedience","well-behaved","Unsure","Unsure",4,"Green",6,9,10,100,3,"L2"
"Female","Female","No","Big City Subrub","White","Christian",2,32,4,6,6,1,1,"14","college",9,"0",4,2,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",7,9,0,50,10,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",4,25,3.1,4,5,1,1,"17","high school",2,"2",12,4,90,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Republican",5,10,10,90,10,"L2"
"Male","Male","No","Medium City","Asian","Atheist",1,35,4,3,2,0,0,"still waiting","college",4,"1",5,8,500,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",4,4,0,100,7,"L2"
"Female","Other","No","Big City Subrub","Other","Religious but not one of the above",7,35,2.6,0,0,9,4,"14","college",0,"3",2,3,50,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Independent",7,8,0,100,4,"L2"
"Female","Female","No","Medium City","Asian","Buddhist",1,32,3.3,0,0,5,4,"10","lower grades",3,"3",7,8,250,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",5,"Other",2,7,10,90,8,"L2"
"Male","Female","Yes","Big City Subrub","White","Jewish",7,20,3.8,3,5,1,1,"15","college",1,"2",7,9,550,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Democratic",5,8,0,90,8,"L2"
"Female","Female","No","Big City Subrub","Asian","Buddhist",4,30,4,0,0,0,1,"18","high school",1,"5",5,5,2,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Democratic",4,8,0,100,4,"L2"
"Female","Female","Yes","Big City Subrub","White","Agnostic",1,30,3.2,6,6,2,2,"14","college",3,"1",7,3,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",5,4,0,80,7,"L2"
"Female","Female","No","Big City Subrub","White","Christian",7,26,4,20,20,1,1,"15","high school",6,"3",3,4,100,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Donald Trump",5,"Republican",3,7,0,0,5,"L2"
"Female","Female","Yes","Big City","White","Christian",1,28,3.7,10,20,3,0,"16","college",4,"2",5,7,250,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",9,"Republican",4,0,5,100,7,"L2"
"Male","Male","Yes","Big City Subrub","White","Christian",6,22,3.4,21,30,5,1,"13","college",10,"3",4,5,900,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",9,"Republican",0,7,0,100,10,"L2"
"Male","Male","No","Big City Subrub","White","Christian",5,30,4,10,20,2,0,"13","college",3,"2",15,5,90,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Independent",3,8,0,70,8,"L2"
"Female","Female","Yes","Big City Subrub","Asian","Christian",3,28,2.8,0,0,0,0,"18","college",1,"5",10,3,65,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",7,8,0,0,9,"L2"
"Male","Male","Yes","Big City Subrub","Other","Buddhist",10,34,3.5,50,50,50,1,"3","kindergarten",32,"2",18,10,0.01,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",10,"Democratic",10,2,0,90,10,"L2"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,32,3.8,0,0,0,1,"18","kindergarten",4,"2",4,3,100,"respect for their elders","good manners","obedience","being considerate","Unsure","Unsure",3,"Other",2,9,20,100,0,"L2"
"Male","Male","No","Big City Subrub","White","Christian",7,22,3.5,12,30,0,1,"14","college",3,"2",8,10,200,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Donald Trump",5,"Republican",3,8,0,80,5,"L2"
"Female","Female","No","Big City Subrub","White","Religious but not one of the above",2,28,3.9,15,0,5,1,"15","college",40,"4",10,10,200,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Jill Stein",3,"Democratic",5,10,0,100,6,"L2"
"Female","Female","No","Medium City","White","Agnostic",5,28,4,2,1,2,1,"15","high school",5,"2",10,5,35,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",3,9,15,0,1,"L2"
"Female","Female","Yes","Big City Subrub","White","Christian",5,28,3,4,3,5,1,"14","college",3,"3",5,4,90,"independence","good manners","self-reliance","being considerate","Marco Rubio","Unsure",5,"Independent",7,9,0,100,7,"L2"
"Female","Female","Yes","Small Town","White","Agnostic",0,33,3.8,10,10,3,2,"14","college",1,"3",50,5,100,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",8,9,5,100,7,"L2"
"Female","Female","No","Big City","Hispanic","Christian",7,22,4,0,0,1,1,"14","high school",22,"2",3,5,100,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Unsure",4,"Democratic",5,10,0,70,5,"L2"
"Female","Female","No","Small Town","White","Christian",8,27,3.5,8,4,0,0,"still waiting","college",5,"1",6,5,85,"independence","good manners","obedience","being considerate","John Kacich","Unsure",5,"Republican",4,9,5,10,10,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",7,24,3.8,7,10,0,0,"still waiting","college",15,"3",4,3,87,"independence","good manners","obedience","being considerate","Unsure","Donald Trump",6,"Republican",5,10,0,90,9,"Online"
"Male","Male","No","Big City Subrub","White","Christian",3,29,3.3,6,0,1,2,"14","high school",3,"2",7,5,95,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Other",5,7,0,0,2,"Online"
"Male","Male","No","Big City","Asian","Hindu",3,32,3.4,5,5,2,3,"14","high school",7,"2",7,6,200,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",6,8,0,100,5,"Online"
"Female","Female","No","Medium City","White","Christian",3,19,3.7,0,1,1,1,"15","college",6,"2",10,4,90,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,7,25,70,5,"Online"
"Male","Male","No","Medium City","White","Christian",9,31,3.6,0,0,0,0,"still waiting","college",1,"1",3,6,100,"respect for their elders","good manners","obedience","being considerate","Unsure","Unsure",7,"Independent",4,8,10,0,4,"Online"
"Female","Female","No","Big City Subrub","Other","Agnostic",1,28,3.8,0,0,0,0,"still waiting","lower grades",5,"1",3,5,60,"respect for their elders","curiosity","obedience","well-behaved","Bernie Sanders","Hillary Clinton",0,"Democratic",3,10,0,70,8,"Online"
"Male","Male","No","Big City Subrub","White","Agnostic",1,33,3.7,2,3,0,0,"still waiting","college",1,"0",1,7,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Democratic",7,8,0,90,6,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",9,28,3,6,5,3,1,"12","college",5,"2",10,3,100,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",5,9,0,100,7,"Online"
"Female","Female","No","Small Town","White","Christian",1,24,3.3,5,0,1,1,"13","college",5,"3",5,5,75,"respect for their elders","curiosity","obedience","being considerate","Unsure","Unsure",5,"Other",7,9,15,10,2,"Online"
"Female","Female","No","Big City Subrub","Asian","Religious but not one of the above",1,32,3.9,2,0,0,3,"15","high school",4,"4",2,3,1,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",9,10,10,100,5,"Online"
"Female","Female","Yes","Small Town","White","Christian",7,21,3.3,12,24,1,1,"18","college",5,"3",4,5,100,"respect for their elders","good manners","self-reliance","being considerate","Ben Carson","Donald Trump",8,"Republican",7,9,15,90,10,"Online"
"Male","Male","Yes","Big City Subrub","White","Agnostic",0,33,3.2,10,15,4,1,"16","high school",2,"1",3,5,100,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",5,10,0,60,7,"Online"
"Female","Female","No","Big City Subrub","White","Jewish",8,27,3.7,0,0,0,0,"19","high school",7,"2",7,3,80,"respect for their elders","good manners","self-reliance","well-behaved","Unsure","Unsure",5,"Other",7,9,5,100,8,"Online"
"Male","Male","Yes","Big City Subrub","Asian","Hindu",5,28,3.1,8,16,2,0,"16","college",6,"1",12,8,100,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",7,"Republican",3,9,0,90,7,"Online"
"Female","Female","No","Small Town","Asian","Christian",7,30,4,0,0,0,0,"still waiting","high school",1,"5",5,6,40,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",4,8,0,90,1,"Online"
"Female","Female","Yes","Medium City","Other","Christian",6,28,2.1,8,8,1,0,"15","high school",5,"4",5,5,125,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Gary Johnson",5,"Republican",5,5,0,80,0,"Online"
"Female","Female","No","Small Town","White","Christian",7,31,3.7,5,15,11,4,"14","college",1,"5",3,2,200,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",10,3,5,0,10,"Online"
"Female","Female","No","Big City","Hispanic","Religious but not one of the above",5,21,3.7,5,0,0,0,"still waiting","college",7,"3",3,5,90,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",0,"Other",5,10,0,100,7,"Online"
"Female","Female","No","Medium City","White","Atheist",0,32,3.7,0,0,1,1,"12","lower grades",0,"2",1,7,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",8,9,0,30,2,"Online"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",3,28,3.4,14,8,0,0,"17","high school",10,"2",5,7,80,"independence","good manners","self-reliance","well-behaved","Unsure","Hillary Clinton",4,"Other",2,9,0,100,5,"Online"
"Female","Female","No","Medium City","Other","Christian",7,29,3.7,0,0,0,0,"17","lower grades",2,"2",6,5,100,"independence","good manners","obedience","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",4,9,30,0,0,"Online"
"Female","Female","Yes","Small Town","White","Christian",6,24,3.4,15,10,1,1,"15","college",1,"2",5,5,500,"respect for their elders","good manners","self-reliance","being considerate","Ben Carson","Unsure",5,"Independent",6,7,0,0,10,"Online"
"Male","Male","No","Big City","Hispanic","Atheist",0,29,2.3,0,0,2,2,"14","college",2,"4",2,5,60,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Jill Stein",4,"Democratic",0,10,20,0,3,"Online"
"Male","Male","Yes","Medium City","White","Christian",3,33,3.1,30,50,11,2,"15","college",3,"2",10,4,360,"independence","good manners","self-reliance","being considerate","Marco Rubio","Donald Trump",6,"Republican",6,8,20,30,10,"Online"
"Female","Female","No","Medium City","Asian","Buddhist",5,34,3.8,0,0,0,0,"still waiting","lower grades",4,"2",6,8,100,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",0,"Republican",3,8,0,100,7,"Online"
"Male","Male","No","Big City","Asian","Religious but not one of the above",0,34,3.8,3,1,2,2,"14","high school",2,"2",2,8,1000,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Other",7,9,10,70,7,"Online"
"Male","Male","No","Medium City","Asian","Atheist",2,31,3.5,0,0,0,0,"19","high school",2,"3",6,5,22,"independence","good manners","obedience","well-behaved","Donald Trump","Gary Johnson",1,"Libertarian",4,2,20,40,1,"Online"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",6,26,3.6,5,5,1,1,"14","college",4,"5",3,6,90,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Democratic",1,8,0,90,9,"Online"
"Female","Female","No","Big City","Asian","Atheist",0,27,3.4,3,2,0,0,"17","college",4,"4",5,8,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",8,8,15,100,5,"Online"
"Female","Female","No","Big City Subrub","White","Atheist",0,28,3.7,8,8,0,0,"18","college",7,"3",10,3,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",8,9,15,90,9,"Online"
"Female","Female","No","Small Town","White","Christian",2,22,3.9,0,0,1,1,"16","kindergarten",5,"4",3,2,80,"respect for their elders","good manners","obedience","well-behaved","Unsure","Donald Trump",2,"Republican",5,8,0,100,10,"Online"
"Male","Male","No","Big City Subrub","Asian","Christian",0,23,3.1,0,0,0,0,"16","college",1,"4",5,7,20,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",7,8,15,100,7,"Online"
"Female","Female","Yes","Medium City","White","Christian",6,29,3.9,12,6,2,1,"16","college",7,"5",5,3,100,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",5,9,0,70,0,"Online"
"Female","Female","No","Small Town","White","Christian",7,25,4,4,3,1,2,"15","college",5,"3",5,2,60,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",10,"Republican",4,10,0,80,6,"Online"
"Male","Male","Yes","Big City Subrub","White","Christian",5,35,3.7,15,20,6,1,"13","high school",2,"4",5,6,150,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",3,6,10,90,7,"Online"
"Female","Female","Yes","Big City Subrub","Asian","Atheist",0,31,3.5,10,6,5,0,"13","college",4,"5",6,8,450,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",4,"Democratic",0,7,0,80,7,"Online"
"Female","Female","Yes","Medium City","White","Christian",7,25,3.1,4,2,1,1,"15","high school",50,"2",26,5,90,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",5,"Democratic",6,10,0,80,7,"Online"
"Female","Female","No","Small Town","White","Atheist",1,25,2.9,0,0,0,0,"19","college",10,"5",4,9,80,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",2,"Democratic",5,10,5,0,8,"Online"
"Male","Male","Yes","Big City Subrub","White","Christian",3,31,2.9,10,10,1,0,"15","high school",1,"3",4,6,80,"respect for their elders","good manners","self-reliance","being considerate","John Kacich","Gary Johnson",7,"Republican",5,5,0,70,3,"Online"
"Female","Female","No","Big City Subrub","Other","Christian",6,29,2.7,6,6,4,2,"8","college",6,"6",4,0,250,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",6,"Independent",0,8,0,60,9,"Online"
"Female","Female","No","Big City Subrub","Asian","Christian",4,31,3.3,10,10,0,0,"19","middle school",1,"9",10,3,100,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",4,7,10,100,3,"Online"
"Male","Male","Yes","Big City Subrub","White","Jewish",7,29,3.5,3,6,0,1,"14","college",2,"2",2,4,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",4,8,5,0,8,"Online"
"Male","Male","No","Medium City","White","Agnostic",0,30,3,0,0,2,2,"17","college",0,"1",1,7,80,"independence","curiosity","self-reliance","well-behaved","Donald Trump","Donald Trump",5,"Other",4,2,0,0,0,"Online"
"Female","Female","No","Medium City","White","Christian",1,32,3.8,0,0,1,3,"15","college",0,"3",4,7,60,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Libertarian",7,8,5,90,6,"Online"
"Female","Female","No","Medium City","Other","Christian",6,18,3.7,5,1,8,3,"14","college",3,"2",3,5,60,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",3,7,0,0,3,"Online"
"Female","Female","No","Medium City","Asian","Agnostic",0,25,3.7,1,0,0,0,"still waiting","high school",7,"2",5,8,20,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",2,8,5,100,5,"Online"
"Female","Female","No","Medium City","Asian","Agnostic",0,28,2.6,0,0,1,1,"19","high school",5,"1",5,0,80,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",1,"Libertarian",1,2,10,100,9,"Online"
"Male","Male","No","Big City","White","Christian",9,27,3.6,5,10,1,1,"15","college",4,"1",4,10,10,"independence","curiosity","obedience","well-behaved","Donald Trump","Donald Trump",9,"Republican",5,10,0,100,10,"Online"
"Female","Female","Yes","Big City","Asian","Buddhist",5,22,3.6,0,0,0,2,"13","college",1,"3",7,0,80,"respect for their elders","curiosity","obedience","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",7,7,20,10,10,"Online"
"Male","Male","No","Big City","Asian","Agnostic",0,32,3.9,2,0,2,1,"15","high school",2,"2",5,10,100,"independence","curiosity","obedience","being considerate","Hillary Clinton","Hillary Clinton",5,"Other",9,8,10,30,3,"Online"
"Male","Male","No","Medium City","Asian","Christian",4,29,2.9,5,0,2,0,"still waiting","middle school",3,"2",3,9,1000,"respect for their elders","curiosity","self-reliance","being considerate","Ted Cruz","Hillary Clinton",9,"Republican",3,5,0,90,10,"Online"
"Male","Male","No","Big City","Asian","Atheist",0,32,2.8,0,0,0,0,"still waiting","college",0,"2",2,8,300,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",0,"Independent",9,9,0,100,10,"Online"
"Male","Male","Yes","Big City Subrub","White","Jewish",2,28,3.9,4,2,0,2,"17","college",2,"2",2,7,95,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Libertarian",3,9,0,80,8,"Online"
"Female","Female","No","Big City","Asian","Atheist",0,32,3.3,2,0,1,1,"20","middle school",1,"3",3,8,300,"independence","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",3,"Other",3,7,0,100,3,"Online"
"Male","Male","No","Medium City","Other","Muslim",3,27,2.5,7,16,2,1,"17","college",10,"1",4,5,200,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",4,6,0,0,6,"Online"
"Female","Female","No","Small Town","Hispanic","Religious but not one of the above",3,30,2.8,3,1,3,1,"14","college",2,"3",7,5,80,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",10,"Democratic",5,9,15,0,8,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",5,28,3.6,20,30,9,1,"7","college",15,"2",16,10,180,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",7,"Republican",5,10,20,80,7,"Online"
"Female","Female","No","Big City Subrub","Asian","Religious but not one of the above",1,36,3.5,0,0,1,2,"16","lower grades",3,"3",2,5,50,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",8,"Other",4,10,10,70,5,"Online"
"Female","Female","Yes","Big City Subrub","White","Christian",7,29,3.4,8,0,0,0,"19","high school",6,"3",10,0,80,"respect for their elders","curiosity","self-reliance","being considerate","Marco Rubio","Gary Johnson",6,"Republican",1,10,10,60,3,"Online"
"Male","Male","Yes","Big City Subrub","White","Jewish",0,36,3,1,1,9,1,"12","college",4,"1",15,10,2000,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Other",3,10,0,100,0,"Online"
"Male","Male","Yes","Medium City","Hispanic","Atheist",0,30,2.6,6,22,30,4,"13","high school",1,"1",3,2,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",9,6,25,10,1,"Online"
"Male","Male","No","Big City Subrub","Asian","Religious but not one of the above",7,30,3.6,3,0,0,0,"still waiting","college",2,"1",12,7,1500,"respect for their elders","curiosity","obedience","being considerate","Unsure","Donald Trump",7,"Republican",4,10,0,100,8,"Online"
"Female","Female","No","Big City","Asian","Christian",3,32,3.2,2,2,3,3,"17","high school",1,"3",3,8,50,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",5,"Democratic",0,2,0,100,0,"Online"
"Male","Male","No","Big City Subrub","Black","Religious but not one of the above",5,19,2.7,3,1,20,3,"12","college",4,"6",5,7,1000,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Other",5,10,25,40,7,"Online"
"Male","Male","No","Big City Subrub","Hispanic","Christian",3,27,3.4,6,6,0,0,"19","lower grades",4,"4",5,3,100,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",2,"Democratic",4,9,0,70,7,"Online"
"Female","Female","No","Big City","Hispanic","Agnostic",1,26,3.2,6,10,3,2,"14","college",7,"7",4,8,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",0,"Independent",5,8,20,100,10,"Online"
"Male","Male","No","Medium City","Asian","Religious but not one of the above",3,28,3.3,5,5,0,0,"13","college",1,"6",1,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",7,5,15,0,4,"Online"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,28,3.6,14,10,0,1,"13","high school",6,"5",30,0,98,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",7,"Democratic",5,10,15,80,10,"Online"
"Female","Female","No","Big City Subrub","White","Agnostic",0,33,3.3,10,10,15,2,"16","middle school",1,"0",3,5,110,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Gary Johnson",2,"Democratic",4,5,0,100,3,"Online"
"Male","Male","No","Big City","Black","Christian",8,26,3.8,6,2,6,1,"14","high school",7,"2",8,8,74,"independence","good manners","obedience","well-behaved","Bernie Sanders","Unsure",5,"Democratic",6,10,0,0,6,"Online"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,29,3.7,20,13,9,4,"14","college",5,"2",6,6,300,"independence","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",2,"Other",5,6,15,90,9,"Online"
"Male","Male","No","Big City Subrub","White","Christian",7,27,3.6,6,6,1,1,"15","high school",0,"1",2,5,300,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",5,"Independent",2,8,20,70,0,"Online"
"Male","Male","No","Medium City","White","Christian",1,25,3.4,2,1,8,1,"16","high school",1,"2",3,8,250,"independence","good manners","self-reliance","being considerate","Unsure","Donald Trump",8,"Republican",5,10,0,0,3,"Online"
"Male","Male","Yes","Big City Subrub","White","Jewish",5,31,3.6,6,12,4,1,"13","high school",7,"3",3,7,1000,"independence","curiosity","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",4,"Democratic",5,10,0,100,10,"Online"
"Male","Male","No","Small Town","Other","Religious but not one of the above",6,18,2.8,4,6,10,5,"13","college",4,"6",4,9,80,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",5,"Republican",8,9,40,0,8,"Online"
"Male","Male","No","Medium City","Asian","Agnostic",1,28,3,0,1,1,0,"23","lower grades",1,"1",1,7,80,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",3,"Other",6,5,10,20,2,"Online"
"Male","Male","Yes","Small Town","White","Christian",8,30,3.7,6,4,0,0,"still waiting","college",10,"1",2,7,80,"respect for their elders","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",9,"Republican",6,9,15,0,6,"Online"
"Female","Female","Yes","Big City Subrub","Hispanic","Christian",7,27,1.9,8,8,7,2,"13","college",7,"8",3,0,500,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",4,10,10,20,9,"Online"
"Male","Male","Yes","Small Town","White","Christian",5,25,3.8,5,0,0,1,"16","high school",7,"4",8,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Ben Carson","Donald Trump",8,"Republican",8,9,10,20,10,"Online"
"Female","Female","No","Big City","Asian","Buddhist",2,29,3.1,4,5,0,0,"16","college",1,"5",6,5,100,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",0,"Democratic",1,9,0,0,8,"Online"
"Male","Male","No","Small Town","White","Christian",5,24,3.5,13,15,1,1,"17","college",3,"1",5,7,90,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",7,"Republican",6,10,25,80,8,"Online"
"Female","Female","No","Big City","Asian","Atheist",1,34,3.5,4,0,0,2,"18","high school",2,"7",3,5,30,"independence","curiosity","self-reliance","being considerate","Other","Other",6,"Other",4,9,5,100,6,"Online"
"Male","Male","No","Big City Subrub","Asian","Christian",2,33,3.3,1,3,2,2,"16","high school",1,"4",10,10,300,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Democratic",5,8,0,100,8,"Online"
"Female","Female","Yes","Medium City","White","Religious but not one of the above",2,25,3.5,15,15,1,3,"13","middle school",4,"3",7,6,75,"independence","good manners","self-reliance","being considerate","Unsure","Unsure",8,"Republican",4,9,0,40,8,"Online"
"Female","Female","No","Big City","Asian","Agnostic",2,24,3.4,0,0,0,0,"still waiting","middle school",3,"3",4,5,75,"respect for their elders","good manners","obedience","being considerate","Unsure","Other",5,"Other",6,9,0,100,5,"Online"
"Female","Other","No","Big City Subrub","Asian","Buddhist",5,25,4,4,2,0,0,"still waiting","college",3,"4",4,4,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",3,"Democratic",1,7,0,50,0,"Online"
"Male","Male","No","Small Town","White","Christian",6,25,3.5,9,14,4,2,"12","high school",1,"1",1,10,60,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",9,"Republican",1,9,0,10,2,"Online"
"Female","Female","No","Medium City","Hispanic","Christian",2,34,3.9,5,6,4,2,"12","college",2,"4",2,2,450,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Other",2,"Democratic",5,10,20,0,8,"Online"
"Male","Male","No","Big City Subrub","Hispanic","Christian",8,26,3.3,1,10,1,2,"13","high school",2,"3",5,0,60,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Gary Johnson",6,"Democratic",5,9,0,50,9,"Online"
