"gender","genderID","ethnicity","citizen","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexualOrientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","innocentVsGuility","sexVsLove","attendance","version"
"Female","Female","White","Yes","No",4,2,5,"straight","Yes",3,"No","No","No",9,10,0,2,2,8,0,10,4,"Yes - I already have",2,"Always Legal","No","October","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","No",5,3,5,"straight","Yes",13,"No","No","No",6,5,1,0,0,0,0,6,3,"Yes - I would",5,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","Other","Yes","Uncertain",6,5,5,"straight","Yes",2,"No","No","No",7,9,3,5,5,6,1,10,0,"Yes - I already have",3,"Always Legal","No","May","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",2,3,3,"bi","Yes",17,"No","Yes","Yes",3,2,4,0,0,12,2,6,3,"Yes - I already have",1,"Always Legal","No","May","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","No",7,5,10,"straight","Yes",5,"No","No","No",7,7,2,0,0,0,0,5,10,"Yes - I would",2,"Neutral","Yes","August","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Asian","No","Uncertain",0,9,9,"straight","Yes",22,"No","No","No",6,6,5,4,2,0,0,6,9,"No",2,"Neutral","No","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","No",6,0,2,"bi","Yes",13,"No","Yes","No",6,6,5,0,0,0,0,1,3,"Yes - I would",4,"Always Legal","No","May","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","No","No",0,0,0,"straight","Yes",8,"Yes","Yes","No",10,10,0,0,0,1,0,8,8,"Yes - I already have",2,"Legal most of the time","Yes","June","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",6,2,4,"straight","Yes",12,"No","No","No",8,8,3,0,0,1,1,6,8,"Yes - I already have",3,"Always Legal","No","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Asian","No","Yes",0,10,7,"straight","Yes",3,"No","No","No",3,2,8,10,5,8,1,4,6,"Yes - I would",2,"Neutral","No","February","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","No",7,5,5,"straight","Yes",6,"No","No","No",7,7,2,0,0,1,2,5,5,"Yes - I already have",0,"Legal most of the time","Yes","February","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","Asian","No","No",5,5,8,"straight","Yes",15,"No","No","No",8,8,2,2,2,0,0,8,8,"Yes - I would",3,"Always Legal","Yes","April","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Male","Male","Asian","No","No",0,5,5,"straight","Yes",8,"No","No","No",3,3,7,3,3,0,1,5,2,"Yes - I would",2,"Neutral","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","Asian","No","No",3,3,6,"bi","No",17,"No","No","No",6,7,3,2,0,0,1,9,3,"Yes - I would",0,"Legal most of the time","Yes","June","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","Yes","No",8,2,9,"straight","Yes",6,"No","No","No",3,4,6,5,5,0,0,0,0,"Yes - I would",3,"Neutral","Yes","March","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",5,5,5,"straight","Yes",12,"No","No","No",8,8,2,0,0,6,1,6,6,"Yes - I already have",4,"Neutral","No","October","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Male","Male","Black","Yes","No",5,4,3,"straight","Yes",10,"No","No","No",2,2,8,7,5,2,1,8,5,"Yes - I already have",2,"Always Legal","Yes","June","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Asian","Yes","No",5,3,5,"straight","Yes",2,"No","No","No",6,5,0,8,8,1,2,10,10,"Yes - I already have",2,"Legal most of the time","Yes","December","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",7,6,7,"straight","Yes",14,"No","No","No",9,9,1,5,5,1,1,5,5,"Yes - I already have",4,"Neutral","No","August","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Yes",7,8,10,"straight","Yes",2,"No","No","No",10,10,0,2,2,0,1,8,10,"Yes - I would",3,"Illegal most of the time","Yes","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",4,8,10,"straight","Yes",11,"No","No","No",10,10,10,0,0,13,1,6,5,"Yes - I already have",3,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","Yes","No",6,2,4,"straight","Yes",7,"No","No","No",2,2,8,0,0,0,0,9,4,"Yes - I would",4,"Always Legal","Yes","November","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Hispanic","Yes","No",2,6,6,"straight","Yes",7,"No","No","No",10,10,2,0,0,3,2,10,10,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","No","Uncertain",2,5,5,"straight","Yes",15,"No","No","No",7,7,5,6,8,0,0,6,8,"Yes - I would",2,"Always Legal","No","August","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","No",0,0,6,"bi","Some do",17,"No","No","Yes",5,5,6,0,0,1,2,3,1,"Yes - I already have",1,"Always Legal","No","November","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","White","Yes","No",7,4,6,"straight","Yes",5,"No","No","No",4,5,2,1,3,3,1,7,7,"Yes - I already have",4,"Always Legal","No","July","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","Asian","No","No",0,6,4,"straight","Yes",17,"Yes","Yes","Yes",6,7,3,0,0,1,1,10,6,"Yes - I would",2,"Always Legal","Yes","July","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Asian","No","Uncertain",0,0,0,"straight","Some do",5,"No","No","No",10,5,3,5,0,0,0,0,0,"Unsure",2,"Legal most of the time","Yes","June","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","No","No",0,3,6,"straight","Yes",4,"No","No","No",2,2,9,3,2,0,0,8,3,"Yes - I would",2,"Illegal most of the time","Yes","March","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Male","Male","White","Yes","No",4,5,8,"straight","Yes",2,"No","No","No",2,2,8,0,0,7,3,7,7,"Yes - I already have",2,"Always Illegal","No","February","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",5,2,4,"straight","Yes",6,"No","No","No",10,10,0,0,0,3,1,6,6,"Yes - I already have",3,"Always Legal","No","July","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Black","Yes","No",6,2,4,"straight","Yes",12,"No","No","No",5,4,8,4,4,1,1,7,5,"Yes - I already have",4,"Legal most of the time","Yes","February","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","White","No","No",7,0,3,"bi","Some do",18,"No","Yes","No",1,0,0,0,0,50,2,10,10,"Yes - I already have",2,"Legal most of the time","Yes","July","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Female","Other","White","Yes","No",0,0,2,"bi","Yes",15,"No","Yes","Yes",5,6,7,0,0,1,5,0,2,"Yes - I already have",0,"Always Legal","No","May","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","Asian","No","No",0,5,5,"straight","Yes",12,"No","No","No",5,5,5,5,5,0,0,5,5,"Yes - I would",2,"Always Legal","Yes","January","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Yes",2,4,3,"straight","Yes",2,"No","No","No",7,7,3,2,2,7,2,8,7,"Yes - I already have",2,"Always Legal","No","December","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","No",0,4,7,"straight","Yes",7,"No","No","Yes",8,8,2,0,0,5,1,5,2,"Yes - I already have",0,"Always Legal","Yes","August","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",5,7,10,"straight","Yes",12,"No","No","No",8,8,2,1,1,4,2,8,10,"Yes - I already have",4,"Legal most of the time","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Female","Other","Yes","No",7,0,2,"gay/lesbian","Yes",13,"No","Yes","Yes",9,9,6,0,0,3,2,9,6,"Yes - I already have",1,"Always Legal","Yes","February","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Hispanic","Yes","Uncertain",4,6,8,"straight","Yes",4,"No","No","No",10,10,0,0,0,4,1,8,10,"Yes - I already have",2,"Always Legal","Yes","August","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Asian","No","No",0,10,5,"straight","Yes",10,"No","No","No",10,10,0,0,10,10,3,10,10,"Yes - I already have",2,"Neutral","Yes","March","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Female","Female","Black","Yes","No",5,3,7,"straight","Yes",12,"No","No","No",9,9,0,2,2,1,0,6,9,"Yes - I would",3,"Always Legal","Yes","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","No","Yes",0,5,5,"straight","Yes",11,"No","No","No",10,9,1,1,1,0,0,8,8,"Unsure",2,"Always Legal","Yes","March","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Hispanic","Yes","No",6,2,4,"straight","Yes",2,"No","Yes","No",8,10,2,2,1,9,2,7,5,"Yes - I already have",4,"Legal most of the time","No","August","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",1
"Female","Other","Asian","No","No",1,5,10,"straight","Yes",10,"Yes","No","No",5,5,5,4,5,49,10,4,4,"Unsure",1,"Always Legal","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Other","Hispanic","Yes","No",8,0,3,"gay/lesbian","Some do",13,"No","Yes","Yes",2,6,8,0,0,0,1,0,8,"Unsure",0,"Always Legal","Yes","February","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","No","No",5,1,2,"straight","Yes",3,"No","No","No",1,0,10,0,0,1,1,10,7,"Yes - I would",2,"Neutral","Yes","December","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Hispanic","Yes","No",7,4,4,"straight","Yes",10,"No","No","No",10,8,0,0,0,2,1,3,0,"Yes - I already have",4,"Always Legal","No","November","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",7,3,4,"straight","Yes",10,"No","Yes","No",10,10,3,4,6,1,2,7,3,"No",3,"Always Legal","Yes","July","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","No","No",5,5,5,"straight","Yes",2,"No","No","No",9,8,0,5,5,0,0,0,10,"No",2,"Neutral","Yes","December","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Asian","Yes","Uncertain",6,5,5,"straight","Yes",2,"No","No","No",2,2,10,0,0,1,1,3,1,"Yes - I already have",2,"Neutral","No","March","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","White","Yes","No",3,1,5,"straight","Yes",4,"No","No","No",10,10,0,0,0,1,2,7,6,"Yes - I already have",3,"Always Legal","Yes","February","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","No","No",3,5,7,"straight","Yes",13,"No","Yes","No",8,10,9,0,1,3,0,8,5,"Yes - I already have",2,"Always Legal","No","February","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",1
"Female","Female","Hispanic","Yes","No",2,2,3,"straight","Yes",7,"No","No","No",10,10,0,1,1,1,1,7,7,"Yes - I already have",2,"Always Legal","No","August","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","No","Uncertain",0,5,5,"straight","Yes",13,"No","No","No",8,6,2,5,5,2,3,8,6,"Yes - I already have",2,"Always Legal","No","January","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",6,1,1,"straight","Yes",6,"No","No","No",5,6,3,10,10,15,1,6,2,"Yes - I already have",3,"Neutral","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","Asian","Yes","Uncertain",7,3,5,"straight","Yes",2,"No","No","No",10,10,0,3,3,0,0,8,5,"Yes - I would",3,"Legal most of the time","Yes","February","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Male","Male","Hispanic","Yes","No",5,5,5,"straight","Yes",9,"No","No","No",3,2,8,0,0,21,2,10,4,"Yes - I already have",5,"Neutral","No","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","Asian","No","No",1,4,5,"straight","Yes",12,"No","No","No",8,7,1,0,0,0,0,10,6,"Unsure",2,"Always Legal","No","March","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","Uncertain",1,1,1,"straight","Yes",12,"No","No","No",10,10,0,0,0,7,1,6,3,"Yes - I already have",4,"Always Legal","No","February","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","Yes",7,3,5,"straight","Yes",12,"No","No","No",9,10,1,0,0,0,0,7,9,"Unsure",2,"Legal most of the time","No","December","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Uncertain",2,5,5,"straight","Yes",7,"No","No","No",1,0,0,10,10,0,0,9,5,"Yes - I would",3,"Illegal most of the time","No","October","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","No",7,5,5,"straight","Yes",3,"No","No","No",7,8,2,5,5,2,3,6,8,"Yes - I already have",3,"Neutral","No","December","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",8,1,4,"straight","Yes",6,"Yes","Yes","No",10,9,2,0,0,2,0,9,6,"Yes - I already have",1,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Yes",5,7,7,"straight","Yes",2,"No","No","No",10,10,0,2,2,2,1,8,3,"Yes - I already have",4,"Legal most of the time","Yes","November","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","Yes","No",5,2,1,"straight","Yes",6,"No","Yes","No",9,9,3,2,2,1,1,5,3,"Yes - I already have",3,"Always Legal","Yes","August","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",5,4,5,"straight","Yes",13,"No","No","No",10,7,0,5,5,2,1,6,6,"Yes - I would",3,"Neutral","Yes","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",2,3,8,"straight","Yes",12,"No","No","No",8,8,1,0,0,0,0,10,7,"Yes - I would",3,"Always Legal","No","July","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","No",2,5,5,"straight","Yes",9,"No","No","No",0,0,5,0,0,1,1,8,4,"Yes - I already have",3,"Always Legal","No","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","No",1,2,3,"straight","Yes",5,"No","No","No",7,7,2,3,3,8,0,7,3,"Yes - I already have",3,"Always Legal","Yes","December","No preference","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Yes",5,8,8,"straight","Yes",6,"No","No","No",8,8,0,0,0,0,2,5,10,"Unsure",4,"Always Illegal","Yes","June","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","Yes","Uncertain",5,5,5,"straight","Yes",2,"No","No","No",6,6,2,0,0,7,0,7,3,"Yes - I already have",2,"Always Legal","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","No",1,2,8,"straight","Yes",2,"No","No","No",9,8,3,0,0,6,0,5,2,"Yes - I already have",3,"Always Legal","No","October","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",7,3,2,"straight","Yes",5,"No","No","No",9,9,2,1,1,0,1,3,9,"No",3,"Legal most of the time","No","June","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",5,3,6,"straight","Yes",2,"No","No","No",10,10,0,10,9,2,1,9,10,"Yes - I already have",2,"Legal most of the time","No","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",7,3,7,"straight","Yes",8,"No","No","No",10,10,0,0,0,6,2,8,3,"Yes - I already have",3,"Always Legal","No","November","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",1,0,5,"straight","Yes",5,"No","No","No",8,9,2,0,0,1,0,10,8,"Yes - I already have",3,"Always Legal","Yes","January","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","Asian","Yes","No",1,0,6,"gay/lesbian","Some do",16,"Yes","No","Yes",7,7,4,0,0,0,0,2,2,"Yes - I would",0,"Always Legal","Yes","February","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","No","Uncertain",0,5,8,"straight","Yes",15,"No","No","No",6,8,2,0,3,1,1,5,8,"Yes - I already have",2,"Legal most of the time","No","January","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","White","Yes","No",3,5,5,"straight","Yes",5,"No","No","No",2,3,7,0,0,10,2,6,5,"Yes - I would",2,"Neutral","No","April","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","No",1,0,0,"straight","Yes",10,"No","No","No",4,3,9,0,0,4,1,7,4,"Yes - I already have",3,"Always Legal","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","White","Yes","Yes",8,4,6,"straight","Yes",4,"No","No","No",9,9,1,2,5,0,0,7,4,"Unsure",3,"Illegal most of the time","No","March","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",0,3,4,"straight","Yes",5,"No","Yes","Yes",8,7,2,0,0,0,1,6,8,"Yes - I would",3,"Always Legal","No","October","No preference","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","Yes","No",8,5,7,"straight","Yes",13,"No","No","No",7,7,2,5,5,0,1,4,8,"Unsure",3,"Illegal most of the time","Yes","November","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Black","Yes","Uncertain",5,5,5,"straight","Yes",6,"No","No","No",5,6,0,5,5,1,1,0,10,"Yes - I already have",2,"Always Legal","Yes","November","Under","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",2,2,4,"straight","Yes",9,"No","Yes","No",8,8,0,0,0,3,3,10,10,"Yes - I already have",1,"Always Legal","Yes","December","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Female","Female","White","Yes","No",0,5,8,"straight","Yes",8,"No","No","No",10,10,10,0,4,3,2,10,8,"Yes - I already have",3,"Legal most of the time","Yes","February","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","Hispanic","Yes","No",0,0,5,"straight","Yes",12,"No","No","No",10,10,0,0,0,6,1,7,4,"Yes - I already have",0,"Always Legal","No","March","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Asian","Yes","No",4,10,10,"straight","Yes",2,"No","No","No",0,0,7,0,0,3,1,10,10,"Yes - I already have",2,"Always Legal","Yes","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","Uncertain",8,7,7,"straight","Yes",7,"No","No","No",8,7,1,2,2,1,1,0,8,"Yes - I already have",6,"Illegal most of the time","Yes","November","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Hispanic","Yes","No",6,2,7,"straight","Yes",10,"No","Yes","No",9,10,1,7,6,3,2,8,5,"Yes - I already have",3,"Always Legal","No","February","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","White","Yes","Yes",0,8,0,"straight","Yes",13,"No","No","No",1,0,7,5,0,2,1,5,9,"Yes - I already have",2,"Always Legal","Yes","February","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Uncertain",2,1,6,"straight","Yes",11,"Yes","No","Yes",4,9,5,0,0,1,0,3,6,"Yes - I already have",2,"Always Legal","No","February","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","Yes",9,8,9,"straight","Yes",4,"No","No","No",9,8,1,8,7,2,2,1,10,"Yes - I already have",5,"Neutral","No","March","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","White","Yes","No",0,2,4,"straight","Yes",8,"No","No","No",2,2,8,0,0,1,2,6,10,"Yes - I already have",2,"Legal most of the time","No","June","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Asian","No","No",2,5,8,"straight","Yes",8,"No","No","No",1,2,10,0,0,0,1,8,7,"Yes - I would",2,"Neutral","No","March","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","No","No",7,5,8,"straight","Yes",2,"No","No","No",10,10,1,3,7,0,1,7,10,"Yes - I would",3,"Illegal most of the time","Yes","December","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Male","Male","White","Yes","No",0,2,7,"gay/lesbian","Some do",14,"No","Yes","Yes",4,3,1,0,0,11,2,7,3,"Yes - I already have",3,"Legal most of the time","No","July","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","No","Yes",7,5,5,"straight","Yes",7,"No","No","No",8,7,2,1,1,3,0,2,7,"Yes - I already have",2,"Legal most of the time","No","October","Over","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Asian","No","No",5,5,4,"straight","Yes",12,"No","No","No",0,0,5,6,4,0,6,7,5,"Yes - I would",4,"Illegal most of the time","Yes","September","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Asian","Yes","No",8,5,5,"straight","Yes",10,"No","No","No",10,10,0,0,0,0,0,0,10,"No",3,"Always Legal","Yes","December","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",6,7,5,"straight","Yes",5,"No","No","No",10,10,0,2,2,2,1,6,4,"Yes - I already have",2,"Legal most of the time","No","October","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Male","Male","Other","Yes","Yes",6,5,5,"straight","Yes",8,"No","No","No",2,2,10,5,5,10,3,7,4,"Yes - I already have",2,"Illegal most of the time","No","March","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",1
"Male","Male","Hispanic","Yes","No",1,0,10,"straight","Yes",4,"No","No","No",5,5,4,0,0,0,1,7,10,"Yes - I would",2,"Legal most of the time","No","January","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","No","Uncertain",0,4,3,"straight","Yes",15,"Yes","No","No",8,9,2,3,3,0,1,1,9,"Unsure",1,"Illegal most of the time","No","May","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",1
"Male","Male","Asian","Yes","No",0,5,5,"straight","Yes",2,"No","No","No",5,6,8,10,10,0,0,1,5,"No",2,"Legal most of the time","Yes","July","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","Yes",5,7,9,"straight","Yes",6,"No","Yes","Yes",3,1,8,2,0,50,3,7,0,"Yes - I already have",4,"Illegal most of the time","No","March","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","Black","Yes","No",7,5,5,"straight","Yes",8,"No","No","No",6,6,0,10,10,5,1,5,9,"Yes - I already have",3,"Always Legal","Yes","February","Under","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","No","No",5,3,8,"bi","No",18,"Yes","No","Yes",7,6,5,0,0,1,1,10,10,"Yes - I already have",0,"Always Legal","Yes","January","No preference","FOLD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","Uncertain",2,9,8,"straight","Yes",2,"No","No","No",0,0,10,10,8,11,2,10,8,"Yes - I already have",2,"Always Legal","No","March","Over","WAD","Burger King","Mcdonalds","Innocent Executed","No Love","wedding",1
"Male","Male","White","Yes","No",4,2,7,"bi","Some do",17,"Yes","No","No",3,2,7,0,0,0,0,7,2,"Yes - I would",3,"Legal most of the time","No","August","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",2
"Male","Male","Asian","No","Uncertain",0,4,7,"straight","Yes",10,"No","No","No",4,3,7,0,0,1,1,9,6,"Yes - I already have",2,"Always Legal","Yes","March","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","White","Yes","Yes",7,9,10,"straight","Yes",8,"No","No","No",10,9,10,9,5,1,1,8,8,"Yes - I already have",4,"Illegal most of the time","No","April","No preference","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
