"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","vote","politicalParty","president","workHr","tuition"
"female","yes","small town","White","Christian",5,29,3.5,16,18,5,0,"no",0,4,7,9,0,"Democrat","Obama",0,50
"male","yes","big city suburb","White","Jewish",4,27,3.2,12,15,0,1,"yes",2,4,5,6,9,"Democrat","Obama",20,90
"female","yes","big city","White","Christian",6,29,3.6,10,25,6,0,"no",0,1,6,6,8,"Democrat","Undecided",20,80
"female","no","big city suburb","Asian","Buddhist",2,25,3.2,6,1,0,0,"no",0,6,0,7,3,"Other","Undecided",0,100
"female","yes","big city suburb","White","Christian",1,26,2.8,6,12,4,0,"no",0,3,5,9,10,"Democrat","Obama",0,100
"female","no","small town","White","Atheist",0,32,3.9,0,0,0,0,"no",0,1,2,4,10,"Democrat","Obama",10,50
"female","no","small town","White","Christian",3,24,3.2,10,10,0,0,"no",0,2,7,4,10,"Democrat","Obama",10,70
"male","no","big city suburb","Asian","Christian",3,31,3.1,2,2,1,5,"no",3,5,5,8,0,"Republican","Not Voting",0,100
"female","no","medium city","Mixed","Christian",8,24,4,1,0,8,7,"no",5,3,4,1,10,"Democrat","Obama",0,0
"female","no","medium city","Black","Christian",7,24,3.3,3,0,2,8,"no",0,4,0,3,10,"Democrat","Obama",0,10
"female","yes","big city suburb","Mixed","Agnostic",2,29,3.5,6,14,0,0,"no",3,6,7,6,10,"Democrat","Obama",0,90
"female","yes","big city suburb","White","Christian",2,26,2.7,15,20,0,10,"no",5,5,4,6,10,"Other","Romney",0,100
"female","no","big city suburb","Black","Christian",8,25,3,5,0,1,5,"no",6,4,6,7,10,"Democrat","Obama",10,70
"female","no","big city","Asian","Christian",7,24,3.6,15,2,0,5,"no",3,5,5,5,3,"Democrat","Undecided",15,0
"female","no","medium city","Black","Christian",8,27,2.5,10,10,7,6,"no",8,1,5,5,10,"Democrat","Obama",10,20
"female","yes","big city suburb","White","Jewish",5,25,3,6,14,0,0,"no",0,1,5,4,7,"Democrat","Romney",0,100
"female","no","big city suburb","Black","Muslim",2,26,2.8,5,2,0,4,"no",1,5,8,8,7,"Democrat","Obama",0,40
"female","no","big city","Asian","Agnostic",0,24,3.1,4,1,1,0,"no",6,1,8,1,5,"Democrat","Obama",0,0
"female","no","big city suburb","White","Other Religion",5,28,3.7,9,10,2,0,"no",5,7,9,5,7,"Other","Undecided",0,90
"male","no","small town","Asian","Christian",9,26,3.3,0,0,0,0,"no",0,5,3,3,4,"Democrat","Obama",0,100
"female","no","big city suburb","White","Christian",9,28,3.9,8,6,1,8,"no",3,9,3,5,5,"Republican","Romney",20,0
"female","no","medium city","White","Agnostic",0,24,3,5,3,1,0,"no",3,4,5,2,10,"Democrat","Obama",0,30
"female","no","big city","Hispanic","Christian",3,23,3,5,5,0,0,"no",8,2,7,0,10,"Democrat","Obama",0,0
"female","no","big city","Black","Christian",6,24,2.6,9,6,1,0,"no",2,3,5,0,10,"Democrat","Obama",5,90
"female","no","small town","White","Christian",8,27,3.3,2,2,0,9,"no",9,5,6,4,10,"Republican","Undecided",10,10
"male","no","big city suburb","White","Christian",7,28,2.9,13,30,2,8,"no",5,7,6,8,10,"Republican","Romney",35,80
"female","yes","small town","White","Christian",10,27,3.9,15,20,1,0,"no",2,1,2,4,10,"Democrat","Obama",0,70
"male","no","small town","White","Christian",10,23,3.6,0,0,0,10,"no",10,6,4,0,10,"Other","Romney",10,10
"male","no","big city suburb","Asian","Christian",8,29,3,0,0,0,5,"no",5,5,5,8,0,"Other","Not Voting",0,100
"female","yes","small town","White","Christian",7,27,3.6,6,10,3,10,"no",9,7,7,5,10,"Republican","Romney",10,100
"male","yes","big city suburb","White","Christian",6,31,2.9,12,20,5,9,"no",8,9,10,9,10,"Republican","Romney",10,0
"male","yes","big city suburb","Asian","Agnostic",1,28,3.4,50,30,2,2,"yes",0,8,8,9,8,"Republican","Romney",10,100
"female","yes","big city suburb","Asian","Christian",8,28,3.5,0,0,0,8,"no",9,6,7,0,0,"Democrat","Not Voting",0,100
"male","no","medium city","Asian","Muslim",7,27,3.8,0,0,1,10,"no",7,5,6,9,5,"Democrat","Obama",0,0
"male","no","big city","Asian","Christian",7,27,3,6,10,2,5,"no",5,5,6,7,0,"Democrat","Not Voting",0,50
"female","no","big city suburb","Black","Christian",7,19,2.8,10,5,9,1,"yes",0,5,8,9,10,"Other","Obama",25,10
"female","yes","medium city","Asian","Atheist",2,25,2.5,5,6,3,0,"no",0,6,8,8,10,"Other","Obama",0,0
"female","no","big city suburb","Asian","Hindu",6,32,3.4,6,5,0,0,"no",4,4,7,5,8,"Democrat","Obama",0,80
"female","yes","big city suburb","White","Christian",6,28,3.9,7,7,2,5,"no",4,5,4,3,7,"Republican","Romney",0,100
"male","yes","big city suburb","White","Christian",5,29,3.1,20,50,25,5,"yes",10,8,8,6,10,"Republican","Romney",0,100
"female","no","medium city","Hispanic","Christian",6,25,3.6,3,4,0,0,"no",8,3,3,2,9,"Democrat","Obama",0,40
"female","no","big city","Black","Christian",5,22,3.3,9,9,7,5,"no",0,2,5,8,10,"Republican","Obama",0,100
"female","no","big city","White","Atheist",0,22,3.4,5,3,5,0,"yes",0,2,2,5,10,"Other","Obama",10,100
"female","no","big city suburb","Asian","Hindu",5,29,3.1,6,4,1,0,"no",3,2,6,6,8,"Democrat","Obama",0,100
"male","no","big city","Black","Christian",6,22,2.6,6,4,0,10,"no",2,5,2,8,8,"Democrat","Obama",0,70
"male","yes","big city suburb","White","Christian",7,33,3.2,16,16,4,9,"no",6,4,8,8,7,"Other","Undecided",10,90
"male","no","small town","White","Christian",9,25,3.5,8,5,3,10,"no",8,7,5,5,10,"Republican","Romney",20,70
"female","no","big city suburb","White","Agnostic",1,30,3.7,15,15,1,0,"no",0,1,1,9,10,"Democrat","Obama",0,80
"male","no","big city suburb","Mixed","Other Religion",10,27,3.6,12,0,2,2,"no",5,5,5,8,7,"Other","Not Voting",0,100
"female","no","big city suburb","Black","Other Religion",5,24,3.5,7,2,5,1,"no",0,5,5,6,10,"Democrat","Obama",15,90
"female","no","medium city","Asian","Buddhist",3,26,3.5,2,1,0,0,"no",1,2,4,7,0,"Democrat","Obama",10,100
"male","yes","small town","White","Christian",6,21,2.8,10,20,0,9,"no",1,7,3,4,3,"Republican","Romney",20,10
"female","no","small town","White","Christian",10,29,3.6,0,0,0,9,"no",10,4,4,1,10,"Other","Undecided",0,80
"female","yes","medium city","White","Christian",5,25,3.9,6,14,2,0,"no",8,7,6,8,10,"Republican","Romney",10,100
"female","no","big city suburb","Asian","Christian",5,24,2.9,8,1,0,5,"no",5,5,5,5,5,"Democrat","Obama",5,10
"female","no","medium city","Black","Christian",7,24,2.6,3,1,6,1,"no",0,1,4,5,10,"Democrat","Obama",15,100
"female","yes","big city suburb","Asian","Christian",5,25,3.5,4,1,0,5,"no",6,5,5,5,5,"Other","Undecided",15,0
"female","no","small town","White","Christian",8,26,3.9,1,1,1,5,"no",5,8,6,5,10,"Republican","Romney",10,90
"female","no","big city suburb","White","Christian",8,27,2.2,3,4,4,5,"no",9,8,7,8,9,"Republican","Romney",0,100
"female","yes","big city suburb","White","Christian",3,32,3.3,8,8,0,2,"no",3,5,5,3,2,"Other","Obama",10,40
"male","no","medium city","White","Atheist",1,31,3.3,6,15,2,1,"no",2,3,7,7,9,"Democrat","Obama",0,100
"female","yes","big city","Hispanic","Other Religion",6,20,3,10,10,1,0,"no",5,4,5,5,10,"Democrat","Obama",10,90
"female","no","big city suburb","Asian","Hindu",8,30,3.1,6,0,1,5,"no",5,5,9,1,3,"Democrat","Obama",0,100
"male","yes","big city","Mixed","Christian",4,27,2.8,24,35,1,0,"no",0,4,7,5,7,"Democrat","Obama",40,90
"male","no","big city suburb","White","Christian",1,30,3.9,12,17,0,5,"no",0,5,8,7,9,"Other","Obama",0,50
"male","yes","medium city","White","Christian",0,27,3.8,12,20,2,0,"no",0,2,7,7,0,"Democrat","Obama",10,90
"female","yes","medium city","White","Christian",7,28,3.5,20,25,1,0,"no",9,1,8,4,1,"Democrat","Not Voting",0,90
"female","no","big city suburb","Black","Christian",7,24,2.1,8,3,0,7,"no",10,2,7,8,10,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Christian",7,27,3.6,15,9,6,1,"no",9,2,5,4,1,"Democrat","Obama",10,40
"female","no","medium city","White","Agnostic",1,25,3.4,5,4,1,0,"yes",1,2,5,3,10,"Democrat","Obama",0,70
"female","yes","small town","White","Christian",5,28,3,14,15,0,0,"no",3,3,5,5,3,"Democrat","Obama",10,70
"female","yes","big city suburb","Asian","Christian",7,28,2.9,10,5,1,0,"no",2,0,5,5,7,"Democrat","Obama",0,40
"male","no","medium city","Asian","Agnostic",5,31,3.8,1,0,1,1,"no",2,3,3,5,5,"Democrat","Obama",0,0
"female","yes","small town","White","Christian",2,27,3.2,4,4,6,0,"no",0,8,5,6,8,"Republican","Undecided",0,100
"male","no","big city suburb","White","Christian",8,21,3.6,15,25,18,6,"no",3,5,3,2,10,"Republican","Romney",0,80
"male","no","big city suburb","Asian","Christian",10,20,3,0,0,0,10,"no",5,5,3,5,5,"Democrat","Obama",0,100
"female","no","big city","White","Christian",3,24,2.8,24,17,4,2,"no",0,3,5,4,0,"Democrat","Obama",35,90
"female","no","small town","Hispanic","Christian",9,25,3.6,2,0,0,10,"no",9,8,7,4,10,"Republican","Romney",15,100
"female","yes","big city suburb","White","Christian",3,27,3.2,16,30,2,0,"no",0,3,5,7,0,"Other","Undecided",0,20
"female","no","big city suburb","Mixed","Agnostic",1,32,3.7,7,0,3,0,"no",2,3,4,7,10,"Democrat","Obama",0,100
"female","no","big city suburb","Hispanic","Muslim",6,21,3.4,6,2,25,3,"no",10,7,10,0,0,"Republican","Not Voting",30,0
"female","no","big city","Hispanic","Christian",1,25,3.4,4,0,0,2,"no",5,2,4,5,10,"Democrat","Obama",10,100
"female","yes","small town","White","Christian",7,29,4,1,0,0,1,"no",10,8,7,5,8,"Republican","Romney",0,100
"female","no","small town","White","Christian",8,30,3.8,4,5,1,0,"no",1,4,4,7,2,"Other","Undecided",15,50
"male","no","small town","White","Atheist",0,28,3.7,8,14,1,0,"no",1,2,5,5,10,"Democrat","Obama",0,0
"male","no","big city","Asian","Atheist",0,30,4,10,5,4,8,"no",3,7,5,7,0,"Other","Not Voting",0,100
"female","yes","big city suburb","White","Jewish",4,26,3.9,10,10,1,0,"no",0,4,5,1,9,"Democrat","Obama",0,100
"female","yes","small town","White","Christian",0,28,4,23,15,0,0,"no",0,3,7,0,5,"Other","Romney",0,60
"female","no","big city suburb","Asian","Agnostic",1,29,2.8,1,0,0,2,"no",3,5,7,3,4,"Democrat","Obama",0,60
"female","no","big city suburb","Hispanic","Christian",2,25,3.2,2,2,12,0,"yes",0,0,6,10,5,"Democrat","Obama",15,0
"male","no","big city","Hispanic","Atheist",0,20,3,5,12,1,0,"no",0,5,10,0,0,"Other","Not Voting",20,50
"female","yes","big city suburb","White","Christian",4,24,3.4,39,42,3,10,"no",5,5,5,9,0,"Democrat","Not Voting",0,100
"female","no","medium city","White","Christian",7,30,3.8,4,2,0,3,"no",9,6,6,5,10,"Other","Undecided",5,90
"female","no","big city suburb","White","Christian",5,27,3.8,10,10,3,3,"no",6,7,5,3,10,"Democrat","Romney",15,90
"male","yes","big city suburb","White","Jewish",2,29,3,8,12,0,0,"no",2,6,3,2,0,"Other","Not Voting",0,90
"female","no","big city suburb","Asian","Hindu",5,25,2.8,12,6,1,0,"no",6,3,5,2,4,"Democrat","Obama",10,70
"male","no","medium city","Asian","Christian",7,28,3.6,0,0,0,0,"no",0,5,7,9,0,"Democrat","Not Voting",0,100
"female","no","big city suburb","Asian","Hindu",2,30,2.8,8,7,1,0,"no",1,3,6,5,2,"Democrat","Obama",0,100
"male","no","medium city","White","Christian",9,32,3.6,0,0,0,2,"no",8,4,6,8,9,"Democrat","Obama",10,0
"male","no","small town","White","Agnostic",0,33,3.8,5,8,2,0,"no",0,2,4,5,0,"Other","Not Voting",0,20
"female","yes","big city suburb","White","Christian",8,28,3.5,10,10,2,0,"no",9,8,7,5,7,"Republican","Romney",0,100
"female","yes","medium city","White","Agnostic",0,27,3.9,6,1,2,0,"no",1,2,5,6,5,"Democrat","Obama",0,100
"female","yes","big city suburb","White","Christian",7,24,3.4,18,30,9,7,"no",3,9,5,2,10,"Republican","Romney",25,100
"female","no","big city","Black","Christian",5,21,3.4,20,10,1,0,"no",5,5,0,0,10,"Democrat","Obama",15,0
"female","no","big city suburb","White","Agnostic",1,30,3,10,2,5,0,"no",0,3,5,5,6,"Democrat","Obama",15,20
"female","no","small town","White","Atheist",0,24,3.4,10,15,2,0,"no",0,5,8,8,10,"Democrat","Undecided",10,50
"female","no","big city","White","Christian",2,26,3,25,20,6,0,"no",0,0,7,5,5,"Democrat","Obama",15,70
"female","no","big city","Asian","Atheist",0,28,3,0,0,1,4,"no",1,7,5,8,0,"Other","Not Voting",0,100
"female","yes","medium city","White","Christian",5,28,3,20,32,2,5,"no",10,5,7,9,10,"Republican","Romney",50,20
"female","no","big city suburb","White","Agnostic",1,29,3,15,17,7,0,"no",2,2,5,3,10,"Democrat","Obama",0,80
"female","no","medium city","White","Christian",7,27,3.8,25,20,2,2,"yes",8,5,2,0,0,"Other","Not Voting",10,90
"female","yes","big city suburb","Mixed","Atheist",0,29,3,12,15,1,0,"no",0,3,5,6,10,"Democrat","Obama",0,90
"female","no","big city suburb","Asian","Christian",8,28,3.9,0,0,0,5,"no",8,3,0,1,9,"Democrat","Obama",0,30
"female","yes","medium city","White","Atheist",0,29,3.3,20,50,5,4,"no",5,8,6,9,10,"Republican","Romney",15,60
"male","no","big city","Black","Muslim",8,20,3,6,0,8,6,"no",10,6,3,5,10,"Other","Obama",0,50
"female","no","big city","Hispanic","Christian",5,25,3.6,9,15,1,0,"no",0,4,6,3,10,"Democrat","Obama",10,40
"male","no","medium city","White","Christian",8,30,3.8,3,5,1,10,"no",10,8,7,5,10,"Republican","Romney",0,10
"female","no","big city suburb","White","Christian",6,30,3.2,15,23,0,5,"no",5,5,5,8,0,"Republican","Not Voting",0,100
"female","no","small town","White","Christian",8,30,3.6,3,4,1,0,"no",4,6,6,3,10,"Other","Undecided",5,50
"male","no","big city suburb","White","Other Religion",5,35,3.7,0,0,0,0,"no",6,3,3,2,6,"Other","Undecided",0,60
"female","yes","big city suburb","White","Christian",4,26,3,11,10,5,0,"yes",0,5,3,3,6,"Other","Undecided",0,40
"male","yes","small town","White","Christian",4,29,3.4,10,9,1,10,"no",0,4,9,7,4,"Republican","Romney",20,0
"female","yes","medium city","White","Christian",8,29,3.7,10,10,4,5,"no",9,5,5,3,4,"Other","Undecided",10,90
"male","yes","small town","White","Christian",9,29,3.1,50,50,1,5,"no",8,8,10,8,10,"Republican","Romney",10,90
"female","no","medium city","White","Christian",4,21,3,10,5,12,0,"no",3,0,10,5,7,"Democrat","Obama",10,80
"male","no","big city","Hispanic","Christian",8,23,2.7,8,16,4,0,"no",10,5,5,7,0,"Democrat","Not Voting",5,10
"female","no","big city suburb","Hispanic","Christian",7,24,3.7,0,0,1,9,"no",10,8,6,2,9,"Republican","Romney",0,50
"female","no","big city suburb","White","Christian",8,24,3.7,5,3,0,3,"no",9,8,7,5,10,"Republican","Romney",10,100
"female","yes","big city suburb","White","Christian",2,23,3.1,10,20,6,4,"no",0,3,10,5,0,"Other","Not Voting",5,90
"male","no","big city suburb","White","Christian",8,26,3.7,5,4,0,3,"no",4,7,6,2,10,"Republican","Romney",0,90
"female","no","big city","Asian","Buddhist",2,31,3.8,8,5,1,0,"no",2,3,7,4,7,"Democrat","Obama",0,40
"female","no","big city suburb","Mixed","Christian",7,24,2.9,10,12,50,0,"yes",4,2,1,2,0,"Democrat","Not Voting",15,0
"female","no","medium city","White","Christian",7,27,3.1,8,4,0,5,"no",6,7,6,2,9,"Republican","Undecided",10,60
"female","no","big city suburb","Asian","Christian",9,21,3.4,5,3,1,10,"no",9,7,5,7,7,"Republican","Romney",0,0
"female","no","big city suburb","White","Christian",7,25,3.4,4,4,2,2,"no",10,8,7,4,2,"Republican","Not Voting",0,100
"female","no","big city","White","Christian",8,24,3.1,23,45,3,5,"no",0,5,3,5,10,"Other","Undecided",5,10
"female","no","big city","Black","Christian",6,19,3.6,4,0,0,1,"no",4,1,5,5,10,"Democrat","Obama",50,0
"female","yes","big city suburb","White","Christian",8,29,3.8,10,20,3,5,"no",6,5,7,9,10,"Republican","Romney",0,80
"female","no","medium city","White","Jewish",3,25,3.8,4,4,1,0,"no",0,4,5,4,3,"Democrat","Obama",0,70
"male","yes","medium city","Hispanic","Christian",8,25,2.7,8,20,23,8,"no",5,6,8,6,8,"Democrat","Undecided",20,70
"male","no","big city","White","Atheist",0,30,3.1,0,0,4,0,"no",0,0,0,5,7,"Other","Obama",0,0
"female","no","big city","White","Jewish",3,26,3.4,5,6,0,0,"yes",0,4,4,8,10,"Other","Obama",15,90
"female","yes","big city suburb","White","Agnostic",0,25,3.2,20,20,9,0,"no",0,4,5,10,10,"Democrat","Obama",10,50
"female","no","big city","Asian","Christian",0,27,3.4,6,5,2,0,"no",0,4,5,6,5,"Democrat","Obama",15,0
"male","no","big city suburb","White","Atheist",1,28,3.7,5,15,3,0,"no",2,3,3,6,10,"Democrat","Obama",10,90
"male","no","big city suburb","White","Christian",1,28,3.2,6,10,0,0,"no",2,1,2,5,8,"Democrat","Obama",0,90
"female","yes","big city suburb","White","Christian",2,30,3.3,8,10,1,0,"no",7,7,3,8,1,"Republican","Not Voting",0,100
"female","yes","big city suburb","White","Christian",3,29,3.9,15,15,6,5,"no",3,5,5,5,10,"Republican","Obama",0,100
"male","yes","small town","White","Christian",5,28,2.8,3,2,1,1,"no",6,5,8,5,2,"Other","Undecided",25,10
"female","no","small town","White","Christian",10,28,3.9,0,0,0,10,"no",10,9,7,3,10,"Republican","Romney",15,60
"male","no","small town","White","Atheist",0,22,3.3,0,10,0,10,"no",0,3,8,6,0,"Other","Not Voting",0,100
"male","yes","big city suburb","Asian","Hindu",2,29,3,15,25,2,3,"no",2,4,8,2,7,"Democrat","Obama",0,100
"male","yes","big city suburb","White","Other Religion",1,29,2.2,5,10,1,3,"no",3,5,3,4,6,"Other","Undecided",0,0
"female","yes","big city suburb","Asian","Atheist",0,31,3.1,23,25,1,0,"no",0,3,6,5,7,"Democrat","Obama",5,100
"female","no","big city suburb","Asian","Buddhist",6,26,3.2,0,0,1,2,"no",0,5,7,4,0,"Democrat","Not Voting",0,100
"male","no","big city suburb","White","Christian",5,29,3.2,8,12,3,0,"yes",0,3,4,5,10,"Democrat","Obama",0,80
"female","yes","small town","White","Christian",4,25,2.8,15,15,20,1,"no",2,1,4,5,10,"Democrat","Obama",15,20
"female","no","big city suburb","White","Christian",2,29,3.8,20,18,6,7,"no",0,5,9,10,5,"Other","Undecided",0,10
"male","yes","big city suburb","White","Christian",10,28,3.9,10,12,0,3,"no",5,4,4,0,5,"Democrat","Obama",0,70
"female","no","medium city","Mixed","Agnostic",6,30,3.7,0,0,1,1,"no",4,5,6,9,0,"Other","Not Voting",0,100
"male","no","big city suburb","White","Christian",5,26,3.1,30,30,14,2,"no",2,3,7,10,5,"Other","Undecided",5,40
"female","no","small town","White","Christian",5,21,2.8,0,0,0,0,"no",2,3,5,5,10,"Democrat","Obama",20,0
"female","no","big city suburb","Hispanic","Christian",6,28,3.7,9,4,0,5,"no",8,8,6,1,5,"Republican","Romney",0,50
"female","no","big city","White","Christian",3,31,2.7,10,10,10,0,"yes",8,9,8,8,10,"Republican","Romney",0,100
"female","no","big city","Asian","Buddhist",6,22,3.5,0,0,2,5,"no",5,5,7,5,0,"Other","Not Voting",0,50
"male","no","big city suburb","White","Christian",3,23,3.3,1,3,4,4,"no",2,6,8,5,3,"Republican","Romney",0,0
"female","yes","big city suburb","White","Jewish",4,22,2.4,5,2,4,0,"no",0,0,5,9,6,"Democrat","Undecided",10,100
"female","no","big city","Asian","Christian",4,30,3.7,2,0,1,2,"no",5,2,10,5,0,"Democrat","Not Voting",0,100
"female","yes","big city suburb","White","Jewish",2,27,3.9,6,3,2,0,"no",1,3,3,1,8,"Democrat","Obama",5,100
"female","no","big city suburb","White","Agnostic",0,28,3.1,12,6,0,0,"no",2,8,9,5,9,"Republican","Undecided",0,30
"female","no","big city","Black","Christian",7,19,2.9,0,2,3,5,"no",0,0,5,0,10,"Democrat","Obama",15,0
"male","no","big city suburb","White","Agnostic",2,27,2.7,20,25,0,5,"no",0,5,0,5,0,"Other","Not Voting",0,100
"female","yes","big city","White","Christian",6,25,3.6,12,15,5,0,"yes",0,5,5,7,6,"Other","Undecided",10,90
"female","yes","big city suburb","Mixed","Muslim",6,29,3,8,7,2,0,"no",0,3,5,8,6,"Democrat","Obama",0,100
"female","no","medium city","White","Agnostic",1,28,3.5,0,0,0,0,"no",0,2,4,3,9,"Other","Obama",15,20
"female","no","big city","Hispanic","Christian",8,23,2.9,5,0,1,4,"no",5,3,3,4,8,"Democrat","Obama",5,0
"male","yes","medium city","White","Christian",5,29,3.2,9,15,0,9,"no",5,7,7,8,2,"Republican","Romney",15,100
"female","yes","big city suburb","Asian","Christian",4,24,3.3,8,20,2,1,"no",3,5,3,6,2,"Democrat","Undecided",0,100
"male","no","big city","Asian","Christian",2,24,2.8,0,0,0,5,"no",4,5,6,5,0,"Democrat","Not Voting",0,50
"female","yes","big city suburb","White","Christian",5,30,3.1,10,6,3,5,"yes",3,5,8,5,9,"Other","Romney",5,90
"male","yes","small town","White","Christian",6,26,2.5,8,20,18,4,"no",2,6,9,6,6,"Democrat","Undecided",40,70
"female","no","big city","White","Christian",6,26,3.7,10,6,0,2,"no",5,3,5,7,0,"Democrat","Undecided",0,30
"male","no","big city suburb","White","Jewish",0,34,3.3,9,3,4,0,"no",0,0,2,5,10,"Democrat","Obama",0,0
"female","yes","big city suburb","White","Christian",5,29,3.8,8,10,3,10,"no",0,5,6,0,9,"Democrat","Undecided",25,90
"female","yes","big city suburb","White","Agnostic",0,29,3,20,20,2,0,"no",0,0,6,6,9,"Other","Obama",0,100
"female","yes","big city suburb","White","Christian",6,28,3.2,15,30,8,5,"no",2,6,8,5,3,"Democrat","Undecided",0,100
"male","yes","big city","Hispanic","Buddhist",1,14,1.4,16,50,50,10,"yes",10,0,10,10,0,"Democrat","Not Voting",50,0
"male","no","big city suburb","White","Atheist",0,27,3.2,10,14,0,0,"no",0,3,5,5,8,"Democrat","Obama",0,30
"female","no","big city suburb","White","Christian",8,27,4,0,0,0,10,"no",10,5,1,2,10,"Other","Undecided",0,50
"female","no","big city suburb","Black","Christian",8,18,2.8,3,5,1,6,"no",6,6,3,6,10,"Democrat","Obama",0,0
"male","yes","small town","White","Christian",5,27,3.9,20,40,5,10,"no",10,2,7,8,10,"Democrat","Obama",0,100
"male","no","medium city","White","Agnostic",0,29,3.4,10,5,2,5,"no",5,2,5,3,10,"Democrat","Obama",0,0
"female","yes","big city suburb","White","Jewish",4,29,3.9,8,6,3,4,"no",4,3,5,5,8,"Democrat","Undecided",0,90
"female","yes","big city","Hispanic","Christian",7,25,3.5,6,10,0,3,"no",6,5,5,5,5,"Democrat","Not Voting",10,20
"female","yes","small town","White","Christian",4,27,3.7,10,15,2,9,"no",4,8,8,3,10,"Republican","Romney",0,60
"female","yes","big city suburb","White","Christian",6,30,4,15,20,7,5,"no",9,7,3,5,8,"Republican","Romney",0,70
"female","no","big city suburb","White","Christian",1,33,3.9,8,8,5,0,"no",0,0,3,3,10,"Democrat","Obama",0,80
"female","yes","big city suburb","White","Christian",7,28,3.3,30,25,2,0,"no",3,2,2,8,10,"Republican","Undecided",40,100
"female","no","medium city","Asian","Christian",8,23,3.6,6,6,1,0,"no",5,3,5,2,5,"Democrat","Undecided",0,100
"male","no","medium city","Black","Christian",2,12,1.2,1,1,1,4,"yes",7,2,6,5,4,"Republican","Obama",5,20
"male","no","small town","White","Christian",9,24,2.1,0,0,0,10,"no",6,5,4,3,6,"Other","Undecided",10,100
"female","no","big city suburb","White","Agnostic",3,34,3.7,3,8,4,0,"yes",2,0,3,5,10,"Democrat","Obama",5,0
"male","no","big city suburb","White","Atheist",0,30,3.5,10,8,1,0,"no",0,3,7,8,3,"Democrat","Obama",40,80
"male","yes","big city suburb","White","Christian",7,28,3.8,4,1,1,6,"no",2,9,6,4,9,"Republican","Romney",0,20
"female","no","big city suburb","Asian","Hindu",4,27,2.7,10,6,0,1,"no",5,5,5,1,1,"Democrat","Not Voting",0,100
"male","yes","big city suburb","Hispanic","Christian",0,27,3.3,6,5,3,10,"no",0,4,6,7,10,"Democrat","Obama",10,80
"female","no","big city suburb","White","Christian",1,27,3.4,10,5,1,0,"no",0,4,5,0,10,"Democrat","Obama",0,90
"female","no","big city suburb","Asian","Christian",7,30,3.5,1,2,4,0,"yes",6,3,6,6,1,"Democrat","Not Voting",0,90
"female","no","big city","Asian","Atheist",0,30,3.3,2,1,1,5,"no",5,5,5,5,5,"Democrat","Not Voting",10,100
"male","no","big city suburb","White","Christian",5,27,3.8,6,10,1,5,"no",5,5,7,5,7,"Democrat","Obama",15,10
"female","no","big city","Asian","Christian",8,28,3.4,7,2,0,0,"no",8,3,5,4,5,"Democrat","Obama",0,100
"female","no","big city suburb","Asian","Christian",4,27,3.3,6,10,3,1,"no",0,5,6,7,2,"Other","Undecided",0,30
"female","no","big city suburb","White","Christian",7,26,3.2,7,8,0,0,"no",0,5,5,5,7,"Other","Undecided",0,90
"male","no","big city suburb","Mixed","Agnostic",4,32,3,9,6,0,0,"yes",3,4,5,2,7,"Other","Obama",0,100
"female","no","medium city","White","Christian",7,24,3.7,18,15,6,5,"no",5,5,6,8,7,"Republican","Undecided",15,10
"male","yes","big city suburb","White","Jewish",7,22,2.5,2,0,0,1,"no",3,4,5,0,9,"Democrat","Obama",0,30
"female","yes","medium city","Asian","Atheist",0,32,2.2,6,7,2,0,"no",0,2,5,8,5,"Democrat","Obama",0,90
"male","no","big city","Hispanic","Christian",6,27,2.8,8,10,1,1,"no",0,2,6,4,10,"Democrat","Obama",0,90
"female","no","medium city","White","Christian",4,27,3.8,10,10,1,1,"no",5,5,7,4,0,"Other","Not Voting",10,20
"female","no","big city suburb","White","Christian",8,30,3.3,0,0,0,0,"no",4,5,2,4,3,"Other","Undecided",0,100
"female","yes","big city suburb","White","Jewish",5,25,3.7,15,7,7,0,"no",0,2,4,3,10,"Other","Obama",0,100
"male","no","big city suburb","White","Christian",2,31,3.5,20,15,2,0,"no",0,3,2,1,10,"Democrat","Obama",0,70
"female","no","small town","White","Agnostic",3,27,3,8,8,15,0,"no",0,0,3,3,10,"Democrat","Obama",5,90
"female","yes","medium city","White","Christian",7,27,3.8,6,3,4,0,"no",5,3,4,0,9,"Democrat","Obama",15,0
"female","yes","medium city","White","Christian",7,26,3.5,10,20,4,9,"no",9,10,9,7,10,"Republican","Romney",15,20
"male","yes","small town","White","Christian",5,22,3.6,50,50,50,10,"yes",5,5,10,6,4,"Republican","Romney",15,0
"female","yes","big city","White","Christian",5,27,3,8,9,9,2,"no",1,3,4,1,10,"Democrat","Obama",0,80
"female","no","big city","Black","Christian",5,20,3.5,6,3,4,4,"no",0,5,5,10,10,"Democrat","Obama",10,0
"female","no","medium city","Mixed","Atheist",0,25,3,10,5,1,0,"no",0,5,6,6,0,"Democrat","Not Voting",0,90
"female","no","small town","White","Christian",7,33,3.8,10,30,2,0,"no",4,2,8,1,2,"Democrat","Undecided",0,100
"female","no","big city suburb","White","Christian",8,30,3.7,25,10,1,2,"no",9,8,4,1,7,"Republican","Romney",0,80
