"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2"
"male","male",65,130,8.5,"Freshman",0,1,80,100,8,3,45,46,6,"one",25,"none","teen titans","justice league"
"male","male",72,184,9.5,"Freshman",0,0,140,1000,7,22,46,48,5,"few",4,"The American misstress","Dexter","criminal mind"
"male","male",68,170,10.5,"Sophomore",1,2,110,20,6,8,39,41,7,"few",90,"none","Law and Order: Special Victims Unit","How to Get Away With Murder"
"female","female",66,145,9,"Freshman",0,8,90,60,7,40,41,52,1,"few",40,"Minions","A Different World","Boondocks"
"female","female",66,121,9.5,"Freshman",1,1,62,0,7.5,10,43,45,7,"few",50,"Star Wars:The force awakens","Lost","The Office"
"female","female",62,146,8.5,"Freshman",2,3,120,60,7,9,38,41,7,"hundreds",80,"8 MILE","Love & Hip Hop","Spongebob"
"female","female",63,194,10,"Graduate",6,2,125,34,6.5,50,65,65,5,"dozens",60,"Star Wars","Downton Abbey","Call the Midwife"
"female","female",60,146,7,"Junior",0,1,0,41,6,10,49,50,7,"few",10,"The Revenant","Its always sunny in philadephia","Parks and rec"
"female","female",64,122,7.5,"Freshman",0,1,70,28,7,9,55,62,8,"dozens",100,"Our Times","Buffy the Vampire Slayer","Doctor Who"
"male","male",71,146,10.5,"Sophomore",0,1,115,10,7.5,7,46,47,1,"dozens",40,"sicario","suits","house of cards"
"male","male",71,159,11,"Junior",0,0,165,5,6,1,45,44,6,"hundreds",33,"the hateful 8","Archers","The Boondocks"
"female","female",63,147,8,"Freshman",0,1,90,200,5,12,64,65,8,"few",90,"""""none""""","Teen Wolf","Pretty Little Liars"
"female","female",62,175,7.5,"Sophomore",1,3,70,35,8,35,51,51,6,"few",50,"Notting Hill","Supernatural","The Office"
"female","female",67,130,7.5,"Freshman",2,2,75,40,6,30,48,49,5,"few",90,"The Polar Express","Friends","The Middle"
"male","male",64,150,5,"Junior",2,2,70,4,8,4,38,50,6,"few",100,"Star Wars","Skins","Viva La BAM"
"female","female",62,160,7.5,"Freshman",1,2,0,20,7.5,9,50,58,7,"one",75,"Star Wars","The Walking Dead","Friends"
"female","female",67,115,9,"Freshman",1,2,95,0,7,18,47,58,5,"few",90,"Mr. Nobody","The Office","New Girl"
"female","female",65,144,9.5,"Freshman",4,3,100,13,7.5,5,47,47,3,"dozens",75,"none","The Office","Family Guy"
"male","male",67,170,10,"Sophomore",3,2,100,22,7,4,53,52,3,"few",40,"Legend","Rick & Morty","South Park"
"female","female",63,150,6,"Freshman",0,1,0,200,8,20,50,50,6,"few",40,"none","The Voice","Broke Girls"
"male","male",70,165,10,"Freshman",0,1,100,200,7,4,42,44,7,"few",10,"Star Wars","House of Cards","The Walking Dead"
"female","female",68,112,8.5,"Freshman",15,6,116,150,10,50,55,65,8,"few",97,"The Lion King 1 1/2","Parks and Recreation","Gilmore Girls"
"female","female",70,160,8.5,"Freshman",3,1,100,0,7.5,25,56,60,8,"few",100,"Sisters","Jessica Jones","Scandal"
"female","female",66,135,8.5,"Freshman",1,1,80,15,6.5,15,56,49,6,"few",50,"Lilo and Stitch","Bachelor","Gossip Girl"
"female","female",62,108,6,"Junior",2,2,90,0,7,10,53,55,7,"thousands",80,"none","Arrested Development","Parenthood"
"male","male",70,140,10.5,"Freshman",4,6,40,20,7,6,43,42,7,"few",100,"The Dark Knight","Dexter","Criminal Minds"
"female","female",63,157,9,"Freshman",3,0,80,0,8.5,8,40,47,3,"dozens",20,"Ride Along 2","Gossip Girl","The Game"
"male","male",69,143,9,"Freshman",0,0,0,200,8,5,46,45,7,"few",10,"transformers","prison break","24 hours"
"female","female",61,114,8,"Freshman",0,1,90,35,7,3,50,65,4,"few",10,"Reverent","New Girl","OITNB"
"male","male",72,185,12,"Sophomore",1,1,125,1000,6,9,50,50,5,"few",20,"The Hateful Eight","Dexter","Power"
"female","female",64,140,7,"Sophomore",0,1,72,20,6.5,14,50,60,7,"millions",100,"The secrete diary of a call girl- it's a tv show","Modern Family","Grey's Anatomy"
"female","female",60,98,4.5,"Freshman",4,0,85,0,7,5,45,49,1,"few",50,"Divergent","BBC Natural Science","Animal World"
"female","female",66,120,7,"Freshman",5,3,90,0,7,6,49,53,7,"few",100,"none","Mad Men","The Office"
"female","female",67,120,8.5,"Freshman",4,3,55,12,7,20,45,44,3,"few",20,"American Pie","American Horror Story","Spongebob Squarepants"
"male","male",69,160,10.5,"Freshman",0,2,110,120,7.5,6,46,50,2,"few",60,"Dallas Buyers Club","Its Always Sunny in Philadelphia","The League"
"female","female",62,125,6.5,"Sophomore",2,2,100,120,7,30,53,51,7,"few",100,"none","one tree hill","making a murder"
"female","female",67,132,9,"Freshman",3,2,95,20,8,14,53,54,3,"few",80,"star wars","vampire diaries","the office"
"female","female",79,110,6.5,"Freshman",0,0,0,40,8,20,56,62,5,"none",10,"Harry Potter","Gossip Girl","Vampire Diary"
"female","female",66,120,8,"Freshman",1,1,105,100,7,10,47,51,7,"few",20,"Sisters","The office","One Tree Hill"
"female","female",62,118,6,"Freshman",2,2,85,45,8,13,45,45,3,"few",65,"American Sniper","Prison Break","One Tree Hill"
"female","female",64,160,9,"Sophomore",0,3,90,40,6.5,20,42,42,4,"one",30,"Gabby Douglas Documentary","Scandal","Empire"
"female","female",63,105,6.5,"Sophomore",1,2,30,5,5,12,45,45,5,"one",20,"Creed","Gossip Girl","Different World"
"female","female",65,126,9,"Freshman",0,2,80,0,6,12,43,43,7,"one",50,"Fruitvale Station","Good Times","Martin"
"female","female",62,127,8,"Freshman",7,2,60,60,6,25,42,43,2,"hundreds",65,"Star Wars or Project Almanac","Parks and Recreation","H20 (The mermaid show on netflix... no shame)"
"female","female",64,170,8.5,"Freshman",3,2,0,20,6,6,50,52,9,"one",55,"Daddy's Home","One Tree Hill","The Originals"
"male","male",72,150,11.5,"Freshman",0,4,60,800,7.5,5,42,38,7,"one",100,"The Prince of Egypt","Masterchef","Wipeout"
"female","female",63,130,7,"Freshman",1,1,98,100,6.5,20,46,47,5,"one",50,"The Loft","Pretty Little Liars","Gossip Girl"
"female","female",62,134,6,"Sophomore",7,3,0,7,6,25,43,41,9,"few",100,"Home","Scandal","Reign"
"female","female",63,171,8,"Freshman",2,2,88,50,7,7,40,40,5,"one",95,"spirited away","sherlock","scandal"
"female","female",61,114,5.5,"Sophomore",1,0,80,7,5,10,50,54,4,"few",40,"none","Orphan Black","Jane The Virgin"
"male","male",71,170,9.5,"Sophomore",2,0,90,130,7,7,46,48,3,"few",50,"Star wars","Prison Break","Hannibal"
"male","male",69,140,9.5,"Freshman",0,1,100,200,6,7,42,43,2,"one",99,"Creed","I don't watch shows","I don't watch shows"
"male","male",67,150,9.5,"Freshman",1,2,95,120,7,10,55,53,8,"few",33,"Star Wars","The Office","The 100"
"female","female",60,145,7,"Freshman",1,1,70,150,8,20,50,49,5,"one",50,"The Holiday","One Tree Hill","Chicago PD"
"female","female",65,116,6,"Sophomore",1,1,0,100,7.5,5,61,65,7,"few",30,"none","none","none"
"male","male",72,165,12,"Freshman",1,1,85,50,7.5,8,54,54,8,"few",100,"Enter the Dragon","Wilfred","Modern Family"
"female","female",62,145,6.5,"Freshman",3,5,50,21,7,4,54,58,2,"one",50,"None","Grey's Anatomy","Friends"
"male","male",70,147,10,"Junior",1,1,103,0,6.5,19,55,60,7,"few",80,"The Revenant","NBA Games","Modern Family"
"female","female",67,180,8.5,"Freshman",0,2,80,120,7,13,40,44,7,"one",20,"Good Will Hunting","Lost","The Office"
"male","male",69,158,9.5,"Freshman",4,2,110,8,6.5,20,44,48,1,"one",100,"Star Wars","family guy","narcos"
"female","female",64,128,8.5,"Freshman",2,1,90,200,7.5,20,53,55,6,"few",40,"Pitch Perfect 2","Pretty Little Liars","Chicago PD"
"female","female",66,130,8,"Freshman",3,2,90,0,7,30,54,56,8,"few",10,"The Reverent","Revenge","Jane the Virgin"
"male","male",63,105,7.5,"Freshman",1,2,95,60,8,4,45,44,9,"few",50,"none","Game of Thrones","Dexter"
"female","female",67,141,9,"Sophomore",1,2,85,18,7.5,16,52,65,8,"few",65,"star wars","Glee","game of thrones"
"female","female",64,120,7,"Freshman",4,3,100,105,8,15,52,61,4,"hundreds",50,"Star Wars","One Tree Hill","Gossip Girl"
"female","female",67,110,6.5,"Freshman",0,0,0,40,8,22,44,46,3,"one",40,"star war","walking dead","Sherlock"
"female","female",61,120,6.5,"Freshman",4,1,80,150,7,13,50,51,8,"dozens",95,"Sisters","Parks and Recreation","One Tree Hill"
"female","female",65,136,7.5,"Freshman",0,2,55,40,7,15,42,56,6,"few",100,"High School Musical 1-3","Gossip Girl","The Fosters"
"male","male",76,200,13,"Freshman",1,2,110,17,7,8,50,59,5,"dozens",100,"The Revnant","Parks and Rec","The Office"
"male","male",70,240,11,"Freshman",4,7,105,13,7,3,40,42,9,"one",12,"13 hours","Arrow","Teen Wolf"
"female","female",72,135,10,"Sophomore",1,2,100,0,6.5,25,52,52,6,"few",99,"Star Wars","Bob's Burgers","Grey's Anatomy"
"female","female",64,124,6,"Freshman",2,1,55,62,5,13,45,48,6,"one",100,"The Visit","Friends","One Tree Hill"
"female","female",62,160,8,"Sophomore",1,3,90,20,5,20,47,48,6,"few",100,"My Cousin Vinny","It's Always Sunny in Philadelphia","The Walking Dead"
"male","male",65,185,9,"Freshman",1,2,0,21,6,5,51,52,3,"few",30,"Star War the Force Awakens","Rick and Morty","Dexter"
"female","female",70,132,8,"Sophomore",0,2,85,7,7,20,61,56,6,"few",99,"Footloose","New Girl","Castle"
"female","female",64,113,8,"Sophomore",4,1,150,70,9,70,49,52,1,"one",20,"star wars","so you think you can dance","dance moms"
"male","male",65,147,8.5,"Senior",0,0,100,40,7.5,6,57,59,5,"one",40,"Spotlight","Modern Family","Jeopardy"
"female","female",63,140,6.5,"Sophomore",0,1,0,20,7,7,46,51,4,"one",80,"none","friends","gray's anatomy"
"female","female",65,130,8,"Sophomore",3,6,75,1000,8,30,53,55,7,"few",50,"Vampire Diaries","How to Get Away with Murder","Hit The Floor"
"male","male",75,210,12,"Sophomore",2,2,112,18,7,10,46,49,5,"one",0,"Star Wars: The Force Awakens","How I Met Your Mother","The Office"
"male","male",71,115,9.5,"Freshman",2,2,90,4,7,5,53,54,6,"dozens",100,"Star Wars duh","The Office","Breaking Bad"
"female","female",65,150,7.5,"Freshman",4,3,100,300,6.5,25,47,50,6,"dozens",25,"good will hunting","kate plus 8","greys anatomy"
"male","male",70,130,9,"Freshman",1,1,80,40,7,5,47,52,10,"one",100,"""""Spotlight""""","Two and a Half Men","The Simpsons"
"male","male",71,175,12,"Freshman",1,1,105,110,6,10,57,65,3,"few",100,"Star Wars: The Force Awakens","Supernatural","Entourage"
"male","male",72,160,11,"Sophomore",1,1,95,1000,8,5,46,48,3,"few",0,"the revenant","rick and morty","south park"
"female","female",64,160,7.5,"Freshman",0,2,140,20,6,12,52,53,3,"dozens",50,"Inside Out","Vampire Diaries","Greys Annatomy"
"female","female",71,160,9.5,"Freshman",2,1,90,150,8,5,49,46,9,"thousands",50,"Star Wars","The Office","Downton Abbey"
"female","female",67,140,8.5,"Junior",9,7,120,4,9,26,48,48,9,"one",65,"Star Wars","Arrow","Game of Thrones"
"female","female",62,180,8.5,"Freshman",4,3,120,30,6,15,53,56,9,"few",90,"Sisters","How I met your mother","Grays Anatomy"
"male","male",78,172,9,"Freshman",0,0,90,1000,8,20,44,43,7,"one",2,"none","none","none"
"female","female",63,110,6.5,"Freshman",0,0,0,120,7.5,12,45,47,7,"few",90,"Our Times","Go fighting","Saturday night live"
"male","male",71,187,10.5,"Freshman",0,2,120,2,6.5,7,57,58,9,"few",100,"A Bronx Tale","Seinfeld","One Tree Hill"
"female","female",66,120,7.5,"Freshman",2,3,85,35,8,25,46,45,4,"few",90,"revanant","game of thrones","parks and recreation"
"male","male",67,165,9.5,"Freshman",3,2,95,9,6.5,15,42,40,3,"few",25,"The Big Short","The Office","Breaking Bad"
"female","female",63,115,6.5,"Freshman",0,1,75,0,6,15,46,57,6,"few",90,"Star Wars","The Bachelor","Orange is the New Black"
"female","female",61,140,7.5,"Freshman",3,1,80,9,8,10,52,49,7,"few",19,"Star Wars","Futurama","The Office"
"male","male",74,262,13.5,"Freshman",5,1,80,0,7.5,3,55,55,8,"few",0,"Mr. Holmes","Warehouse 13","My Little Pony: Friendship is Magic"
"female","female",60,105,5,"Junior",6,2,0,0,6,4,40,42,7,"one",100,"Sisters","Grey's Anatomy","House"
"female","female",67,119,7,"Freshman",4,6,80,400,7,30,48,50,5,"hundreds",25,"Gotham","Nikita","Vampire Diaries"
"male","male",72,135,8,"Sophomore",1,1,0,700,10,4,49,51,5,"none",50,"none","Yu-gi-oh arc-v","avgn"
"female","female",65,128,7,"Sophomore",11,1,80,2,6,20,52,60,7,"one",100,"none","MacGyver","Jane the Virign"
"female","female",63,120,7,"Freshman",1,4,50,3,7.5,12,46,48,3,"one",40,"Love for Rent","Jane the Virgin","Reign"
"female","female",67,115,8.5,"Freshman",5,2,90,0,8.5,15,52,54,9,"thousands",100,"Brave Heart","How I met your mother","Parenthood"
"male","male",67,130,8,"Freshman",0,0,110,0,8,10,43,45,2,"millions",0,"none","none","none"
"male","male",69,143,8,"Junior",0,0,80,13,7,8,46,51,9,"few",10,"Starwars","Game of Thrones","ESPN"
"female","female",62,139,6,"Freshman",5,3,0,1,8,10,50,47,7,"millions",50,"The Hateful Eight","Game of Thrones","Parks and Rec"
"female","female",64,114,7,"Freshman",1,2,90,60,5.5,20,50,55,3,"few",90,"Star Wars","The O.C.","Malcom in the Middle"
"female","female",62,126,6.5,"Freshman",1,0,85,0,6,10,50,54,8,"one",90,"Star Wars: The Force Awakens","Grey's Anatomy","New Girl"
"male","male",70,133,10.5,"Freshman",1,0,99,300,6,10,54,55,1,"one",99,"Star Wars","24","Agents of Shield"
"female","female",68,115,8.5,"Freshman",4,2,110,87,7.5,30,45,53,8,"millions",100,"the revenant","house of cards","skins"
"male","male",73,154,12,"Freshman",0,0,0,25,8,7,42,42,6,"few",90,"inception","none","none"
"female","female",64,125,8,"Freshman",1,2,75,40,6,18,50,50,5,"dozens",50,"Love, Rosie","Bob's Burgers","It's Always Sunny in Philadelphia"
"female","female",66,135,10.5,"Freshman",1,3,96,10,7.5,9,37,39,5,"one",15,"Longest Ride","How to get away with murder","greys anatomy"
"female","female",62,118,7.5,"Freshman",1,1,80,700,6,22,54,50,4,"one",80,"The Revenant","Breaking Bad","Bates Motel"
"male","male",72,195,13,"Freshman",4,2,95,65,7,11,50,55,7,"few",50,"""""Inside out""""","Suits","Mad Men"
"female","female",65,130,7,"Freshman",0,0,85,20,7,12,52,53,2,"one",99,"Trainwreck","The Office","Parks and Recreation"
"male","male",75,230,13,"Junior",1,1,100,1,6.5,5,55,55,7,"hundreds",10,"The U part 1 & 2","Family Guy","South Park"
"female","male",71,195,10,"Freshman",1,4,82,0,6,15,42,43,4,"few",15,"Concussion","Chicago Med","Grey's Anatomy"
"male","male",66,175,9,"Freshman",1,2,100,20,7,6,50,51,2,"few",50,"The Martian","How I Met Your Mother","The Walking Dead"
"female","female",65,107,8,"Sophomore",1,1,110,60,7,40,49,49,1,"millions",80,"none","House of Cards","Friends"
"female","female",63,118,7.5,"Freshman",5,2,85,100,7.5,10,50,53,7,"one",90,"The Best of Me","When Calls the Heart","Bonanza"
"male","male",72,230,10.5,"Junior",4,4,120,4,8,11,53,60,5,"few",50,"Straight Outta Compton","Martin","Fresh Prince of Bel Air"
"male","male",75,180,14,"Freshman",1,4,110,55,8.5,15,51,55,9,"millions",0,"none","Skins","Big Brother"
"female","female",63,150,7,"Freshman",0,3,100,17,8,10,55,55,3,"few",60,"Blades of Glory","The Office","Friends"
"female","female",65,125,8,"Freshman",7,11,0,600,5,6,46,51,7,"one",35,"None","Pretty Little Liars","Scandal"
"female","female",68,135,8.5,"Sophomore",4,4,103,200,7,15,52,55,8,"few",32,"none","Are You The One?","Orange is the new black"
"male","male",67,140,6.5,"Sophomore",1,3,110,10,7,10,48,49,7,"hundreds",15,"STAR WARS THE FORCE AWAKENS","That 70's Show","Friends"
"male","male",74,190,12,"Freshman",1,2,85,27,5.5,18,50,63,3,"one",45,"wolf of wallstret","Espn","Ant Farm"
"female","female",62,96,6,"Freshman",0,1,0,200,7,10,42,43,3,"few",70,"None","None","None"
"male","male",67,130,8.5,"Junior",2,2,100,140,4.5,6,56,57,7,"one",25,"The Martian","The Office","Shark Tank"
"female","female",65,123,7,"Freshman",0,0,0,20,6,4,59,60,2,"few",40,"none","running man","news"
"female","female",53,136,9,"Freshman",3,1,114,120,9.5,10,48,48,9,"few",100,"The Age of Adeline","One Tree Hill","Vampire Diaries"
"male","male",78,151,10.5,"Freshman",1,0,0,140,4.5,5,44,48,4,"few",3,"none","The Biggest Loser","Hell Kitchen"
"female","female",62,131,8.5,"Freshman",0,1,30,60,6,5,49,49,7,"one",5,"Creed","Friends","Teen Mom OG (This is my guilty pleasure...)"
"female","female",63,113,7,"Sophomore",0,3,80,20,7,15,52,53,8,"few",25," paper towns","the office","awkward"
"male","male",72,170,9.5,"Junior",1,2,95,9,7.5,15,48,50,9,"few",30,"Sisters","Broad City","How To Get Away With Murder"
"female","female",65,145,7,"Sophomore",3,1,100,200,5,15,55,50,1,"few",75,"none","The Office","Bob's Burgers"
"male","male",72,170,12,"Senior",0,3,105,16,7,6,52,53,7,"hundreds",20,"Star Wars Force Awakens","Rick and Morty","Dr Who"
"female","female",64,132,7,"Sophomore",8,1,85,35,5.5,20,56,55,7,"few",70,"500 Days of Summer","Friends","Glee"
"female","female",67,149,9.5,"Senior",1,5,90,25,8,20,55,55,8,"few",100,"Sisters","New Girl","Parks and Recreation"
"female","female",64,127,7.5,"Freshman",1,2,90,120,7,15,49,54,4,"few",10,"Tropic Thunder","Dexter","The Office"
"female","female",67,158,9.5,"Freshman",2,1,100,40,8,12,48,47,4,"dozens",100,"Star Wars","House of Cards","Scandal"
"female","female",69,170,10,"Freshman",2,2,102,200,6,23,58,50,6,"dozens",30,"Fifty Shades of Grey","Greys Anatomy","Gossip Girl"
"female","female",60,115,6,"Freshman",2,5,90,50,7,10,35,45,10,"few",50,"none","The Flash","Orange Is The New Black"
"female","female",64,103,7,"Freshman",9,2,100,30,7.5,16,55,65,4,"one",85,"Pulp fiction","that 70's show","modern family"
"male","male",66,116,7.5,"Freshman",0,0,0,1000,4.5,13,47,50,9,"none",10,"NONE","NONE","NONE"
"female","female",63,215,8.5,"Sophomore",1,2,80,40,6.5,26,46,51,3,"one",55,"Good Will Hunting","Criminal Minds","Friends"
"male","male",71,114,8.5,"Sophomore",4,1,125,100,7,10,48,48,8,"one",100,"Interstellar","Agents of S.H.I.E.L.D.","Arrow"
"female","female",63,128,6,"Freshman",0,1,0,17,5.5,5,54,55,9,"few",60,"Sherlock","Criminal Minds","Sherlock"
"female","female",69,124,9,"Sophomore",0,3,85,22,5.5,20,53,62,3,"one",80,"Star Wars","Doctor Who","Sherlock"
"male","male",67,157,7,"Freshman",0,3,60,10,8,3,46,47,5,"one",100,"Now You See Me","X-Files","Glee"
"female","female",69,216,6,"Freshman",0,0,100,20,8,26,46,51,2,"few",10,"cart","running man","ted"
"male","male",68,132,10.5,"Junior",3,0,130,60,7,15,46,50,7,"one",30,"none","ultraman","pokemon"
"male","male",71,190,11,"Freshman",0,1,85,80,9,8,55,53,5,"few",75,"Star Wars: The Force Awakens","How I Met Your Mother","New Girl"
"male","male",66,136,7,"Freshman",1,1,105,500,7,6,50,51,8,"dozens",0,"The Martian","The Office","House of Cards"
"female","female",60,140,6,"Sophomore",5,5,50,5,8,35,46,47,8,"few",50,"We Own The Night","Grey's Anatomy","Law and Order SVU"
"female","female",64,150,8,"Freshman",0,1,0,5,7,12,40,47,7,"one",90,"3 Idiots","Downton Abbey","Quantico"
"male","male",71,220,8.5,"Sophomore",10,2,40,140,6.5,24,60,62,1,"one",15,"Concussion","Sons of Anarchy","One Tree Hill"
"female","female",61,180,8.5,"Freshman",5,2,93,110,8,10,43,47,3,"one",100,"Star Wars Episode VII: The Force Awakens","The Flash","The Office"
"female","female",61,113,8,"Freshman",1,1,121,3,6.5,15,52,51,1,"thousands",50,"star wars 7","GAME OF THRONES","GAME OF THRONES"
"female","female",70,160,11.5,"Freshman",3,3,90,50,7.5,9,44,45,6,"few",50,"Age of Adaline","Greys Anatomy","Chicago Fire"
"female","female",65,147,8,"Sophomore",1,3,90,400,7,12,51,53,7,"one",20,"Gladiator","Friends","History Channel"
"male","male",69,165,10.5,"Freshman",1,4,80,50,7,3,40,45,7,"few",30,"The Big Short","Game of Thrones","South Park"
"female","female",68,140,8.5,"Freshman",4,1,100,25,6.5,17,43,43,2,"few",100,"Sisters","Criminal Minds","The Bachelor"
"male","male",66,135,7.5,"Freshman",2,1,140,84,6,5,40,44,9,"millions",11,"Little Boy","Friends","Club de Cuervos"
"male","male",73,140,11,"Freshman",0,2,100,20,7,5,52,62,3,"few",70,"Star Wars","It's Always Sunny in Philadelphia","Mad Men"
"female","female",63,120,7,"Freshman",5,2,80,20,9,30,40,40,7,"few",50,"Creed","Gossip Girl","Grey's Anatomy"
"female","female",64,145,7.5,"Freshman",2,2,92,62,6.5,17,43,43,9,"few",40,"Star Wars","Ellen","Greys Anatomy"
"female","female",64,144,4.5,"Sophomore",11,4,150,5,7.5,30,40,38,5,"dozens",60,"get hard","phineas and ferb","hit the floor"
"male","male",71,200,13.5,"Freshman",6,1,102,32,6.5,2,53,51,4,"none",0,"Star Wars: The Force Awakens","The West Wing","The Office"
"male","male",77,200,14,"Sophomore",3,2,120,0,8,5,46,48,2,"dozens",50,"room","big daddy","happy gilmore"
"male","male",68,145,9,"Sophomore",3,3,88,45,6.5,12,49,53,6,"dozens",15,"Inside Out","Sportsnation","Spongebob"
"female","female",63,155,8,"Freshman",1,2,100,105,7.5,20,48,55,7,"few",50,"13 Hours","How I Met Your Mother","Criminal Minds"
"male","male",77,185,11,"Senior",0,9,120,81,6,5,48,50,6,"dozens",0,"","",""
"male","male",82,240,15.5,"Freshman",1,0,0,1,6.5,2,48,49,10,"one",20,"none","none","I don't watch TV"
"male","male",72,145,10,"Sophomore",3,2,100,5,7.5,8,61,61,7,"thousands",20,"Star Wars VII","Breaking Bad","Game of Thrones"
"female","female",61,117,6,"Freshman",7,2,100,2,4.5,10,50,50,7,"few",25,"daddy's home","greys anatomy","jane the virgin"
"male","male",73,180,10.5,"Freshman",0,3,120,7,6,10,52,53,2,"few",50,"Creed","shameless","prison break"
"female","female",61,148,7,"Junior",0,0,50,60,9,20,53,57,7,"one",75,"Star Wars","Dance Moms","Cake Boss"
"male","male",75,300,12.5,"Senior",5,3,120,200,6.5,6,45,39,8,"few",3,"frozen","teen wolf","american dad"
"female","female",63,110,7.5,"Freshman",1,3,65,50,6.5,8,55,58,6,"few",80,"Rush Hour 3","One Tree Hill","Criminal Minds"
"male","male",68,160,10.5,"Sophomore",7,2,85,11,7,4,41,51,7,"millions",100,"NONE","NONE","NONE"
"female","female",63,101,6.5,"Freshman",0,1,0,50,7,15,46,56,5,"one",30,"Daddy's Home","Friends","The Big Bang Theory"
"male","male",75,165,13,"Sophomore",2,3,115,0,5,13,56,59,7,"thousands",50,"Star Wars","Ballers","Game of Thrones"
"female","female",70,175,10,"Freshman",0,1,95,2,6,15,56,63,9,"few",50,"The Night Before","The Office","Breaking Bad"
"male","male",90,101,10.5,"Freshman",1,3,90,1000,7.5,9,50,50,8,"few",15,"","none","none"
"male","male",77,270,15,"Freshman",0,3,95,45,8,4,55,61,7,"dozens",100,"none","King of the hill","Archer"
"male","male",77,295,16.5,"Freshman",4,1,145,80,8.5,10,48,47,4,"few",50,"star wars","gossip girl","blue mountain state"
"female","female",68,110,8,"Freshman",3,2,110,4,4.5,40,50,50,6,"few",100,"Finding Nemo","Grey's Anatomy","Blacklist"
"female","female",70,125,9.5,"Freshman",2,2,90,30,5,10,59,63,8,"few",50,"Spectre","Mad Men","Gossip Girl"
"male","male",73,175,12,"Freshman",0,1,145,85,8,5,43,51,4,"none",1,"wazir","arrow","lost"
"male","male",72,156,13,"Sophomore",2,4,85,100,8.5,5,59,65,8,"thousands",95,"A Serious Man","Parks and Recreation","It's Always Sunny in Philidelphia"
"female","female",67,135,8.5,"Freshman",6,5,80,25,7,15,51,65,10,"few",100,"Star Wars","Friends","Scandal"
"male","male",74,200,11,"Sophomore",0,6,111,0,7.5,10,46,46,3,"dozens",5,"training day","law and order svu","teen wolf"
"female","female",62,121,6.5,"Junior",5,2,95,2,7.5,28,48,51,8,"one",80,"The Revenant","Friends","Bob's Burgers"
"female","female",63,100,6,"Freshman",0,1,0,0,12,20,43,48,7,"few",30,"the mist","monster(Japanese Animenz)","King(Japanese Animenz)"
"female","female",68,133,8.5,"Freshman",1,1,95,85,8,8,48,49,6,"one",50,"Star Wars the Force Awakens","Friends","Big Bang Theory"
"female","female",62,135,8,"Sophomore",1,2,90,29,6.5,15,50,53,7,"few",100,"Star Wars return of the jedi","Supernatural","The office"
"female","female",66,112,6.5,"Freshman",1,0,0,20,6,10,47,47,9,"one",50,"Legend","Fargo","Narcos"
"male","male",69,175,9.5,"Freshman",1,0,80,200,7,8,48,48,9,"few",50,"sharlock","nba","The Voice"
"male","male",76,300,14.5,"Junior",3,2,85,13,6,3,59,65,1,"few",77,"The Revenant","Breaking Bad","South Park"
"male","male",69,170,10.5,"Freshman",3,0,0,200,8,15,43,44,1,"few",95,"Star Wars","Game of Thrones","The Walking Dead"
"female","female",61,110,7.5,"Sophomore",0,2,90,15,6,7,46,52,8,"dozens",80,"Captain America","Friends","Sherlock"
"female","other",66,190,8.5,"Sophomore",0,2,100,0,9,9,47,51,10,"few",30,"The Hills Have Eyes","Supernatural","Hemlock Grove"
"female","female",61,115,6.5,"Freshman",1,2,70,30,6.5,15,50,53,4,"few",50,"Safe haven","office","gossip girl"
"male","male",77,139,8,"Junior",2,2,0,100,8,5,54,54,8,"few",70,"beauty inside","none","none"
"female","female",64,130,10,"Freshman",4,1,95,100,6,25,45,50,5,"one",20,"""""none""""","person of interest","one tree hill"
"female","female",65,163,9.5,"Sophomore",3,2,90,200,8.5,10,55,55,7,"few",35,"The Revenant","The Office","Breaking Bad"
"male","male",69,145,10,"Sophomore",2,2,100,20,6,25,37,42,7,"one",40,"Hurt Locker","Drake & Josh","Teen Wolf"
"male","male",69,130,9.5,"Freshman",0,2,90,0,8,10,61,57,4,"one",25,"Sisters","Family Guy","How To Get Away With Murder"
"female","female",65,143,7,"Junior",3,2,90,40,8,20,53,54,7,"millions",100,"The Time Traveler's Wife","Game of Thrones","New Girl"
"female","female",63,104,6,"Freshman",1,1,0,50,8,11,43,50,8,"few",40,"Mad Max Fury Road","Mad Max Fury Road","X-Men: First Class"
"male","male",75,275,12.5,"Junior",9,2,143,0,7.5,7,47,53,7,"hundreds",70,"The Revenant","Revolution","Hell on Wheels"
"male","male",73,175,10.5,"Freshman",2,0,90,50,7,6,41,45,4,"millions",69,"The Revenant","Lost","Breaking Bad"
"male","male",70,165,10.5,"Sophomore",0,0,95,20,6.5,5,58,58,8,"few",15,"Inception","Big Bang Theory","Star Trek"
"female","female",62,108,6,"Sophomore",2,3,75,50,7,23,47,53,7,"few",100,"Colombiana","Grey's Anatomy","Keeping Up With The Kardashians"
"female","female",63,110,7,"Freshman",6,1,70,10,8.5,7,42,48,6,"few",40,"Rent","New Girl","Orange is the New black"
"female","female",62,135,8,"Freshman",0,2,55,80,6,40,42,43,3,"one",1,"Harry Potter and the Chamber of Secrets","Parenthood","90210"
"male","male",67,132,8.5,"Freshman",3,0,80,54,7,12,45,51,3,"one",10,"None","Running Man","/"
