"gender","schoolYear","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","hoursCallParents","socialMedia","Syria","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Male","Freshman","No","suburbs","White","Christian",3,28,3.1,15,20,5,0,"15",1,4,6,3,"Yes",8,8,9,9,8,25,40
"Male","Freshman","Yes","Small_Town","White","Christian",8,30,4,5,10,5,1,"14",4,1,8,10,"No",10,9,8,5,10,0,100
"Female","Freshman","No","suburbs","Hispanic","Agnostic",2,30,4,5,4,1,1,"14",10,1,8,0,"Yes",0,3,4,6,8,0,70
"Female","Junior","No","suburbs","Mixed_Other","Other",0,24,3.4,0,0,5,1,"16",4,6,0,0,"No",0,1,5,5,10,30,20
"Male","Senior","No","Medium_City","White","Christian",7,27,3.2,0,0,0,1,"17",1,1,0,10,"Yes",10,9,7,3,8,0,90
"Female","Senior","Yes","suburbs","White","Christian",7,29,3.2,2,10,13,3,"14",1,7,5,0,"Yes",0,4,7,6,10,10,100
"Female","Junior","No","suburbs","Black","Muslim",7,24,3.3,6,4,4,0,"17",2,8,5,8,"No",8,3,6,6,9,0,60
"Male","Sophomore","Yes","Small_Town","White","Christian",5,28,3,15,39,12,2,"13",5,1.5,5,10,"No",2,8,9,10,10,0,100
"Female","Sophomore","No","suburbs","Black","Christian",6,22,2.1,7,0,1,1,"17",4,1,5,10,"No",5,7,5,5,6,0,100
"Female","Junior","No","big_city","Black","Christian",6,22,2.7,1,1,1,2,"10",1,3,0,0,"No",0,5,3,5,8,10,10
"Female","Senior","No","suburbs","White","Christian",5,21,3.3,6,6,1,2,"14",2,3.5,3,0,"No",3,5,5,4,7,10,90
"Male","Junior","No","Small_Town","White","Christian",8,29,3.2,6,10,18,3,"8",5,8,6,0,"Yes",5,6,7,0,10,0,90
"Female","Freshman","No","suburbs","White","Christian",5,27,4,14,15,2,2,"13",3,3,5,0,"No",5,3,3,7,10,0,0
"Female","Senior","No","big_city","Black","Christian",3,18,3.3,4,0,4,1,"16",3,6,0,6,"No",5,3,4,4,7,10,50
"Male","Sophomore","No","Medium_City","Asian","Christian",10,31,3.8,0,0,0,0,"still_waiting",1,5,5,0,"No",10,10,7,5,8,10,80
"Female","Senior","No","suburbs","Hispanic","Christian",5,22,3.7,3,6,0,0,"still_waiting",5,2,3,0,"No",6,1,4,5,10,20,60
"Female","Sophomore","Yes","suburbs","White","Christian",6,29,3.6,30,15,1,1,"15",4,2.5,5,4,"No",9,7,3,6,9,0,90
"Male","Senior","No","suburbs","Mixed_Other","Christian",7,30,3.5,2,2,1,1,"16",1,3.5,5,10,"No",10,5,7,3,7,20,0
"Male","Junior","No","big_city","Asian","Christian",3,27,2.9,1,5,2,2,"13",1,2,3,0,"No",5,5,3,5,6,5,100
"Female","Sophomore","No","Medium_City","Black","Christian",10,24,3.5,0,0,0,1,"9",3,1,5,10,"No",10,5,4,2,10,0,90
"Female","Sophomore","No","big_city","Asian","Agnostic",2,36,3.2,1,1,1,3,"14",1,1.5,5,5,"No",5,5,5,5,5,0,100
"Female","Sophomore","No","suburbs","Asian","Christian",2,25,3.2,15,7,0,0,"16",5,4,6,0,"No",8,4,6,8,10,10,100
"Female","Freshman","No","suburbs","White","Jewish",3,30,3.8,3,2,0,0,"still_waiting",4,4,5,0,"No",3,5,5,4,7,0,100
"Male","Sophomore","Yes","suburbs","White","Jewish",7,28,2.5,18,13,3,0,"13",1,6,8,0,"No",1,3,8,8,8,0,90
"Female","Sophomore","Yes","suburbs","White","Jewish",5,26,3.6,10,8,0,0,"17",3,3.5,5,0,"No",0,2,0,4,6,5,0
"Female","Sophomore","No","suburbs","White","Christian",5,24,3.8,20,15,8,1,"14",15,2,4,2,"Yes",1,6,8,7,9,5,10
"Female","Sophomore","Yes","suburbs","White","Other",4,27,3.8,0,0,1,1,"16",15,3,9,0,"No",0,5,7,5,8,10,70
"Female","Junior","No","suburbs","White","Christian",7,21,3.4,8,10,3,1,"17",4,2,5,2,"No",5,5,5,5,9,0,100
"Female","Junior","No","suburbs","White","Other",5,29,3.5,8,4,3,2,"13",20,2,0,0,"No",2,2,8,0,5,5,70
"Female","Sophomore","No","big_city","Black","Muslim",7,20,2.8,3,1,1,1,"12",5,2,2,5,"No",4,4,4,10,8,35,0
"Male","Sophomore","No","suburbs","Asian","Hindu",7,25,3.6,0,0,0,1,"19",7,1.5,4,5,"No",8,4,7,2,8,30,100
"Female","Junior","No","big_city","Asian","Atheist",2,20,2.3,1,0,0,1,"20",0,1.5,5,3,"No",5,5,5,10,4,0,10
"Male","Sophomore","Yes","suburbs","White","Christian",3,27,3.7,4,6,0,2,"15",4,0,8,0,"No",6,6,6,0,10,0,100
"Female","Sophomore","Yes","Small_Town","White","Christian",7,24,4,15,10,1,1,"16",14,3.5,2,5,"No",3,8,9,4,10,5,0
"Female","Sophomore","No","Medium_City","White","Christian",6,21,3,0,0,0,0,"still_waiting",4,3,6,3,"No",9,5,7,7,9,0,100
"Female","Sophomore","No","suburbs","Black","Muslim",5,26,3.2,0,0,0,0,"still_waiting",2,1,0,3,"No",10,4,6,7,7,0,100
"Female","Sophomore","No","suburbs","White","Other",3,30,3.7,9,10,0,1,"16",3,2,0,0,"No",0,2,2,2,9,10,80
"Female","Sophomore","No","suburbs","Hispanic","Christian",6,24,3.7,5,6,0,1,"16",2,2,0,10,"No",4,4,2,4,5,0,0
"Male","Junior","No","suburbs","White","Christian",5,22,3.2,2,2,1,1,"15",6,2,0,8,"No",5,10,7,10,10,0,90
"Male","Sophomore","Yes","suburbs","White","Agnostic",3,29,2.4,20,17,0,2,"16",3,3,0,0,"No",0,3,8,6,8,0,100
"Female","Sophomore","No","suburbs","Asian","Christian",3,26,3.5,4,3,0,1,"19",1,4,2,0,"No",5,4,4,4,6,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",5,29,3.6,10,3,1,1,"15",7,1,5,5,"No",10,9,4,3,10,0,100
"Female","Junior","Yes","big_city","Hispanic","Christian",6,22,2.6,12,20,20,2,"11",14,5,6,2,"Yes",0,1,5,4,10,10,90
"Female","Sophomore","No","big_city","Black","Christian",4,18,2.8,5,1,7,4,"14",5,0.5,6,3,"No",5,0,7,0,8,20,10
"Female","Senior","Yes","big_city","White","Christian",7,24,3,15,15,1,1,"14",6,1,5,1,"No",0,5,8,5,10,15,70
"Male","Freshman","Yes","suburbs","White","Agnostic",3,28,3.6,8,22,0,2,"15",1,4,5,2,"No",5,4,6,5,7,0,50
"Female","Freshman","No","Small_Town","White","Christian",2,30,3.6,5,4,3,1,"15",11,4,0,5,"No",5,5,3,3,10,0,50
"Female","Sophomore","Yes","Medium_City","White","Christian",5,27,3.4,12,13,3,2,"14",3,4.5,4,4,"No",4,6,9,6,7,10,70
"Female","Sophomore","Yes","suburbs","White","Atheist",0,28,3.7,4,20,4,1,"12",1,1,0,8,"No",0,5,5,0,8,0,30
"Female","Freshman","No","suburbs","Asian","Christian",8,27,3.8,12,5,3,2,"13",12,1.5,5,0,"No",0,3,5,5,3,0,90
"Female","Junior","Yes","suburbs","White","Christian",3,26,3.4,2,8,8,2,"12",1,1.5,5,1,"No",1,2,5,3,8,0,100
"Female","Junior","No","big_city","Hispanic","Christian",3,24,2.9,3,5,5,2,"13",2,1.5,0,0,"No",0,2,4,3,10,15,0
"Female","Senior","Yes","suburbs","Hispanic","Other",2,22,2.7,10,5,4,2,"13",5,0,6,0,"No",6,6,6,6,9,10,0
"Female","Sophomore","Yes","suburbs","Hispanic","Christian",7,25,4,3,6,1,1,"13",6,2,4,4,"No",0,9,10,10,8,0,100
"Female","Freshman","Yes","Small_Town","White","Christian",6,26,3.8,6,6,0,1,"15",1,2,7,3,"No",7,10,9,7,10,0,50
"Male","Senior","No","Medium_City","Asian","Christian",10,33,3.2,0,0,0,0,"14",7,1.5,0,10,"No",8,5,7,0,10,15,30
"Male","Junior","Yes","Small_Town","White","Christian",5,27,2.8,10,10,10,11,"10",6,1.5,5,5,"No",4,5,5,5,5,10,10
"Female","Sophomore","No","Medium_City","Black","Christian",10,19,3.6,6,10,2,1,"18",7,8,0,6,"No",6,6,6,5,10,0,100
"Male","Junior","Yes","Medium_City","White","Jewish",5,26,3.6,6,10,0,0,"19",1,1,0,0,"No",2,3,8,2,5,15,100
"Female","Sophomore","Yes","big_city","Hispanic","Christian",7,24,2.8,10,3,0,1,"15",3,4,5,0,"No",8,2,5,1,9,10,0
"Male","Senior","No","Small_Town","White","Atheist",0,29,3.9,12,15,0,0,"15",3,3,0,0,"No",0,1,2,2,8,0,30
"Female","Sophomore","Yes","Small_Town","White","Christian",5,26,2.3,25,30,11,3,"15",2,5,4,6,"No",1,4,4,3,8,0,0
"Male","Sophomore","Yes","suburbs","White","Christian",5,35,3.9,30,45,22,1,"14",6,2,0,10,"No",8,10,9,10,10,0,100
"Female","Sophomore","Yes","Medium_City","Hispanic","Atheist",0,19,2.7,3,0,1,2,"13",4,4,3,0,"No",0,1,5,6,8,10,90
"Female","Freshman","No","suburbs","White","Jewish",5,33,3.8,5,10,0,0,"18",7,2.5,2,1,"No",2,3,4,7,9,0,100
"Female","Sophomore","No","big_city","Black","Christian",7,19,3,1,0,1,2,"18",2,2,5,6,"No",6,6,6,6,6,10,10
"Female","Junior","No","big_city","Black","Christian",5,17,3.3,4,2,5,3,"15",3,4,5,2,"Yes",6,6,8,7,7,20,0
"Female","Sophomore","No","big_city","Asian","Agnostic",1,26,3.8,0,0,0,0,"14",4,8,0,0,"No",0,3,5,3,8,0,70
"Male","Sophomore","Yes","Small_Town","White","Christian",7,23,2.9,5,15,1,1,"16",1,1.5,0,10,"No",10,10,8,5,7,35,0
"Female","Sophomore","Yes","suburbs","White","Christian",3,29,3.6,6,15,1,1,"16",2,1,5,8,"No",0,8,8,7,10,0,90
"Male","Freshman","No","suburbs","White","Christian",6,26,3.6,0,0,0,3,"14",3,1.5,3,0,"No",4,3,4,4,10,5,30
"Female","Junior","No","suburbs","Black","Muslim",8,22,3.7,0,0,3,1,"17",4,2,2,5,"No",5,3,3,0,8,20,0
"Female","Sophomore","No","Medium_City","Asian","Agnostic",3,27,3.5,4,0,2,3,"16",1,4,0,2,"No",0,5,5,9,6,0,100
"Male","Junior","No","big_city","Black","Christian",5,21,2.7,10,15,2,1,"17",3,0.5,3,0,"No",5,5,5,10,10,30,90
"Female","Sophomore","No","big_city","Black","Christian",5,21,2.5,6,3,4,2,"16",10,1,0,0,"No",0,2,5,5,8,10,0
"Male","Sophomore","Yes","suburbs","White","Christian",6,30,3.2,20,30,0,0,"15",35,4,0,7,"No",5,9,8,8,10,0,80
"Male","Junior","No","big_city","Asian","Atheist",0,28,2.5,0,0,0,0,"still_waiting",1,1,7,1,"No",1,3,7,8,8,0,0
"Female","Freshman","No","Small_Town","White","Agnostic",2,26,4,8,5,4,2,"15",7,1.5,2,6,"No",2,4,7,6,8,0,20
"Female","Sophomore","Yes","suburbs","White","Christian",4,28,3.8,2,7,2,3,"11",2,3,4,8,"Yes",6,7,8,7,9,0,100
"Male","Sophomore","No","Small_Town","Black","Agnostic",0,26,2.9,0,1,0,1,"12",3,1.5,2,0,"No",0,4,5,10,8,0,100
"Male","Sophomore","Yes","suburbs","White","Jewish",1,30,3.5,40,40,7,1,"16",2,2.5,7,0,"No",0,3,4,3,5,0,80
"Female","Freshman","No","suburbs","White","Atheist",0,27,4,6,6,0,3,"13",50,3.5,5,0,"No",0,4,5,5,10,0,100
"Male","Junior","No","suburbs","Asian","Atheist",0,31,4,0,0,0,0,"still_waiting",2,0,3,0,"No",0,0,3,9,8,0,10
"Female","Sophomore","No","suburbs","Asian","Christian",9,30,3.8,0,0,0,0,"still_waiting",2,4.5,5,8,"No",5,6,5,5,10,0,100
"Male","Sophomore","Yes","suburbs","White","Jewish",3,30,3.5,16,40,4,1,"13",2,0.5,5,7,"No",3,4,5,7,8,0,100
"Male","Sophomore","No","Medium_City","Mixed_Other","Christian",7,32,3,15,50,15,1,"16",1,1,6,7,"No",8,3,8,5,7,0,10
"Female","Sophomore","No","suburbs","Hispanic","Christian",10,23,3.5,10,6,1,1,"16",7,3,3,10,"No",5,5,7,0,6,35,70
"Male","Sophomore","Yes","Small_Town","White","Agnostic",0,30,4,20,30,4,2,"17",2,1.5,0,10,"No",0,10,10,8,8,0,100
"Male","Sophomore","No","big_city","Black","Agnostic",4,22,2.7,1,3,2,1,"14",5,2,3,1,"No",2,1,5,6,10,5,30
"Female","Sophomore","No","suburbs","Hispanic","Christian",10,29,4,0,0,0,2,"16",7,0,2,10,"No",10,8,4,0,10,0,50
"Female","Sophomore","No","suburbs","Mixed_Other","Christian",5,27,3.5,10,10,3,2,"12",2,3.5,3,0,"Yes",1,5,5,5,8,0,60
"Male","Sophomore","No","suburbs","White","Christian",1,30,3.2,20,20,10,2,"15",1,8,0,8,"No",0,4,6,9,7,0,70
"Female","Sophomore","No","Small_Town","Black","Christian",5,21,2.7,4,0,0,0,"still_waiting",7,3,3,0,"No",4,6,6,2,10,20,0
"Female","Sophomore","No","suburbs","Asian","Hindu",8,27,2.9,12,6,0,1,"17",12,6,4,3,"No",5,4,6,6,9,0,100
"Male","Junior","No","big_city","White","Atheist",0,21,2.2,10,0,5,2,"15",1,4,0,0,"Yes",0,0,0,6,6,10,0
"Male","Sophomore","No","big_city","Hispanic","Christian",8,23,2.8,10,10,1,1,"14",2,3,3,3,"No",2,4,3,7,8,10,60
"Female","Sophomore","No","suburbs","Asian","Christian",7,29,3.4,12,18,6,1,"15",3,2,3,0,"No",4,6,7,4,9,0,80
"Female","Sophomore","Yes","Small_Town","White","Christian",5,28,3.8,20,20,3,1,"16",2,2.5,3,2,"No",0,7,7,5,10,40,0
"Female","Sophomore","No","big_city","Hispanic","Christian",7,21,3.7,3,1,0,1,"18",3,1.5,0,5,"No",6,2,5,0,10,15,10
"Male","Junior","No","big_city","Hispanic","Buddhist",0,25,3,4,4,7,2,"16",2,2,5,4,"No",5,6,6,7,6,10,20
"Male","Sophomore","No","Small_Town","White","Christian",6,24,3.2,8,18,0,0,"15",1,3,0,5,"No",2,7,4,5,8,10,80
"Female","Senior","No","Medium_City","Asian","Hindu",8,31,3.4,4,0,0,1,"18",3,1,0,2,"No",7,3,5,2,8,0,10
"Female","Junior","No","Small_Town","White","Christian",5,30,3.8,10,5,1,1,"19",3,0.5,5,0,"No",3,4,5,5,8,0,10
"Female","Junior","Yes","big_city","Asian","Christian",5,29,3.8,2,1,0,0,"still_waiting",5,5,0,1,"No",5,5,2,5,10,0,10
"Male","Sophomore","No","Small_Town","White","Christian",7,29,3.5,6,7,0,1,"18",2,1,5,0,"No",5,5,5,5,4,0,90
"Female","Sophomore","No","suburbs","Asian","Christian",8,29,3.7,1,0,0,0,"still_waiting",7,3,5,10,"No",8,6,4,8,9,0,100
"Female","Sophomore","Yes","suburbs","White","Jewish",5,21,3.5,3,15,1,1,"14",50,5,5,5,"No",5,5,5,5,4,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",3,27,3.7,15,24,2,2,"14",3,3,0,1,"No",2,2,4,5,7,5,90
"Female","Sophomore","No","suburbs","Black","Christian",6,21,2.2,8,4,7,1,"17",5,4,0,0,"Yes",5,5,7,0,4,15,60
"Female","Sophomore","Yes","big_city","White","Christian",9,29,3.4,6,4,5,3,"13",3,2,7,10,"No",10,8,2,2,8,0,90
"Female","Sophomore","No","suburbs","White","Christian",3,25,3.4,20,25,2,2,"14",20,5,0,3,"No",5,5,8,8,10,0,0
"Male","Sophomore","No","suburbs","Asian","Agnostic",0,31,3.5,17,16,3,4,"14",2,3,8,5,"No",1,0,1,3,2,0,100
"Female","Sophomore","No","Small_Town","White","Christian",7,26,2.8,5,10,8,3,"15",10,8,10,0,"No",5,5,10,0,7,10,50
"Female","Sophomore","Yes","Medium_City","Mixed_Other","Christian",7,26,3.6,15,10,2,2,"13",1,6,5,3,"No",4,6,5,3,7,10,100
"Female","Sophomore","Yes","suburbs","White","Christian",7,28,3.6,4,5,2,1,"17",5,1,4,4,"No",7,4,7,4,8,0,90
"Male","Sophomore","Yes","big_city","Asian","Atheist",0,20,3.7,6,5,0,0,"17",4,5,10,6,"No",4,0,0,10,8,0,10
"Male","Sophomore","Yes","Small_Town","White","Christian",5,24,2.9,6,18,7,2,"12",2,1,8,10,"No",9,10,5,8,9,20,10
"Female","Sophomore","Yes","suburbs","White","Christian",2,30,3.5,15,10,1,1,"13",4,4,3,0,"No",1,2,3,5,8,0,100
"Female","Junior","Yes","Medium_City","White","Christian",3,32,3.7,0,0,1,3,"13",4,1.5,3,0,"No",2,2,4,3,10,5,100
"Male","Freshman","No","Small_Town","White","Christian",7,26,4,10,8,0,0,"12",7,1.5,0,10,"No",5,10,10,5,10,0,100
"Male","Sophomore","No","Medium_City","Mixed_Other","Muslim",6,30,3.1,0,1,0,1,"14",3,5,0,5,"No",2,0,5,9,7,0,100
"Male","Sophomore","No","big_city","Asian","Muslim",1,32,3.5,5,8,11,1,"16",2,0.5,0,0,"No",0,2,2,9,9,0,100
"Male","Sophomore","Yes","suburbs","White","Christian",3,29,3.7,5,18,1,1,"15",3,1.5,5,4,"No",2,6,6,9,10,40,0
"Male","Sophomore","No","Medium_City","Asian","Christian",8,33,3.8,0,0,0,0,"still_waiting",0,1.5,7,2,"No",4,4,5,0,10,0,100
"Female","Graduate","No","big_city","Asian","Buddhist",3,34,3.4,0,0,0,0,"still_waiting",5,0.5,0,0,"Yes",3,3,8,5,2,0,100
"Female","Senior","No","suburbs","White","Christian",2,28,2.5,0,0,0,0,"18",5,0.5,5,0,"No",2,3,5,6,6,10,100
"Male","Sophomore","No","suburbs","White","Christian",10,23,3.3,2,0,1,0,"19",3,3.5,6,0,"No",8,6,4,3,8,0,100
"Female","Sophomore","No","big_city","Black","Christian",5,20,2.9,10,4,2,3,"15",3,6.5,4,5,"No",3,3,3,0,8,20,30
"Female","Sophomore","No","suburbs","Hispanic","Christian",5,18,2.8,8,10,1,2,"13",2,1.5,0,0,"No",0,5,5,0,10,10,30
"Male","Sophomore","Yes","Small_Town","White","Christian",9,29,3.4,4,12,0,1,"still_waiting",2,0.5,3,7,"No",9,8,7,6,8,10,90
"Female","Junior","No","big_city","Black","Christian",7,19,2.8,8,4,4,2,"15",2,4,0,0,"Yes",3,5,8,5,3,15,0
"Male","Junior","Yes","suburbs","White","Atheist",0,34,2.7,9,14,6,3,"14",4,1,2,9,"No",2,5,8,8,8,10,50
"Female","Sophomore","No","big_city","Black","Christian",5,21,2.5,10,2,6,2,"7",3,8,5,5,"No",0,5,2,5,8,5,10
"Male","Senior","No","suburbs","White","Christian",10,32,3.6,7,6,0,0,"18",1,3.5,0,0,"Yes",0,0,2,6,9,10,60
"Male","Freshman","Yes","suburbs","White","Christian",6,27,3,16,20,3,4,"14",3,1,1,9,"No",1,5,8,7,9,15,90
"Female","Junior","No","suburbs","White","Christian",8,24,3.1,4,6,5,3,"14",1,1.5,5,3,"Yes",5,8,5,4,7,10,50
"Female","Sophomore","No","big_city","Hispanic","Christian",5,24,3.1,3,4,1,1,"11",1,6,0,0,"Yes",5,4,5,5,7,10,20
"Female","Freshman","No","suburbs","Asian","Buddhist",3,28,3.3,0,0,0,1,"16",20,3.5,5,5,"No",5,5,8,9,10,0,100
"Male","Sophomore","Yes","suburbs","White","Christian",5,29,2.7,30,50,1,1,"12",1,1.5,5,10,"No",0,8,5,5,7,0,80
"Female","Sophomore","No","big_city","Black","Christian",7,22,2.2,0,0,0,2,"14",4,3,0,5,"No",10,5,5,5,10,0,10
"Female","Sophomore","No","suburbs","White","Christian",3,22,3.2,1,3,1,2,"13",4,4.5,4,0,"No",3,3,5,4,9,10,40
"Male","Sophomore","No","suburbs","White","Christian",5,29,3.4,6,12,1,1,"16",5,1,0,0,"No",10,5,5,10,9,20,40
"Female","Sophomore","No","big_city","Hispanic","Other",5,24,3.4,8,10,8,2,"6",5,3,0,0,"Yes",7,5,4,0,8,0,0
"Female","Junior","No","suburbs","White","Christian",6,28,3.7,5,1,1,2,"12",5,4,0,0,"No",9,3,9,5,10,10,50
"Female","Freshman","No","suburbs","White","Jewish",2,26,3.4,25,20,0,0,"14",14,8,5,0,"No",2,3,5,5,10,0,100
"Female","Sophomore","No","suburbs","Asian","Christian",9,26,3.3,10,15,0,1,"14",4,3,0,8,"No",9,7,7,2,10,0,100
"Female","Sophomore","No","suburbs","White","Christian",7,26,2.8,20,30,0,0,"16",7,3,6,3,"No",10,8,7,5,8,0,40
"Female","Junior","No","suburbs","White","Christian",2,29,3.8,9,6,0,1,"14",1,3,5,0,"No",1,5,4,3,7,10,0
"Male","Sophomore","No","Medium_City","White","Agnostic",1,33,3.3,6,2,1,1,"15",1,0.5,2,0,"No",0,4,6,7,9,0,80
"Female","Junior","Yes","Small_Town","White","Christian",7,29,3.7,2,0,2,1,"15",13,2,8,7,"No",10,6,4,0,7,30,100
"Male","Sophomore","No","big_city","White","Christian",3,27,2.9,15,24,1,1,"15",1,0.5,3,0,"No",0,7,7,7,9,45,90
"Female","Freshman","No","Medium_City","White","Christian",2,31,3.7,0,0,0,0,"still_waiting",2,1,3,1,"No",2,7,5,5,9,0,90
"Male","Sophomore","No","Medium_City","Hispanic","Christian",5,28,3.9,1,0,0,1,"12",3,5,2,0,"No",5,2,5,5,9,5,60
"Female","Sophomore","No","big_city","White","Agnostic",0,29,2.1,8,6,0,0,"13",1,8,1,0,"No",0,2,4,5,5,0,80
"Male","Senior","No","Small_Town","White","Christian",4,22,2.8,12,14,24,2,"16",5,1,3,8,"No",2,10,8,8,8,10,80
"Female","Sophomore","No","Small_Town","White","Christian",6,25,3.5,3,1,0,0,"18",4,3.5,5,2,"No",8,8,5,7,9,10,100
"Male","Sophomore","No","suburbs","Asian","Christian",8,29,3.5,0,0,1,2,"18",5,4,0,10,"No",8,7,4,5,8,10,70
"Male","Junior","No","suburbs","Asian","Christian",0,28,3.5,0,0,0,1,"16",1,2,1,0,"No",10,8,5,5,10,5,0
"Female","Freshman","No","suburbs","White","Christian",3,30,3.7,10,35,3,2,"14",5,2.5,2,0,"No",0,4,7,5,8,50,80
"Female","Sophomore","No","suburbs","Asian","Christian",1,30,2.8,0,0,0,0,"16",4,3,5,0,"No",0,2,7,3,8,0,100
"Female","Sophomore","No","suburbs","Asian","Christian",10,34,3.4,0,0,1,1,"17",0,2.5,1,5,"No",5,5,5,0,8,0,50
"Male","Sophomore","Yes","Medium_City","Asian","Christian",7,29,2.7,4,4,0,1,"19",1,3,10,8,"No",10,5,7,8,8,10,20
"Male","Junior","No","suburbs","White","Christian",4,26,3.7,10,15,2,2,"14",4,1,5,0,"No",0,2,8,0,10,0,40
"Male","Sophomore","No","Small_Town","White","Agnostic",0,32,1.8,12,30,4,1,"16",2,2,10,5,"No",2,6,5,7,8,0,20
"Male","Junior","Yes","big_city","White","Agnostic",1,27,3.6,21,35,1,1,"13",4,2,5,0,"No",0,6,7,6,9,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",7,27,3.2,16,15,1,2,"15",3,2,4,0,"No",0,3,5,4,10,15,100
"Female","Freshman","Yes","Small_Town","White","Christian",7,24,3.6,5,5,0,0,"16",1,5,7,5,"No",10,8,6,5,10,0,10
"Female","Freshman","No","big_city","Black","Christian",8,22,3.7,5,1,3,2,"15",10,1,5,0,"Yes",0,2,5,5,10,10,0
"Female","Freshman","Yes","Small_Town","White","Christian",9,22,3.9,4,2,0,1,"17",7,1,5,7,"No",9,5,6,8,10,0,100
"Female","Freshman","No","suburbs","White","Jewish",3,25,3.6,16,5,0,0,"15",3,3,5,0,"No",3,3,5,2,7,0,100
"Female","Sophomore","No","Small_Town","White","Christian",4,26,3.3,12,25,2,2,"13",5,3,5,5,"Yes",10,8,7,5,8,30,70
"Female","Junior","No","big_city","Black","Christian",7,23,2.1,5,3,9,3,"14",8,7,7,2,"No",6,4,5,6,6,20,10
"Female","Sophomore","No","suburbs","Mixed_Other","Christian",0,18,3,0,0,1,1,"16",2,1,0,0,"No",0,6,5,0,8,0,40
"Female","Junior","No","Medium_City","White","Other",2,28,2.7,12,10,9,7,"14",15,1,2,0,"No",2,2,5,5,10,30,10
"Male","Sophomore","No","big_city","Asian","Other",0,21,2.1,0,0,0,0,"still_waiting",7,5,0,10,"No",10,0,10,5,10,0,100
"Male","Sophomore","Yes","suburbs","Hispanic","Christian",7,22,3.1,10,15,1,1,"15",2,1,5,1,"No",3,5,7,1,10,0,50
"Female","Sophomore","No","big_city","Asian","Buddhist",3,24,3.3,0,0,0,0,"still_waiting",1,8,4,1,"No",5,5,7,5,7,15,30
"Male","Sophomore","No","Small_Town","White","Christian",7,22,3.3,8,12,0,0,"16",3,5,7,9,"No",5,4,8,4,8,0,40
"Female","Freshman","No","suburbs","White","Christian",7,27,3.7,10,10,0,0,"16",12,1.5,4,5,"No",5,8,5,6,9,0,0
"Male","Sophomore","Yes","suburbs","White","Jewish",4,26,2.9,17,28,1,0,"15",6,2,2,7,"No",3,6,4,7,10,0,90
"Male","Sophomore","Yes","suburbs","White","Agnostic",0,34,3.1,8,40,9,4,"16",2,8,8,1,"No",1,8,7,9,8,0,90
"Male","Sophomore","No","suburbs","White","Agnostic",2,28,3.4,5,2,0,1,"still_waiting",1,3,3,0,"No",0,1,8,7,8,0,90
"Male","Sophomore","Yes","suburbs","Black","Christian",8,23,2.5,5,1,5,1,"16",12,2,2,5,"No",5,5,8,7,7,20,100
"Female","Sophomore","No","big_city","White","Christian",4,26,3.1,10,7,0,0,"13",5,2.5,2,0,"No",0,5,5,5,8,0,0
"Male","Senior","No","suburbs","White","Atheist",0,31,4,4,2,1,1,"15",1,0,5,0,"No",0,5,5,7,7,0,80
"Female","Sophomore","Yes","Medium_City","White","Christian",2,29,3.2,8,5,2,2,"16",7,4,0,2,"Yes",0,3,8,0,10,25,30
"Female","Freshman","No","suburbs","White","Jewish",6,30,3.8,5,2,0,0,"14",4,3,5,2,"No",2,4,6,5,10,0,100
"Female","Sophomore","No","suburbs","White","Agnostic",0,29,3.5,18,25,1,1,"18",5,0.5,0,1,"Yes",0,0,8,3,9,0,90
"Female","Freshman","No","big_city","Asian","Christian",6,28,3.8,0,3,0,1,"18",2,5,5,3,"No",5,5,5,5,5,0,100
"Female","Senior","No","big_city","Black","Agnostic",1,25,2.9,1,3,3,3,"13",10,0.5,5,0,"Yes",1,2,2,10,10,20,10
"Female","Sophomore","No","suburbs","Black","Christian",7,23,3.3,6,0,3,1,"12",7,5.5,7,3,"No",4,5,6,5,9,0,50
"Male","Sophomore","No","Small_Town","White","Christian",7,30,3.7,1,7,2,1,"14",5,1,5,7,"No",8,8,7,2,10,0,30
"Female","Senior","Yes","suburbs","White","Christian",5,26,2.6,10,7,0,0,"17",7,5.5,5,5,"No",5,5,5,5,5,15,100
"Female","Sophomore","No","Medium_City","Mixed_Other","Christian",9,26,3.6,2,0,5,1,"14",1,1.5,1,5,"No",3,3,3,2,7,15,70
"Female","Sophomore","No","big_city","Hispanic","Christian",3,21,3.6,10,5,1,1,"12",5,2,5,0,"No",5,5,5,5,8,10,20
"Female","Sophomore","No","Medium_City","White","Christian",4,26,3,11,8,4,1,"16",2,8,5,0,"No",7,10,9,5,8,5,30
"Female","Sophomore","Yes","suburbs","White","Christian",7,28,3.1,5,8,1,2,"16",3,4,5,3,"No",5,7,7,9,7,0,50
"Male","Sophomore","No","suburbs","Black","Christian",8,20,3.2,0,0,0,0,"still_waiting",1,0,0,10,"No",10,5,6,10,10,0,20
"Female","Sophomore","No","big_city","Black","Christian",4,22,3.5,4,0,1,1,"14",3,1,5,8,"No",3,2,2,0,8,0,100
